Date (WET),Dynamic FFR Biomass,Dynamic FFR CCGT,Dynamic FFR Coal,Dynamic FFR Distributed Generation,Dynamic FFR Hybrid,Dynamic FFR Hydro,Dynamic FFR Load Response,Dynamic FFR Pumped,Dynamic FFR Storage,Dynamic FFR Unknown,DLH Storage,Dynamic Containment Storage,EFR Storage
,GBP/MW/h,GBP/MW/h,GBP/MW/h,GBP/MW/h,GBP/MW/h,GBP/MW/h,GBP/MW/h,GBP/MW/h,GBP/MW/h,GBP/MW/h,GBP/MW/h,GBP/MW/h,GBP/MW/h
[19/02/2020 20:00],,,,,15.78,,16.23,,15.95,,15.97,15.97,9.78
[19/02/2020 20:30],,,,,15.78,,16.23,,15.95,,15.97,15.97,9.78
[19/02/2020 21:00],,,,,15.78,,16.23,,15.95,,15.97,15.97,9.78
[19/02/2020 21:30],,,,,15.78,,16.23,,15.95,,15.97,15.97,9.78
[19/02/2020 22:00],,,,,15.78,,16.23,,15.95,,15.97,15.97,9.78
[19/02/2020 22:30],,,,,15.78,,16.23,,15.95,,15.97,15.97,9.78
[19/02/2020 23:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[19/02/2020 23:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[20/02/2020 00:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[20/02/2020 00:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[20/02/2020 01:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[20/02/2020 01:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[20/02/2020 02:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[20/02/2020 02:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[20/02/2020 03:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[20/02/2020 03:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[20/02/2020 04:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[20/02/2020 04:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[20/02/2020 05:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[20/02/2020 05:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[20/02/2020 06:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[20/02/2020 06:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[20/02/2020 07:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[20/02/2020 07:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[20/02/2020 08:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[20/02/2020 08:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[20/02/2020 09:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[20/02/2020 09:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[20/02/2020 10:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[20/02/2020 10:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[20/02/2020 11:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[20/02/2020 11:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[20/02/2020 12:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[20/02/2020 12:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[20/02/2020 13:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[20/02/2020 13:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[20/02/2020 14:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[20/02/2020 14:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[20/02/2020 15:00],,,,,15.78,,19.51,25.88,18.01,,18.29,18.29,9.78
[20/02/2020 15:30],,,,,15.78,,19.51,25.88,18.01,,18.29,18.29,9.78
[20/02/2020 16:00],,,,,15.78,,19.51,25.88,18.01,,18.29,18.29,9.78
[20/02/2020 16:30],,,,,15.78,,19.51,25.88,18.01,,18.29,18.29,9.78
[20/02/2020 17:00],,,,,15.78,,19.51,25.88,18.01,,18.29,18.29,10.16
[20/02/2020 17:30],,,,,15.78,,19.51,25.88,18.01,,18.29,18.29,10.16
[20/02/2020 18:00],,,,,15.78,,19.51,25.88,18.01,,18.29,18.29,10.16
[20/02/2020 18:30],,,,,15.78,,19.51,25.88,18.01,,18.29,18.29,10.16
[20/02/2020 19:00],,,,,15.78,,16.23,,15.95,,15.97,15.97,10.16
[20/02/2020 19:30],,,,,15.78,,16.23,,15.95,,15.97,15.97,10.16
[20/02/2020 20:00],,,,,15.78,,16.23,,15.95,,15.97,15.97,9.78
[20/02/2020 20:30],,,,,15.78,,16.23,,15.95,,15.97,15.97,9.78
[20/02/2020 21:00],,,,,15.78,,16.23,,15.95,,15.97,15.97,9.78
[20/02/2020 21:30],,,,,15.78,,16.23,,15.95,,15.97,15.97,9.78
[20/02/2020 22:00],,,,,15.78,,16.23,,15.95,,15.97,15.97,9.78
[20/02/2020 22:30],,,,,15.78,,16.23,,15.95,,15.97,15.97,9.78
[20/02/2020 23:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[20/02/2020 23:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[21/02/2020 00:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[21/02/2020 00:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[21/02/2020 01:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[21/02/2020 01:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[21/02/2020 02:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[21/02/2020 02:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[21/02/2020 03:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[21/02/2020 03:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[21/02/2020 04:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[21/02/2020 04:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[21/02/2020 05:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[21/02/2020 05:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[21/02/2020 06:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[21/02/2020 06:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[21/02/2020 07:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[21/02/2020 07:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[21/02/2020 08:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[21/02/2020 08:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[21/02/2020 09:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[21/02/2020 09:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[21/02/2020 10:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[21/02/2020 10:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[21/02/2020 11:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[21/02/2020 11:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[21/02/2020 12:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[21/02/2020 12:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[21/02/2020 13:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[21/02/2020 13:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[21/02/2020 14:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[21/02/2020 14:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[21/02/2020 15:00],,,,,15.78,,19.51,25.88,18.01,,18.29,18.29,9.78
[21/02/2020 15:30],,,,,15.78,,19.51,25.88,18.01,,18.29,18.29,9.78
[21/02/2020 16:00],,,,,15.78,,19.51,25.88,18.01,,18.29,18.29,9.78
[21/02/2020 16:30],,,,,15.78,,19.51,25.88,18.01,,18.29,18.29,9.78
[21/02/2020 17:00],,,,,15.78,,19.51,25.88,18.01,,18.29,18.29,10.16
[21/02/2020 17:30],,,,,15.78,,19.51,25.88,18.01,,18.29,18.29,10.16
[21/02/2020 18:00],,,,,15.78,,19.51,25.88,18.01,,18.29,18.29,10.16
[21/02/2020 18:30],,,,,15.78,,19.51,25.88,18.01,,18.29,18.29,10.16
[21/02/2020 19:00],,,,,15.78,,16.23,,15.95,,15.97,15.97,10.16
[21/02/2020 19:30],,,,,15.78,,16.23,,15.95,,15.97,15.97,10.16
[21/02/2020 20:00],,,,,15.78,,16.23,,15.95,,15.97,15.97,9.78
[21/02/2020 20:30],,,,,15.78,,16.23,,15.95,,15.97,15.97,9.78
[21/02/2020 21:00],,,,,15.78,,16.23,,15.95,,15.97,15.97,9.78
[21/02/2020 21:30],,,,,15.78,,16.23,,15.95,,15.97,15.97,9.78
[21/02/2020 22:00],,,,,15.78,,16.23,,15.95,,15.97,15.97,9.78
[21/02/2020 22:30],,,,,15.78,,16.23,,15.95,,15.97,15.97,9.78
[21/02/2020 23:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[21/02/2020 23:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[22/02/2020 00:00],,,,,9.88,,10.10,,7.80,,8.10,8.10,9.78
[22/02/2020 00:30],,,,,9.88,,10.10,,7.80,,8.10,8.10,9.78
[22/02/2020 01:00],,,,,9.88,,10.10,,7.80,,8.10,8.10,9.78
[22/02/2020 01:30],,,,,9.88,,10.10,,7.80,,8.10,8.10,9.78
[22/02/2020 02:00],,,,,9.88,,10.10,,7.80,,8.10,8.10,9.78
[22/02/2020 02:30],,,,,9.88,,10.10,,7.80,,8.10,8.10,9.78
[22/02/2020 03:00],,,,,9.88,,10.10,,7.80,,8.10,8.10,9.78
[22/02/2020 03:30],,,,,9.88,,10.10,,7.80,,8.10,8.10,9.78
[22/02/2020 04:00],,,,,9.88,,10.10,,7.80,,8.10,8.10,9.78
[22/02/2020 04:30],,,,,9.88,,10.10,,7.80,,8.10,8.10,9.78
[22/02/2020 05:00],,,,,9.88,,10.10,,7.80,,8.10,8.10,9.78
[22/02/2020 05:30],,,,,9.88,,10.10,,7.80,,8.10,8.10,9.78
[22/02/2020 06:00],,,,,9.88,,10.10,,7.80,,8.10,8.10,9.78
[22/02/2020 06:30],,,,,9.88,,10.10,,7.80,,8.10,8.10,9.78
[22/02/2020 07:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[22/02/2020 07:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[22/02/2020 08:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[22/02/2020 08:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[22/02/2020 09:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[22/02/2020 09:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[22/02/2020 10:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[22/02/2020 10:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[22/02/2020 11:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[22/02/2020 11:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[22/02/2020 12:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[22/02/2020 12:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[22/02/2020 13:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[22/02/2020 13:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[22/02/2020 14:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[22/02/2020 14:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[22/02/2020 15:00],,,,,15.78,,14.84,25.88,16.81,,16.85,16.85,9.78
[22/02/2020 15:30],,,,,15.78,,14.84,25.88,16.81,,16.85,16.85,9.78
[22/02/2020 16:00],,,,,15.78,,14.84,25.88,16.81,,16.85,16.85,9.78
[22/02/2020 16:30],,,,,15.78,,14.84,25.88,16.81,,16.85,16.85,9.78
[22/02/2020 17:00],,,,,15.78,,14.84,25.88,16.81,,16.85,16.85,10.16
[22/02/2020 17:30],,,,,15.78,,14.84,25.88,16.81,,16.85,16.85,10.16
[22/02/2020 18:00],,,,,15.78,,14.84,25.88,16.81,,16.85,16.85,10.16
[22/02/2020 18:30],,,,,15.78,,14.84,25.88,16.81,,16.85,16.85,10.16
[22/02/2020 19:00],,,,,15.78,,16.23,,15.29,,15.39,15.39,10.16
[22/02/2020 19:30],,,,,15.78,,16.23,,15.29,,15.39,15.39,10.16
[22/02/2020 20:00],,,,,15.78,,16.23,,15.29,,15.39,15.39,9.78
[22/02/2020 20:30],,,,,15.78,,16.23,,15.29,,15.39,15.39,9.78
[22/02/2020 21:00],,,,,15.78,,16.23,,15.29,,15.39,15.39,9.78
[22/02/2020 21:30],,,,,15.78,,16.23,,15.29,,15.39,15.39,9.78
[22/02/2020 22:00],,,,,15.78,,16.23,,15.29,,15.39,15.39,9.78
[22/02/2020 22:30],,,,,15.78,,16.23,,15.29,,15.39,15.39,9.78
[22/02/2020 23:00],,,,,9.88,,10.10,,7.80,,8.10,8.10,9.78
[22/02/2020 23:30],,,,,9.88,,10.10,,7.80,,8.10,8.10,9.78
[23/02/2020 00:00],,,,,9.88,,10.10,,7.80,,8.10,8.10,9.78
[23/02/2020 00:30],,,,,9.88,,10.10,,7.80,,8.10,8.10,9.78
[23/02/2020 01:00],,,,,9.88,,10.10,,7.80,,8.10,8.10,9.78
[23/02/2020 01:30],,,,,9.88,,10.10,,7.80,,8.10,8.10,9.78
[23/02/2020 02:00],,,,,9.88,,10.10,,7.80,,8.10,8.10,9.78
[23/02/2020 02:30],,,,,9.88,,10.10,,7.80,,8.10,8.10,9.78
[23/02/2020 03:00],,,,,9.88,,10.10,,7.80,,8.10,8.10,9.78
[23/02/2020 03:30],,,,,9.88,,10.10,,7.80,,8.10,8.10,9.78
[23/02/2020 04:00],,,,,9.88,,10.10,,7.80,,8.10,8.10,9.78
[23/02/2020 04:30],,,,,9.88,,10.10,,7.80,,8.10,8.10,9.78
[23/02/2020 05:00],,,,,9.88,,10.10,,7.80,,8.10,8.10,9.78
[23/02/2020 05:30],,,,,9.88,,10.10,,7.80,,8.10,8.10,9.78
[23/02/2020 06:00],,,,,9.88,,10.10,,7.80,,8.10,8.10,9.78
[23/02/2020 06:30],,,,,9.88,,10.10,,7.80,,8.10,8.10,9.78
[23/02/2020 07:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[23/02/2020 07:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[23/02/2020 08:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[23/02/2020 08:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[23/02/2020 09:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[23/02/2020 09:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[23/02/2020 10:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[23/02/2020 10:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[23/02/2020 11:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[23/02/2020 11:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[23/02/2020 12:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[23/02/2020 12:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[23/02/2020 13:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[23/02/2020 13:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[23/02/2020 14:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[23/02/2020 14:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[23/02/2020 15:00],,,,,15.78,,14.84,25.88,16.81,,16.85,16.85,9.78
[23/02/2020 15:30],,,,,15.78,,14.84,25.88,16.81,,16.85,16.85,9.78
[23/02/2020 16:00],,,,,15.78,,14.84,25.88,16.81,,16.85,16.85,9.78
[23/02/2020 16:30],,,,,15.78,,14.84,25.88,16.81,,16.85,16.85,9.78
[23/02/2020 17:00],,,,,15.78,,14.84,25.88,16.81,,16.85,16.85,10.16
[23/02/2020 17:30],,,,,15.78,,14.84,25.88,16.81,,16.85,16.85,10.16
[23/02/2020 18:00],,,,,15.78,,14.84,25.88,16.81,,16.85,16.85,10.16
[23/02/2020 18:30],,,,,15.78,,14.84,25.88,16.81,,16.85,16.85,10.16
[23/02/2020 19:00],,,,,15.78,,16.23,,15.29,,15.39,15.39,10.16
[23/02/2020 19:30],,,,,15.78,,16.23,,15.29,,15.39,15.39,10.16
[23/02/2020 20:00],,,,,15.78,,16.23,,15.29,,15.39,15.39,9.78
[23/02/2020 20:30],,,,,15.78,,16.23,,15.29,,15.39,15.39,9.78
[23/02/2020 21:00],,,,,15.78,,16.23,,15.29,,15.39,15.39,9.78
[23/02/2020 21:30],,,,,15.78,,16.23,,15.29,,15.39,15.39,9.78
[23/02/2020 22:00],,,,,15.78,,16.23,,15.29,,15.39,15.39,9.78
[23/02/2020 22:30],,,,,15.78,,16.23,,15.29,,15.39,15.39,9.78
[23/02/2020 23:00],,,,,9.88,,10.10,,7.80,,8.10,8.10,9.78
[23/02/2020 23:30],,,,,9.88,,10.10,,7.80,,8.10,8.10,9.78
[24/02/2020 00:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[24/02/2020 00:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[24/02/2020 01:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[24/02/2020 01:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[24/02/2020 02:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[24/02/2020 02:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[24/02/2020 03:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[24/02/2020 03:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[24/02/2020 04:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[24/02/2020 04:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[24/02/2020 05:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[24/02/2020 05:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[24/02/2020 06:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[24/02/2020 06:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[24/02/2020 07:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[24/02/2020 07:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[24/02/2020 08:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[24/02/2020 08:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[24/02/2020 09:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[24/02/2020 09:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[24/02/2020 10:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[24/02/2020 10:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[24/02/2020 11:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[24/02/2020 11:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[24/02/2020 12:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[24/02/2020 12:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[24/02/2020 13:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[24/02/2020 13:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[24/02/2020 14:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[24/02/2020 14:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[24/02/2020 15:00],,,,,15.78,,19.51,25.88,18.01,,18.29,18.29,9.78
[24/02/2020 15:30],,,,,15.78,,19.51,25.88,18.01,,18.29,18.29,9.78
[24/02/2020 16:00],,,,,15.78,,19.51,25.88,18.01,,18.29,18.29,9.78
[24/02/2020 16:30],,,,,15.78,,19.51,25.88,18.01,,18.29,18.29,9.78
[24/02/2020 17:00],,,,,15.78,,19.51,25.88,18.01,,18.29,18.29,10.16
[24/02/2020 17:30],,,,,15.78,,19.51,25.88,18.01,,18.29,18.29,10.16
[24/02/2020 18:00],,,,,15.78,,19.51,25.88,18.01,,18.29,18.29,10.16
[24/02/2020 18:30],,,,,15.78,,19.51,25.88,18.01,,18.29,18.29,10.16
[24/02/2020 19:00],,,,,15.78,,16.23,,15.95,,15.97,15.97,10.16
[24/02/2020 19:30],,,,,15.78,,16.23,,15.95,,15.97,15.97,10.16
[24/02/2020 20:00],,,,,15.78,,16.23,,15.95,,15.97,15.97,9.78
[24/02/2020 20:30],,,,,15.78,,16.23,,15.95,,15.97,15.97,9.78
[24/02/2020 21:00],,,,,15.78,,16.23,,15.95,,15.97,15.97,9.78
[24/02/2020 21:30],,,,,15.78,,16.23,,15.95,,15.97,15.97,9.78
[24/02/2020 22:00],,,,,15.78,,16.23,,15.95,,15.97,15.97,9.78
[24/02/2020 22:30],,,,,15.78,,16.23,,15.95,,15.97,15.97,9.78
[24/02/2020 23:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[24/02/2020 23:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[25/02/2020 00:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[25/02/2020 00:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[25/02/2020 01:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[25/02/2020 01:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[25/02/2020 02:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[25/02/2020 02:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[25/02/2020 03:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[25/02/2020 03:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[25/02/2020 04:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[25/02/2020 04:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[25/02/2020 05:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[25/02/2020 05:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[25/02/2020 06:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[25/02/2020 06:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[25/02/2020 07:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[25/02/2020 07:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[25/02/2020 08:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[25/02/2020 08:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[25/02/2020 09:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[25/02/2020 09:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[25/02/2020 10:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[25/02/2020 10:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[25/02/2020 11:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[25/02/2020 11:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[25/02/2020 12:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[25/02/2020 12:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[25/02/2020 13:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[25/02/2020 13:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[25/02/2020 14:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[25/02/2020 14:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[25/02/2020 15:00],,,,,15.78,,19.51,25.88,18.01,,18.29,18.29,9.78
[25/02/2020 15:30],,,,,15.78,,19.51,25.88,18.01,,18.29,18.29,9.78
[25/02/2020 16:00],,,,,15.78,,19.51,25.88,18.01,,18.29,18.29,9.78
[25/02/2020 16:30],,,,,15.78,,19.51,25.88,18.01,,18.29,18.29,9.78
[25/02/2020 17:00],,,,,15.78,,19.51,25.88,18.01,,18.29,18.29,10.16
[25/02/2020 17:30],,,,,15.78,,19.51,25.88,18.01,,18.29,18.29,10.16
[25/02/2020 18:00],,,,,15.78,,19.51,25.88,18.01,,18.29,18.29,10.16
[25/02/2020 18:30],,,,,15.78,,19.51,25.88,18.01,,18.29,18.29,10.16
[25/02/2020 19:00],,,,,15.78,,16.23,,15.95,,15.97,15.97,10.16
[25/02/2020 19:30],,,,,15.78,,16.23,,15.95,,15.97,15.97,10.16
[25/02/2020 20:00],,,,,15.78,,16.23,,15.95,,15.97,15.97,9.78
[25/02/2020 20:30],,,,,15.78,,16.23,,15.95,,15.97,15.97,9.78
[25/02/2020 21:00],,,,,15.78,,16.23,,15.95,,15.97,15.97,9.78
[25/02/2020 21:30],,,,,15.78,,16.23,,15.95,,15.97,15.97,9.78
[25/02/2020 22:00],,,,,15.78,,16.23,,15.95,,15.97,15.97,9.78
[25/02/2020 22:30],,,,,15.78,,16.23,,15.95,,15.97,15.97,9.78
[25/02/2020 23:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[25/02/2020 23:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[26/02/2020 00:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[26/02/2020 00:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[26/02/2020 01:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[26/02/2020 01:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[26/02/2020 02:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[26/02/2020 02:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[26/02/2020 03:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[26/02/2020 03:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[26/02/2020 04:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[26/02/2020 04:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[26/02/2020 05:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[26/02/2020 05:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[26/02/2020 06:00],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[26/02/2020 06:30],,,,,9.88,,10.10,,7.10,,7.50,7.50,9.78
[26/02/2020 07:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[26/02/2020 07:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[26/02/2020 08:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[26/02/2020 08:30],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
[26/02/2020 09:00],,,,,10.28,,9.60,,8.55,,8.75,8.75,9.78
