Date (WET),Day Ahead Price EPEX,Day Ahead Price Nordpool,4H Intraday Price AVG,2H Intraday Price AVG,HH Intraday Price AVG,System Buy Price,System Sell Price
,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh
[23/06/2020 18:00],38.99,38.99,37.65,39.65,41.69,50.00,50.00
[23/06/2020 18:30],38.99,38.99,37.65,39.65,42.49,47.35,47.35
[23/06/2020 19:00],40.00,40.00,37.42,41.69,49.30,52.90,52.90
[23/06/2020 19:30],40.00,40.00,37.42,41.69,47.65,50.00,50.00
[23/06/2020 20:00],35.77,35.77,37.42,41.69,45.41,50.00,50.00
[23/06/2020 20:30],35.77,35.77,37.42,41.69,44.24,46.50,46.50
[23/06/2020 21:00],33.69,33.69,37.42,36.64,44.75,47.40,47.40
[23/06/2020 21:30],33.69,33.69,37.42,36.64,45.01,46.00,46.00
[23/06/2020 22:00],30.26,30.26,37.42,36.64,44.71,47.35,47.35
[23/06/2020 22:30],30.26,30.26,37.42,36.64,41.18,46.00,46.00
[23/06/2020 23:00],29.17,29.17,27.10,35.33,18.36,4.22,4.22
[23/06/2020 23:30],29.17,29.17,27.10,35.33,23.03,40.00,40.00
[24/06/2020 00:00],28.04,28.04,27.10,35.33,32.25,40.00,40.00
[24/06/2020 00:30],28.04,28.04,27.10,35.33,27.39,40.00,40.00
[24/06/2020 01:00],24.58,24.58,27.10,24.69,31.74,40.00,40.00
[24/06/2020 01:30],24.58,24.58,27.10,24.69,31.63,38.94,38.94
[24/06/2020 02:00],23.64,23.64,27.10,24.69,24.47,24.92,24.92
[24/06/2020 02:30],23.64,23.64,27.10,24.69,18.49,0.50,0.50
[24/06/2020 03:00],23.73,23.73,21.15,24.86,19.26,0.00,0.00
[24/06/2020 03:30],23.73,23.73,21.15,24.86,12.67,17.16,17.16
[24/06/2020 04:00],25.20,25.20,21.15,24.86,24.53,24.14,24.14
[24/06/2020 04:30],25.20,25.20,21.15,24.86,21.12,0.00,0.00
[24/06/2020 05:00],27.64,27.64,21.15,23.82,22.27,0.55,0.55
[24/06/2020 05:30],27.64,27.64,21.15,23.82,16.74,0.55,0.55
[24/06/2020 06:00],31.46,31.46,21.15,23.82,24.04,38.90,38.90
[24/06/2020 06:30],31.46,31.46,21.15,23.82,24.11,38.90,38.90
[24/06/2020 07:00],34.24,34.24,32.98,31.38,18.05,1.10,1.10
[24/06/2020 07:30],34.24,34.24,32.98,31.38,34.30,41.28,41.28
[24/06/2020 08:00],33.27,33.27,32.98,31.38,26.51,42.50,42.50
[24/06/2020 08:30],33.27,33.27,32.98,31.38,34.50,42.50,42.50
[24/06/2020 09:00],31.91,31.91,32.98,29.53,29.04,42.50,42.50
[24/06/2020 09:30],31.91,31.91,32.98,29.53,32.20,44.94,44.94
[24/06/2020 10:00],31.80,31.80,32.98,29.53,36.00,44.94,44.94
[24/06/2020 10:30],31.80,31.80,32.98,29.53,36.71,43.25,43.25
[24/06/2020 11:00],31.71,31.71,27.73,25.26,13.39,4.70,4.70
[24/06/2020 11:30],31.71,31.71,27.73,25.26,20.52,43.25,43.25
[24/06/2020 12:00],30.57,30.57,27.73,25.26,32.58,43.25,43.25
[24/06/2020 12:30],30.57,30.57,27.73,25.26,31.17,43.25,43.25
[24/06/2020 13:00],29.68,29.68,27.73,29.62,27.00,43.25,43.25
[24/06/2020 13:30],29.68,29.68,27.73,29.62,22.89,8.00,8.00
[24/06/2020 14:00],28.91,28.91,27.73,29.62,36.93,43.25,43.25
[24/06/2020 14:30],28.91,28.91,27.73,29.62,33.96,9.00,9.00
[24/06/2020 15:00],30.00,30.00,37.30,34.04,37.79,43.25,43.25
[24/06/2020 15:30],30.00,30.00,37.30,34.04,34.70,43.25,43.25
[24/06/2020 16:00],32.83,32.83,37.30,34.04,30.35,43.25,43.25
[24/06/2020 16:30],32.83,32.83,37.30,34.04,39.76,43.25,43.25
[24/06/2020 17:00],36.16,36.16,37.30,44.46,41.88,44.85,44.85
[24/06/2020 17:30],36.16,36.16,37.30,44.46,46.08,44.85,44.85
[24/06/2020 18:00],41.30,41.30,37.30,44.46,39.79,9.00,9.00
[24/06/2020 18:30],41.30,41.30,37.30,44.46,38.17,44.85,44.85
[24/06/2020 19:00],38.13,38.13,36.13,41.12,37.23,44.85,44.85
[24/06/2020 19:30],38.13,38.13,36.13,41.12,39.72,44.85,44.85
[24/06/2020 20:00],35.34,35.34,36.13,41.12,41.13,44.85,44.85
[24/06/2020 20:30],35.34,35.34,36.13,41.12,41.45,43.25,43.25
[24/06/2020 21:00],34.31,34.31,36.13,37.26,44.19,44.85,44.85
[24/06/2020 21:30],34.31,34.31,36.13,37.26,42.62,43.00,43.00
[24/06/2020 22:00],30.02,30.02,36.13,37.26,37.46,42.75,42.75
[24/06/2020 22:30],30.02,30.02,36.13,37.26,25.55,9.00,9.00
[24/06/2020 23:00],28.05,28.05,23.53,23.03,14.80,9.00,9.00
[24/06/2020 23:30],28.05,28.05,23.53,23.03,36.29,42.00,42.00
[25/06/2020 00:00],25.48,25.48,23.53,23.03,31.81,39.00,39.00
[25/06/2020 00:30],25.48,25.48,23.53,23.03,25.62,8.00,8.00
[25/06/2020 01:00],24.53,24.53,23.53,25.82,24.43,37.95,37.95
[25/06/2020 01:30],24.53,24.53,23.53,25.82,24.11,8.00,8.00
[25/06/2020 02:00],23.82,23.82,23.53,25.82,31.02,37.85,37.85
[25/06/2020 02:30],23.82,23.82,23.53,25.82,26.63,37.85,37.85
[25/06/2020 03:00],23.53,23.53,26.32,24.18,23.79,37.85,37.85
[25/06/2020 03:30],23.53,23.53,26.32,24.18,19.34,1.50,1.50
[25/06/2020 04:00],24.42,24.42,26.32,24.18,33.28,37.95,37.95
[25/06/2020 04:30],24.42,24.42,26.32,24.18,23.94,37.95,37.95
[25/06/2020 05:00],30.45,30.45,26.32,33.44,35.53,38.00,38.00
[25/06/2020 05:30],30.45,30.45,26.32,33.44,30.76,37.95,37.95
[25/06/2020 06:00],35.71,35.71,26.32,33.44,43.78,45.00,45.00
[25/06/2020 06:30],35.71,35.71,26.32,33.44,33.06,45.00,45.00
[25/06/2020 07:00],36.90,36.90,37.70,40.31,37.95,45.00,45.00
[25/06/2020 07:30],36.90,36.90,37.70,40.31,45.20,45.00,45.00
[25/06/2020 08:00],36.18,36.18,37.70,40.31,38.27,43.25,43.25
[25/06/2020 08:30],36.18,36.18,37.70,40.31,37.44,45.00,45.00
[25/06/2020 09:00],35.10,35.10,37.70,34.67,40.43,45.00,45.00
[25/06/2020 09:30],35.10,35.10,37.70,34.67,37.71,44.50,44.50
[25/06/2020 10:00],32.52,32.52,37.70,34.67,37.98,44.50,44.50
[25/06/2020 10:30],32.52,32.52,37.70,34.67,32.54,43.25,43.25
[25/06/2020 11:00],29.85,29.85,24.80,26.47,23.94,8.15,8.15
[25/06/2020 11:30],29.85,29.85,24.80,26.47,20.31,8.15,8.15
[25/06/2020 12:00],26.37,26.37,24.80,26.47,31.36,43.00,43.00
[25/06/2020 12:30],26.37,26.37,24.80,26.47,26.37,38.00,38.00
[25/06/2020 13:00],21.73,21.73,24.80,24.28,32.39,38.00,38.00
[25/06/2020 13:30],21.73,21.73,24.80,24.28,23.51,8.57,8.57
[25/06/2020 14:00],23.61,23.61,24.80,24.28,18.96,8.50,8.50
[25/06/2020 14:30],23.61,23.61,24.80,24.28,14.11,8.50,8.50
[25/06/2020 15:00],26.97,26.97,31.20,25.43,15.93,8.57,8.57
[25/06/2020 15:30],26.97,26.97,31.20,25.43,15.38,8.50,8.50
[25/06/2020 16:00],32.63,32.63,31.20,25.43,20.28,9.60,9.60
[25/06/2020 16:30],32.63,32.63,31.20,25.43,33.63,36.21,36.21
[25/06/2020 17:00],34.92,34.92,31.20,36.57,25.70,8.57,8.57
[25/06/2020 17:30],34.92,34.92,31.20,36.57,30.06,40.00,40.00
[25/06/2020 18:00],38.96,38.96,31.20,36.57,34.93,40.56,40.56
[25/06/2020 18:30],38.96,38.96,31.20,36.57,39.58,40.56,40.56
[25/06/2020 19:00],36.40,36.40,35.18,36.75,32.32,10.60,10.60
[25/06/2020 19:30],36.40,36.40,35.18,36.75,30.05,40.50,40.50
[25/06/2020 20:00],35.42,35.42,35.18,36.75,37.57,40.65,40.65
[25/06/2020 20:30],35.42,35.42,35.18,36.75,35.06,40.65,40.65
[25/06/2020 21:00],33.31,33.31,35.18,35.25,39.46,40.50,40.50
[25/06/2020 21:30],33.31,33.31,35.18,35.25,35.22,39.08,39.08
[25/06/2020 22:00],29.43,29.43,35.18,35.25,35.67,36.49,36.49
[25/06/2020 22:30],29.43,29.43,35.18,35.25,37.73,38.00,38.00
[25/06/2020 23:00],30.00,30.00,24.50,22.02,15.37,38.00,38.00
[25/06/2020 23:30],30.00,30.00,24.50,22.02,32.71,40.00,40.00
[26/06/2020 00:00],25.98,25.98,24.50,22.02,28.31,40.00,40.00
[26/06/2020 00:30],25.98,25.98,24.50,22.02,25.35,40.00,40.00
[26/06/2020 01:00],23.99,23.99,24.50,22.63,25.16,40.00,40.00
[26/06/2020 01:30],23.99,23.99,24.50,22.63,27.67,39.90,39.90
[26/06/2020 02:00],23.65,23.65,24.50,22.63,24.94,5.92,5.92
[26/06/2020 02:30],23.65,23.65,24.50,22.63,18.70,39.90,39.90
[26/06/2020 03:00],23.68,23.68,28.98,23.84,28.37,39.90,39.90
[26/06/2020 03:30],23.68,23.68,28.98,23.84,24.37,39.90,39.90
[26/06/2020 04:00],24.76,24.76,28.98,23.84,26.03,5.00,5.00
[26/06/2020 04:30],24.76,24.76,28.98,23.84,19.41,5.00,5.00
[26/06/2020 05:00],30.03,30.03,28.98,30.41,30.30,40.00,40.00
[26/06/2020 05:30],30.03,30.03,28.98,30.41,14.65,33.50,33.50
[26/06/2020 06:00],34.10,34.10,28.98,30.41,35.07,33.30,33.30
[26/06/2020 06:30],34.10,34.10,28.98,30.41,25.25,40.00,40.00
[26/06/2020 07:00],35.28,35.28,28.96,30.00,14.70,8.50,8.50
[26/06/2020 07:30],35.28,35.28,28.96,30.00,36.89,49.25,49.25
[26/06/2020 08:00],35.10,35.10,28.96,30.00,29.39,45.50,45.50
[26/06/2020 08:30],35.10,35.10,28.96,30.00,37.31,45.50,45.50
[26/06/2020 09:00],34.37,34.37,28.96,30.82,39.94,45.50,45.50
[26/06/2020 09:30],34.37,34.37,28.96,30.82,40.06,43.00,43.00
[26/06/2020 10:00],32.63,32.63,28.96,30.82,33.53,40.50,40.50
[26/06/2020 10:30],32.63,32.63,28.96,30.82,30.30,10.00,10.00
[26/06/2020 11:00],33.52,33.52,28.68,29.49,27.00,39.94,39.94
[26/06/2020 11:30],33.52,33.52,28.68,29.49,30.66,10.00,10.00
[26/06/2020 12:00],31.84,31.84,28.68,29.49,29.29,10.00,10.00
[26/06/2020 12:30],31.84,31.84,28.68,29.49,20.72,10.50,10.50
[26/06/2020 13:00],29.68,29.68,28.68,27.47,25.37,10.55,10.55
[26/06/2020 13:30],29.68,29.68,28.68,27.47,17.98,39.94,39.94
[26/06/2020 14:00],28.38,28.38,28.68,27.47,24.26,39.94,39.94
[26/06/2020 14:30],28.38,28.38,28.68,27.47,29.27,43.00,43.00
[26/06/2020 15:00],29.26,29.26,33.09,29.39,29.94,43.00,43.00
[26/06/2020 15:30],29.26,29.26,33.09,29.39,30.54,31.88,31.88
[26/06/2020 16:00],32.14,32.14,33.09,29.39,23.40,39.90,39.90
[26/06/2020 16:30],32.14,32.14,33.09,29.39,42.03,43.00,43.00
[26/06/2020 17:00],35.65,35.65,33.09,35.49,35.56,44.00,44.00
[26/06/2020 17:30],35.65,35.65,33.09,35.49,40.68,39.94,39.94
[26/06/2020 18:00],41.27,41.27,33.09,35.49,33.00,11.11,11.11
[26/06/2020 18:30],41.27,41.27,33.09,35.49,32.77,12.00,12.00
[26/06/2020 19:00],36.77,36.77,35.65,35.57,35.64,44.00,44.00
[26/06/2020 19:30],36.77,36.77,35.65,35.57,37.45,44.00,44.00
[26/06/2020 20:00],35.08,35.08,35.65,35.57,41.48,44.00,44.00
[26/06/2020 20:30],35.08,35.08,35.65,35.57,39.52,43.50,43.50
[26/06/2020 21:00],35.11,35.11,35.65,34.64,34.35,38.95,38.95
[26/06/2020 21:30],35.11,35.11,35.65,34.64,38.17,35.39,35.39
[26/06/2020 22:00],32.98,32.98,35.65,34.64,37.56,11.86,11.86
[26/06/2020 22:30],32.98,32.98,35.65,34.64,29.86,10.25,10.25
[26/06/2020 23:00],35.56,35.56,,27.00,14.79,10.55,10.55
[26/06/2020 23:30],35.56,35.56,,27.00,36.92,42.00,42.00
[27/06/2020 00:00],28.82,28.82,,27.00,36.00,39.00,39.00
[27/06/2020 00:30],28.82,28.82,,27.00,31.02,39.00,39.00
[27/06/2020 01:00],29.32,29.32,,25.71,32.19,39.00,39.00
[27/06/2020 01:30],29.32,29.32,,25.71,36.89,38.95,38.95
[27/06/2020 02:00],26.16,26.16,,25.71,31.64,23.27,23.27
[27/06/2020 02:30],26.16,26.16,,25.71,26.24,23.07,23.07
[27/06/2020 03:00],25.33,25.33,22.83,25.44,22.79,22.76,22.76
[27/06/2020 03:30],25.33,25.33,22.83,25.44,21.21,22.87,22.87
[27/06/2020 04:00],25.03,25.03,22.83,25.44,24.40,22.47,22.47
[27/06/2020 04:30],25.03,25.03,22.83,25.44,20.70,22.22,22.22
[27/06/2020 05:00],23.64,23.64,22.83,22.82,23.74,20.79,20.79
[27/06/2020 05:30],23.64,23.64,22.83,22.82,17.85,1.50,1.50
[27/06/2020 06:00],25.76,25.76,22.83,22.82,22.51,0.50,0.50
[27/06/2020 06:30],25.76,25.76,22.83,22.82,23.44,0.50,0.50
[27/06/2020 07:00],26.54,26.54,23.04,23.57,2.95,0.55,0.55
[27/06/2020 07:30],26.54,26.54,23.04,23.57,12.64,23.51,23.51
[27/06/2020 08:00],31.20,31.20,23.04,23.57,22.54,23.73,23.73
[27/06/2020 08:30],31.20,31.20,23.04,23.57,32.42,38.90,38.90
[27/06/2020 09:00],35.40,35.40,23.04,29.72,29.11,28.25,28.25
[27/06/2020 09:30],35.40,35.40,23.04,29.72,29.69,28.49,28.49
[27/06/2020 10:00],36.70,36.70,23.04,29.72,30.56,20.76,20.76
[27/06/2020 10:30],36.70,36.70,23.04,29.72,28.31,20.47,20.47
[27/06/2020 11:00],34.65,34.65,24.81,30.06,24.56,8.00,8.00
[27/06/2020 11:30],34.65,34.65,24.81,30.06,20.75,16.19,16.19
[27/06/2020 12:00],34.90,34.90,24.81,30.06,19.78,17.64,17.64
[27/06/2020 12:30],34.90,34.90,24.81,30.06,16.20,16.68,16.68
[27/06/2020 13:00],25.00,25.00,24.81,9.35,14.63,12.72,12.72
[27/06/2020 13:30],25.00,25.00,24.81,9.35,3.04,0.50,0.50
[27/06/2020 14:00],16.35,16.35,24.81,9.35,-7.28,0.00,0.00
[27/06/2020 14:30],16.35,16.35,24.81,9.35,-13.53,-15.00,-15.00
[27/06/2020 15:00],17.18,17.18,12.08,-1.28,-5.37,0.00,0.00
[27/06/2020 15:30],17.18,17.18,12.08,-1.28,-3.48,-15.00,-15.00
[27/06/2020 16:00],21.36,21.36,12.08,-1.28,1.47,0.50,0.50
[27/06/2020 16:30],21.36,21.36,12.08,-1.28,11.49,18.55,18.55
[27/06/2020 17:00],25.17,25.17,12.08,20.11,17.40,41.95,41.95
[27/06/2020 17:30],25.17,25.17,12.08,20.11,31.38,41.95,41.95
[27/06/2020 18:00],28.48,28.48,12.08,20.11,29.01,26.15,26.15
[27/06/2020 18:30],28.48,28.48,12.08,20.11,27.56,25.80,25.80
[27/06/2020 19:00],30.00,30.00,22.30,25.61,18.94,21.26,21.26
[27/06/2020 19:30],30.00,30.00,22.30,25.61,19.62,21.37,21.37
[27/06/2020 20:00],29.49,29.49,22.30,25.61,24.04,23.92,23.92
[27/06/2020 20:30],29.49,29.49,22.30,25.61,21.50,30.00,30.00
[27/06/2020 21:00],30.50,30.50,22.30,20.04,31.62,30.00,30.00
[27/06/2020 21:30],30.50,30.50,22.30,20.04,24.25,30.00,30.00
[27/06/2020 22:00],26.03,26.03,22.30,20.04,22.70,21.69,21.69
[27/06/2020 22:30],26.03,26.03,22.30,20.04,5.65,0.00,0.00
[27/06/2020 23:00],21.13,21.13,,12.94,17.39,0.50,0.50
[27/06/2020 23:30],21.13,21.13,,12.94,4.39,0.50,0.50
[28/06/2020 00:00],18.56,18.56,,12.94,19.94,21.72,21.72
[28/06/2020 00:30],18.56,18.56,,12.94,9.91,0.50,0.50
[28/06/2020 01:00],14.88,14.88,,12.83,11.38,0.50,0.50
[28/06/2020 01:30],14.88,14.88,,12.83,3.84,0.50,0.50
[28/06/2020 02:00],12.50,12.50,,12.83,9.56,0.50,0.50
[28/06/2020 02:30],12.50,12.50,,12.83,-16.30,-50.00,-50.00
[28/06/2020 03:00],0.00,0.00,-17.13,-31.97,-28.99,-50.00,-50.00
[28/06/2020 03:30],0.00,0.00,-17.13,-31.97,-46.41,-50.00,-50.00
[28/06/2020 04:00],-9.50,-9.50,-17.13,-31.97,-47.28,-60.00,-60.00
[28/06/2020 04:30],-9.50,-9.50,-17.13,-31.97,-49.39,-60.00,-60.00
[28/06/2020 05:00],-15.06,-15.06,-17.13,-33.53,-50.04,-60.00,-60.00
[28/06/2020 05:30],-15.06,-15.06,-17.13,-33.53,-46.68,-60.00,-60.00
[28/06/2020 06:00],-10.90,-10.90,-17.13,-33.53,-43.11,-60.00,-60.00
[28/06/2020 06:30],-10.90,-10.90,-17.13,-33.53,-32.47,-60.00,-60.00
[28/06/2020 07:00],-0.03,-0.03,-6.15,-10.23,-41.49,-60.00,-60.00
[28/06/2020 07:30],-0.03,-0.03,-6.15,-10.23,-28.54,-60.00,-60.00
[28/06/2020 08:00],10.94,10.94,-6.15,-10.23,-47.51,-65.94,-65.94
[28/06/2020 08:30],10.94,10.94,-6.15,-10.23,-35.22,-60.00,-60.00
[28/06/2020 09:00],12.40,12.40,-6.15,-18.38,-52.89,-47.97,-47.97
[28/06/2020 09:30],12.40,12.40,-6.15,-18.38,-30.54,-16.00,-16.00
[28/06/2020 10:00],14.04,14.04,-6.15,-18.38,-26.20,-16.00,-16.00
[28/06/2020 10:30],14.04,14.04,-6.15,-18.38,-22.62,0.05,0.05
[28/06/2020 11:00],9.64,9.64,-19.93,-20.04,-15.05,-13.39,-13.39
[28/06/2020 11:30],9.64,9.64,-19.93,-20.04,-14.18,-9.90,-9.90
[28/06/2020 12:00],1.32,1.32,-19.93,-20.04,-26.63,-16.00,-16.00
[28/06/2020 12:30],1.32,1.32,-19.93,-20.04,-26.96,-16.76,-16.76
[28/06/2020 13:00],0.00,0.00,-19.93,-26.72,-23.16,-16.00,-16.00
[28/06/2020 13:30],0.00,0.00,-19.93,-26.72,-46.65,-61.00,-61.00
[28/06/2020 14:00],-2.67,-2.67,-19.93,-26.72,-44.34,-16.00,-16.00
[28/06/2020 14:30],-2.67,-2.67,-19.93,-26.72,-48.13,-16.00,-16.00
[28/06/2020 15:00],1.94,1.94,0.50,-27.52,-43.84,-16.00,-16.00
[28/06/2020 15:30],1.94,1.94,0.50,-27.52,-32.87,0.50,0.50
[28/06/2020 16:00],14.92,14.92,0.50,-27.52,-9.57,-14.57,-14.57
[28/06/2020 16:30],14.92,14.92,0.50,-27.52,20.06,46.00,46.00
[28/06/2020 17:00],23.16,23.16,0.50,18.29,11.29,21.50,21.50
[28/06/2020 17:30],23.16,23.16,0.50,18.29,27.04,22.01,22.01
[28/06/2020 18:00],27.59,27.59,0.50,18.29,25.85,18.58,18.58
[28/06/2020 18:30],27.59,27.59,0.50,18.29,30.36,21.47,21.47
[28/06/2020 19:00],30.57,30.57,21.51,25.46,30.80,0.50,0.50
[28/06/2020 19:30],30.57,30.57,21.51,25.46,30.31,35.00,35.00
[28/06/2020 20:00],32.44,32.44,21.51,25.46,22.23,23.54,23.54
[28/06/2020 20:30],32.44,32.44,21.51,25.46,18.21,0.50,0.50
[28/06/2020 21:00],33.08,33.08,21.51,20.23,29.33,0.50,0.50
[28/06/2020 21:30],33.08,33.08,21.51,20.23,22.41,22.24,22.24
[28/06/2020 22:00],28.85,28.85,21.51,20.23,14.35,18.46,18.46
[28/06/2020 22:30],28.85,28.85,21.51,20.23,-5.95,-60.00,-60.00
[28/06/2020 23:00],21.14,21.14,8.43,3.89,15.53,24.86,24.86
[28/06/2020 23:30],21.14,21.14,8.43,3.89,-0.91,0.50,0.50
[29/06/2020 00:00],15.32,15.32,8.43,3.89,-12.92,0.50,0.50
[29/06/2020 00:30],15.32,15.32,8.43,3.89,-25.54,0.50,0.50
[29/06/2020 01:00],9.50,9.50,8.43,-12.57,-1.17,0.50,0.50
[29/06/2020 01:30],9.50,9.50,8.43,-12.57,-0.40,0.50,0.50
[29/06/2020 02:00],-1.70,-1.70,8.43,-12.57,-4.65,0.50,0.50
[29/06/2020 02:30],-1.70,-1.70,8.43,-12.57,-9.91,0.50,0.50
[29/06/2020 03:00],-14.00,-14.00,-3.00,-12.42,-7.38,0.50,0.50
[29/06/2020 03:30],-14.00,-14.00,-3.00,-12.42,0.89,18.18,18.18
[29/06/2020 04:00],-17.65,-17.65,-3.00,-12.42,4.56,20.30,20.30
[29/06/2020 04:30],-17.65,-17.65,-3.00,-12.42,2.14,0.50,0.50
[29/06/2020 05:00],-2.00,-2.00,-3.00,2.94,-11.26,0.50,0.50
[29/06/2020 05:30],-2.00,-2.00,-3.00,2.94,-4.06,-50.00,-50.00
[29/06/2020 06:00],28.40,28.40,-3.00,2.94,17.96,34.89,34.89
[29/06/2020 06:30],28.40,28.40,-3.00,2.94,24.97,35.84,35.84
[29/06/2020 07:00],30.00,30.00,26.01,26.84,12.44,39.32,39.32
[29/06/2020 07:30],30.00,30.00,26.01,26.84,40.27,40.90,40.90
[29/06/2020 08:00],34.00,34.00,26.01,26.84,31.42,34.99,34.99
[29/06/2020 08:30],34.00,34.00,26.01,26.84,40.19,44.00,44.00
[29/06/2020 09:00],31.25,31.25,26.01,34.41,35.12,49.99,49.99
[29/06/2020 09:30],31.25,31.25,26.01,34.41,35.38,32.50,32.50
[29/06/2020 10:00],30.04,30.04,26.01,34.41,38.09,50.00,50.00
[29/06/2020 10:30],30.04,30.04,26.01,34.41,36.26,48.00,48.00
[29/06/2020 11:00],28.76,28.76,30.65,32.73,35.91,8.32,8.32
[29/06/2020 11:30],28.76,28.76,30.65,32.73,36.03,48.00,48.00
[29/06/2020 12:00],27.05,27.05,30.65,32.73,29.45,45.00,45.00
[29/06/2020 12:30],27.05,27.05,30.65,32.73,28.78,45.00,45.00
[29/06/2020 13:00],25.10,25.10,30.65,31.67,42.28,47.90,47.90
[29/06/2020 13:30],25.10,25.10,30.65,31.67,27.25,5.27,5.27
[29/06/2020 14:00],23.51,23.51,30.65,31.67,20.79,45.00,45.00
[29/06/2020 14:30],23.51,23.51,30.65,31.67,21.12,46.00,46.00
[29/06/2020 15:00],22.70,22.70,32.51,28.07,27.52,44.50,44.50
[29/06/2020 15:30],22.70,22.70,32.51,28.07,28.44,45.00,45.00
[29/06/2020 16:00],24.35,24.35,32.51,28.07,21.39,45.00,45.00
[29/06/2020 16:30],24.35,24.35,32.51,28.07,39.95,46.50,46.50
[29/06/2020 17:00],30.61,30.61,32.51,37.63,36.14,46.50,46.50
[29/06/2020 17:30],30.61,30.61,32.51,37.63,39.54,46.50,46.50
[29/06/2020 18:00],32.56,32.56,32.51,37.63,36.31,35.51,35.51
[29/06/2020 18:30],32.56,32.56,32.51,37.63,35.30,35.46,35.46
[29/06/2020 19:00],32.38,32.38,32.63,34.26,29.75,0.50,0.50
[29/06/2020 19:30],32.38,32.38,32.63,34.26,20.11,0.50,0.50
[29/06/2020 20:00],32.00,32.00,32.63,34.26,27.39,34.46,34.46
[29/06/2020 20:30],32.00,32.00,32.63,34.26,25.60,30.01,30.01
[29/06/2020 21:00],31.48,31.48,32.63,28.57,29.57,46.99,46.99
[29/06/2020 21:30],31.48,31.48,32.63,28.57,26.27,46.50,46.50
[29/06/2020 22:00],27.29,27.29,32.63,28.57,24.95,8.37,8.37
[29/06/2020 22:30],27.29,27.29,32.63,28.57,24.57,5.84,5.84
[29/06/2020 23:00],19.27,19.27,13.29,17.00,21.47,30.77,30.77
[29/06/2020 23:30],19.27,19.27,13.29,17.00,11.05,7.00,7.00
[30/06/2020 00:00],15.20,15.20,13.29,17.00,10.45,1.83,1.83
[30/06/2020 00:30],15.20,15.20,13.29,17.00,1.85,0.50,0.50
[30/06/2020 01:00],14.87,14.87,13.29,2.85,0.92,0.50,0.50
[30/06/2020 01:30],14.87,14.87,13.29,2.85,0.56,0.50,0.50
[30/06/2020 02:00],14.11,14.11,13.29,2.85,5.56,6.21,6.21
[30/06/2020 02:30],14.11,14.11,13.29,2.85,2.68,10.00,10.00
[30/06/2020 03:00],15.00,15.00,6.99,4.28,2.51,10.00,10.00
[30/06/2020 03:30],15.00,15.00,6.99,4.28,8.47,21.68,21.68
[30/06/2020 04:00],15.52,15.52,6.99,4.28,7.77,25.93,25.93
[30/06/2020 04:30],15.52,15.52,6.99,4.28,10.79,24.42,24.42
[30/06/2020 05:00],21.05,21.05,6.99,18.84,16.25,30.91,30.91
[30/06/2020 05:30],21.05,21.05,6.99,18.84,22.94,33.45,33.45
[30/06/2020 06:00],28.54,28.54,6.99,18.84,25.78,39.00,39.00
[30/06/2020 06:30],28.54,28.54,6.99,18.84,27.34,39.00,39.00
[30/06/2020 07:00],24.59,24.59,25.54,23.32,14.99,39.00,39.00
[30/06/2020 07:30],24.59,24.59,25.54,23.32,22.99,11.00,11.00
[30/06/2020 08:00],28.60,28.60,25.54,23.32,29.68,47.00,47.00
[30/06/2020 08:30],28.60,28.60,25.54,23.32,30.66,45.00,45.00
[30/06/2020 09:00],30.07,30.07,25.54,29.66,28.80,45.00,45.00
[30/06/2020 09:30],30.07,30.07,25.54,29.66,32.15,39.00,39.00
[30/06/2020 10:00],34.12,34.12,25.54,29.66,40.40,45.00,45.00
[30/06/2020 10:30],34.12,34.12,25.54,29.66,40.68,45.00,45.00
[30/06/2020 11:00],35.16,35.16,34.37,38.11,40.13,45.00,45.00
[30/06/2020 11:30],35.16,35.16,34.37,38.11,39.58,45.00,45.00
[30/06/2020 12:00],33.88,33.88,34.37,38.11,39.02,45.00,45.00
[30/06/2020 12:30],33.88,33.88,34.37,38.11,38.37,5.15,5.15
[30/06/2020 13:00],33.00,33.00,34.37,36.41,41.08,46.85,46.85
[30/06/2020 13:30],33.00,33.00,34.37,36.41,39.97,46.85,46.85
[30/06/2020 14:00],33.15,33.15,34.37,36.41,42.46,47.80,47.80
[30/06/2020 14:30],33.15,33.15,34.37,36.41,36.51,46.85,46.85
[30/06/2020 15:00],31.18,31.18,37.90,39.10,40.72,47.00,47.00
[30/06/2020 15:30],31.18,31.18,37.90,39.10,39.93,46.80,46.80
[30/06/2020 16:00],34.91,34.91,37.90,39.10,34.39,46.95,46.95
[30/06/2020 16:30],34.91,34.91,37.90,39.10,43.22,49.00,49.00
[30/06/2020 17:00],36.25,36.25,37.90,41.47,45.19,49.00,49.00
[30/06/2020 17:30],36.25,36.25,37.90,41.47,45.31,46.95,46.95
[30/06/2020 18:00],37.27,37.27,37.90,41.47,43.51,47.00,47.00
[30/06/2020 18:30],37.27,37.27,37.90,41.47,40.94,46.95,46.95
[30/06/2020 19:00],36.36,36.36,36.86,37.86,42.40,49.00,49.00
[30/06/2020 19:30],36.36,36.36,36.86,37.86,40.35,49.00,49.00
[30/06/2020 20:00],33.43,33.43,36.86,37.86,46.54,49.00,49.00
[30/06/2020 20:30],33.43,33.43,36.86,37.86,43.58,46.95,46.95
