Date (WET),Day Ahead Price EPEX,Day Ahead Price Nordpool,4H Intraday Price AVG,2H Intraday Price AVG,HH Intraday Price AVG,System Buy Price,System Sell Price
,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh
[30/06/2020 21:00],35.07,35.07,36.86,41.74,45.66,46.99,46.99
[30/06/2020 21:30],35.07,35.07,36.86,41.74,45.46,46.99,46.99
[30/06/2020 22:00],34.00,34.00,36.86,41.74,44.83,47.20,47.20
[30/06/2020 22:30],34.00,34.00,36.86,41.74,38.39,39.60,39.60
[30/06/2020 23:00],31.25,31.25,27.30,29.08,26.67,15.90,15.90
[30/06/2020 23:30],31.25,31.25,27.30,29.08,38.85,39.60,39.60
[01/07/2020 00:00],27.07,27.07,27.30,29.08,32.72,39.60,39.60
[01/07/2020 00:30],27.07,27.07,27.30,29.08,20.41,38.00,38.00
[01/07/2020 01:00],24.15,24.15,27.30,24.62,25.22,39.60,39.60
[01/07/2020 01:30],24.15,24.15,27.30,24.62,28.74,39.60,39.60
[01/07/2020 02:00],23.46,23.46,27.30,24.62,27.82,8.00,8.00
[01/07/2020 02:30],23.46,23.46,27.30,24.62,28.04,30.00,30.00
[01/07/2020 03:00],22.82,22.82,25.90,23.69,16.26,7.65,7.65
[01/07/2020 03:30],22.82,22.82,25.90,23.69,14.61,8.00,8.00
[01/07/2020 04:00],23.78,23.78,25.90,23.69,26.75,39.40,39.40
[01/07/2020 04:30],23.78,23.78,25.90,23.69,17.20,39.40,39.40
[01/07/2020 05:00],30.05,30.05,25.90,31.03,33.09,35.23,35.23
[01/07/2020 05:30],30.05,30.05,25.90,31.03,27.14,34.29,34.29
[01/07/2020 06:00],33.66,33.66,25.90,31.03,32.61,37.48,37.48
[01/07/2020 06:30],33.66,33.66,25.90,31.03,31.40,7.87,7.87
[01/07/2020 07:00],35.60,35.60,34.46,31.49,22.12,5.00,5.00
[01/07/2020 07:30],35.60,35.60,34.46,31.49,27.68,8.03,8.03
[01/07/2020 08:00],35.49,35.49,34.46,31.49,17.86,8.11,8.11
[01/07/2020 08:30],35.49,35.49,34.46,31.49,28.34,46.50,46.50
[01/07/2020 09:00],35.10,35.10,34.46,33.45,35.09,46.99,46.99
[01/07/2020 09:30],35.10,35.10,34.46,33.45,37.67,46.50,46.50
[01/07/2020 10:00],34.70,34.70,34.46,33.45,32.71,0.00,0.00
[01/07/2020 10:30],34.70,34.70,34.46,33.45,24.40,5.00,5.00
[01/07/2020 11:00],35.85,35.85,31.75,32.53,28.21,43.00,43.00
[01/07/2020 11:30],35.85,35.85,31.75,32.53,38.99,43.00,43.00
[01/07/2020 12:00],35.19,35.19,31.75,32.53,35.55,42.00,42.00
[01/07/2020 12:30],35.19,35.19,31.75,32.53,29.55,1.10,1.10
[01/07/2020 13:00],31.81,31.81,31.75,30.03,26.58,1.10,1.10
[01/07/2020 13:30],31.81,31.81,31.75,30.03,16.12,0.00,0.00
[01/07/2020 14:00],25.42,25.42,31.75,30.03,23.90,1.10,1.10
[01/07/2020 14:30],25.42,25.42,31.75,30.03,26.31,1.10,1.10
[01/07/2020 15:00],25.26,25.26,36.02,17.36,19.31,8.50,8.50
[01/07/2020 15:30],25.26,25.26,36.02,17.36,19.77,9.00,9.00
[01/07/2020 16:00],30.85,30.85,36.02,17.36,22.94,7.00,7.00
[01/07/2020 16:30],30.85,30.85,36.02,17.36,23.55,9.00,9.00
[01/07/2020 17:00],35.03,35.03,36.02,36.62,15.71,1.10,1.10
[01/07/2020 17:30],35.03,35.03,36.02,36.62,20.40,9.00,9.00
[01/07/2020 18:00],40.51,40.51,36.02,36.62,32.46,47.00,47.00
[01/07/2020 18:30],40.51,40.51,36.02,36.62,33.50,49.00,49.00
[01/07/2020 19:00],37.10,37.10,35.20,37.62,46.64,49.00,49.00
[01/07/2020 19:30],37.10,37.10,35.20,37.62,41.83,47.80,47.80
[01/07/2020 20:00],35.83,35.83,35.20,37.62,34.42,47.00,47.00
[01/07/2020 20:30],35.83,35.83,35.20,37.62,22.96,46.00,46.00
[01/07/2020 21:00],35.94,35.94,35.20,32.66,40.86,47.80,47.80
[01/07/2020 21:30],35.94,35.94,35.20,32.66,42.36,46.00,46.00
[01/07/2020 22:00],33.85,33.85,35.20,32.66,36.84,9.60,9.60
[01/07/2020 22:30],33.85,33.85,35.20,32.66,29.57,8.30,8.30
[01/07/2020 23:00],32.03,32.03,28.75,28.50,21.58,41.00,41.00
[01/07/2020 23:30],32.03,32.03,28.75,28.50,35.19,41.00,41.00
[02/07/2020 00:00],27.80,27.80,28.75,28.50,34.12,40.00,40.00
[02/07/2020 00:30],27.80,27.80,28.75,28.50,31.50,40.00,40.00
[02/07/2020 01:00],25.13,25.13,28.75,31.46,38.33,41.00,41.00
[02/07/2020 01:30],25.13,25.13,28.75,31.46,36.62,40.00,40.00
[02/07/2020 02:00],24.08,24.08,28.75,31.46,33.75,38.50,38.50
[02/07/2020 02:30],24.08,24.08,28.75,31.46,26.68,28.14,28.14
[02/07/2020 03:00],24.70,24.70,30.96,34.87,32.63,38.50,38.50
[02/07/2020 03:30],24.70,24.70,30.96,34.87,33.16,40.00,40.00
[02/07/2020 04:00],26.65,26.65,30.96,34.87,37.57,40.00,40.00
[02/07/2020 04:30],26.65,26.65,30.96,34.87,30.40,30.45,30.45
[02/07/2020 05:00],30.07,30.07,30.96,31.87,34.78,37.75,37.75
[02/07/2020 05:30],30.07,30.07,30.96,31.87,30.10,37.75,37.75
[02/07/2020 06:00],32.02,32.02,30.96,31.87,34.23,40.00,40.00
[02/07/2020 06:30],32.02,32.02,30.96,31.87,29.27,40.77,40.77
[02/07/2020 07:00],29.96,29.96,33.83,33.16,23.00,8.60,8.60
[02/07/2020 07:30],29.96,29.96,33.83,33.16,30.66,43.77,43.77
[02/07/2020 08:00],35.00,35.00,33.83,33.16,37.94,41.90,41.90
[02/07/2020 08:30],35.00,35.00,33.83,33.16,39.31,41.98,41.98
[02/07/2020 09:00],36.04,36.04,33.83,37.93,39.81,42.40,42.40
[02/07/2020 09:30],36.04,36.04,33.83,37.93,41.22,42.40,42.40
[02/07/2020 10:00],35.00,35.00,33.83,37.93,40.09,42.31,42.31
[02/07/2020 10:30],35.00,35.00,33.83,37.93,39.64,42.40,42.40
[02/07/2020 11:00],33.06,33.06,31.14,33.01,32.21,42.40,42.40
[02/07/2020 11:30],33.06,33.06,31.14,33.01,34.63,46.00,46.00
[02/07/2020 12:00],32.98,32.98,31.14,33.01,39.05,46.00,46.00
[02/07/2020 12:30],32.98,32.98,31.14,33.01,38.24,42.40,42.40
[02/07/2020 13:00],30.70,30.70,31.14,30.28,34.77,42.40,42.40
[02/07/2020 13:30],30.70,30.70,31.14,30.28,21.03,10.00,10.00
[02/07/2020 14:00],25.50,25.50,31.14,30.28,20.08,10.00,10.00
[02/07/2020 14:30],25.50,25.50,31.14,30.28,20.10,10.00,10.00
[02/07/2020 15:00],28.10,28.10,32.52,28.19,29.56,39.00,39.00
[02/07/2020 15:30],28.10,28.10,32.52,28.19,32.20,42.40,42.40
[02/07/2020 16:00],34.31,34.31,32.52,28.19,28.67,49.99,49.99
[02/07/2020 16:30],34.31,34.31,32.52,28.19,37.63,49.00,49.00
[02/07/2020 17:00],40.61,40.61,32.52,37.63,29.83,10.40,10.40
[02/07/2020 17:30],40.61,40.61,32.52,37.63,25.74,10.35,10.35
[02/07/2020 18:00],44.00,44.00,32.52,37.63,33.89,50.00,50.00
[02/07/2020 18:30],44.00,44.00,32.52,37.63,36.18,10.80,10.80
[02/07/2020 19:00],42.12,42.12,37.29,36.41,37.33,10.80,10.80
[02/07/2020 19:30],42.12,42.12,37.29,36.41,25.72,11.00,11.00
[02/07/2020 20:00],39.80,39.80,37.29,36.41,37.86,11.00,11.00
[02/07/2020 20:30],39.80,39.80,37.29,36.41,28.69,11.00,11.00
[02/07/2020 21:00],37.08,37.08,37.29,30.99,29.78,47.00,47.00
[02/07/2020 21:30],37.08,37.08,37.29,30.99,26.95,15.00,15.00
[02/07/2020 22:00],34.23,34.23,37.29,30.99,21.87,35.00,35.00
[02/07/2020 22:30],34.23,34.23,37.29,30.99,33.85,11.00,11.00
[02/07/2020 23:00],37.39,37.39,29.83,31.80,22.01,11.00,11.00
[02/07/2020 23:30],37.39,37.39,29.83,31.80,36.44,40.00,40.00
[03/07/2020 00:00],32.34,32.34,29.83,31.80,33.01,40.00,40.00
[03/07/2020 00:30],32.34,32.34,29.83,31.80,28.03,40.00,40.00
[03/07/2020 01:00],30.10,30.10,29.83,27.57,30.32,40.00,40.00
[03/07/2020 01:30],30.10,30.10,29.83,27.57,32.71,39.90,39.90
[03/07/2020 02:00],28.90,28.90,29.83,27.57,35.48,11.00,11.00
[03/07/2020 02:30],28.90,28.90,29.83,27.57,23.20,11.00,11.00
[03/07/2020 03:00],27.63,27.63,31.05,28.50,15.85,11.00,11.00
[03/07/2020 03:30],27.63,27.63,31.05,28.50,24.14,39.90,39.90
[03/07/2020 04:00],27.22,27.22,31.05,28.50,29.37,39.83,39.83
[03/07/2020 04:30],27.22,27.22,31.05,28.50,20.82,0.60,0.60
[03/07/2020 05:00],31.56,31.56,31.05,32.95,37.75,36.75,36.75
[03/07/2020 05:30],31.56,31.56,31.05,32.95,24.26,11.00,11.00
[03/07/2020 06:00],35.00,35.00,31.05,32.95,23.90,11.00,11.00
[03/07/2020 06:30],35.00,35.00,31.05,32.95,29.63,11.00,11.00
[03/07/2020 07:00],35.00,35.00,32.54,35.11,35.72,47.00,47.00
[03/07/2020 07:30],35.00,35.00,32.54,35.11,38.55,47.00,47.00
[03/07/2020 08:00],38.19,38.19,32.54,35.11,36.20,41.85,41.85
[03/07/2020 08:30],38.19,38.19,32.54,35.11,38.22,42.85,42.85
[03/07/2020 09:00],34.35,34.35,32.54,29.61,20.69,11.00,11.00
[03/07/2020 09:30],34.35,34.35,32.54,29.61,25.10,11.00,11.00
[03/07/2020 10:00],33.67,33.67,32.54,29.61,27.39,11.00,11.00
[03/07/2020 10:30],33.67,33.67,32.54,29.61,24.98,11.00,11.00
[03/07/2020 11:00],32.34,32.34,27.25,28.18,25.26,18.15,18.15
[03/07/2020 11:30],32.34,32.34,27.25,28.18,27.45,11.00,11.00
[03/07/2020 12:00],33.39,33.39,27.25,28.18,19.88,10.25,10.25
[03/07/2020 12:30],33.39,33.39,27.25,28.18,17.74,8.30,8.30
[03/07/2020 13:00],30.46,30.46,27.25,19.81,22.11,11.00,11.00
[03/07/2020 13:30],30.46,30.46,27.25,19.81,15.02,5.12,5.12
[03/07/2020 14:00],27.97,27.97,27.25,19.81,10.21,0.55,0.55
[03/07/2020 14:30],27.97,27.97,27.25,19.81,15.05,8.18,8.18
[03/07/2020 15:00],26.87,26.87,26.29,21.50,12.04,10.25,10.25
[03/07/2020 15:30],26.87,26.87,26.29,21.50,22.67,22.70,22.70
[03/07/2020 16:00],28.48,28.48,26.29,21.50,26.12,39.08,39.08
[03/07/2020 16:30],28.48,28.48,26.29,21.50,31.65,39.45,39.45
[03/07/2020 17:00],34.46,34.46,26.29,27.57,25.53,39.45,39.45
[03/07/2020 17:30],34.46,34.46,26.29,27.57,29.16,39.45,39.45
[03/07/2020 18:00],35.92,35.92,26.29,27.57,33.98,39.45,39.45
[03/07/2020 18:30],35.92,35.92,26.29,27.57,33.72,39.45,39.45
[03/07/2020 19:00],34.21,34.21,28.88,29.42,35.09,10.25,10.25
[03/07/2020 19:30],34.21,34.21,28.88,29.42,17.33,0.55,0.55
[03/07/2020 20:00],32.62,32.62,28.88,29.42,24.07,39.45,39.45
[03/07/2020 20:30],32.62,32.62,28.88,29.42,25.43,39.45,39.45
[03/07/2020 21:00],31.87,31.87,28.88,26.39,30.20,39.45,39.45
[03/07/2020 21:30],31.87,31.87,28.88,26.39,32.84,39.45,39.45
[03/07/2020 22:00],27.77,27.77,28.88,26.39,32.36,40.50,40.50
[03/07/2020 22:30],27.77,27.77,28.88,26.39,27.15,39.45,39.45
[03/07/2020 23:00],26.10,26.10,0.00,13.48,18.29,21.50,21.50
[03/07/2020 23:30],26.10,26.10,0.00,13.48,5.60,2.89,2.89
[04/07/2020 00:00],22.50,22.50,0.00,13.48,6.01,5.11,5.11
[04/07/2020 00:30],22.50,22.50,0.00,13.48,0.05,0.50,0.50
[04/07/2020 01:00],19.58,19.58,0.00,1.86,1.40,0.50,0.50
[04/07/2020 01:30],19.58,19.58,0.00,1.86,0.38,0.50,0.50
[04/07/2020 02:00],13.71,13.71,0.00,1.86,0.74,0.50,0.50
[04/07/2020 02:30],13.71,13.71,0.00,1.86,-0.17,0.50,0.50
[04/07/2020 03:00],14.93,14.93,2.97,0.55,2.10,0.50,0.50
[04/07/2020 03:30],14.93,14.93,2.97,0.55,3.50,10.92,10.92
[04/07/2020 04:00],14.40,14.40,2.97,0.55,5.33,10.25,10.25
[04/07/2020 04:30],14.40,14.40,2.97,0.55,3.06,0.50,0.50
[04/07/2020 05:00],13.36,13.36,2.97,9.11,1.38,0.50,0.50
[04/07/2020 05:30],13.36,13.36,2.97,9.11,-3.22,0.00,0.00
[04/07/2020 06:00],17.20,17.20,2.97,9.11,-3.11,0.50,0.50
[04/07/2020 06:30],17.20,17.20,2.97,9.11,3.25,8.05,8.05
[04/07/2020 07:00],20.84,20.84,21.09,12.52,-0.07,0.50,0.50
[04/07/2020 07:30],20.84,20.84,21.09,12.52,11.37,10.25,10.25
[04/07/2020 08:00],30.00,30.00,21.09,12.52,9.06,0.50,0.50
[04/07/2020 08:30],30.00,30.00,21.09,12.52,19.08,19.93,19.93
[04/07/2020 09:00],36.00,36.00,21.09,31.02,26.48,18.20,18.20
[04/07/2020 09:30],36.00,36.00,21.09,31.02,28.44,40.50,40.50
[04/07/2020 10:00],37.94,37.94,21.09,31.02,29.25,44.25,44.25
[04/07/2020 10:30],37.94,37.94,21.09,31.02,32.94,44.25,44.25
[04/07/2020 11:00],36.00,36.00,31.85,31.88,36.52,44.25,44.25
[04/07/2020 11:30],36.00,36.00,31.85,31.88,38.85,43.25,43.25
[04/07/2020 12:00],35.60,35.60,31.85,31.88,41.02,43.25,43.25
[04/07/2020 12:30],35.60,35.60,31.85,31.88,40.33,43.25,43.25
[04/07/2020 13:00],32.00,32.00,31.85,34.46,40.75,40.50,40.50
[04/07/2020 13:30],32.00,32.00,31.85,34.46,38.17,40.00,40.00
[04/07/2020 14:00],23.68,23.68,31.85,34.46,34.35,37.00,37.00
[04/07/2020 14:30],23.68,23.68,31.85,34.46,32.73,37.00,37.00
[04/07/2020 15:00],24.00,24.00,36.23,33.61,26.36,37.00,37.00
[04/07/2020 15:30],24.00,24.00,36.23,33.61,31.75,37.00,37.00
[04/07/2020 16:00],30.79,30.79,36.23,33.61,38.79,40.00,40.00
[04/07/2020 16:30],30.79,30.79,36.23,33.61,41.49,40.50,40.50
[04/07/2020 17:00],38.30,38.30,36.23,40.36,44.71,49.00,49.00
[04/07/2020 17:30],38.30,38.30,36.23,40.36,48.00,50.00,50.00
[04/07/2020 18:00],42.00,42.00,36.23,40.36,49.61,50.90,50.90
[04/07/2020 18:30],42.00,42.00,36.23,40.36,49.16,47.94,47.94
[04/07/2020 19:00],38.80,38.80,35.64,41.45,47.50,40.00,40.00
[04/07/2020 19:30],38.80,38.80,35.64,41.45,32.30,18.20,18.20
[04/07/2020 20:00],31.32,31.32,35.64,41.45,23.35,16.98,16.98
[04/07/2020 20:30],31.32,31.32,35.64,41.45,18.68,13.53,13.53
[04/07/2020 21:00],29.42,29.42,35.64,25.26,9.06,6.88,6.88
[04/07/2020 21:30],29.42,29.42,35.64,25.26,6.43,1.88,1.88
[04/07/2020 22:00],26.59,26.59,35.64,25.26,13.22,2.93,2.93
[04/07/2020 22:30],26.59,26.59,35.64,25.26,-1.39,-7.93,-7.93
[04/07/2020 23:00],20.74,20.74,-1.91,1.00,9.88,0.00,0.00
[04/07/2020 23:30],20.74,20.74,-1.91,1.00,-17.94,-55.00,-55.00
[05/07/2020 00:00],13.06,13.06,-1.91,1.00,-21.48,-59.76,-59.76
[05/07/2020 00:30],13.06,13.06,-1.91,1.00,-37.01,-59.76,-59.76
[05/07/2020 01:00],0.07,0.07,-1.91,-20.79,-30.34,4.87,4.87
[05/07/2020 01:30],0.07,0.07,-1.91,-20.79,-21.06,50.00,50.00
[05/07/2020 02:00],-0.04,-0.04,-1.91,-20.79,11.26,60.50,60.50
[05/07/2020 02:30],-0.04,-0.04,-1.91,-20.79,9.49,46.00,46.00
[05/07/2020 03:00],-3.36,-3.36,-15.74,0.50,24.86,46.00,46.00
[05/07/2020 03:30],-3.36,-3.36,-15.74,0.50,9.49,46.00,46.00
[05/07/2020 04:00],-11.90,-11.90,-15.74,0.50,12.93,46.00,46.00
[05/07/2020 04:30],-11.90,-11.90,-15.74,0.50,-11.66,46.00,46.00
[05/07/2020 05:00],-13.13,-13.13,-15.74,-1.98,8.55,2.29,2.29
[05/07/2020 05:30],-13.13,-13.13,-15.74,-1.98,7.15,-0.90,-0.90
[05/07/2020 06:00],-11.85,-11.85,-15.74,-1.98,5.91,3.57,3.57
[05/07/2020 06:30],-11.85,-11.85,-15.74,-1.98,2.88,6.80,6.80
[05/07/2020 07:00],-14.49,-14.49,4.80,2.03,0.39,-1.52,-1.52
[05/07/2020 07:30],-14.49,-14.49,4.80,2.03,2.49,46.00,46.00
[05/07/2020 08:00],-13.47,-13.47,4.80,2.03,-17.91,-3.35,-3.35
[05/07/2020 08:30],-13.47,-13.47,4.80,2.03,17.40,46.00,46.00
[05/07/2020 09:00],-5.10,-5.10,4.80,12.24,34.40,47.00,47.00
[05/07/2020 09:30],-5.10,-5.10,4.80,12.24,38.48,47.25,47.25
[05/07/2020 10:00],-0.01,-0.01,4.80,12.24,19.94,15.22,15.22
[05/07/2020 10:30],-0.01,-0.01,4.80,12.24,12.79,4.37,4.37
[05/07/2020 11:00],0.02,0.02,5.08,8.88,13.10,8.83,8.83
[05/07/2020 11:30],0.02,0.02,5.08,8.88,17.38,46.00,46.00
[05/07/2020 12:00],0.04,0.04,5.08,8.88,20.17,46.00,46.00
[05/07/2020 12:30],0.04,0.04,5.08,8.88,26.71,46.00,46.00
[05/07/2020 13:00],-7.90,-7.90,5.08,7.90,11.85,-3.83,-3.83
[05/07/2020 13:30],-7.90,-7.90,5.08,7.90,-10.44,-3.83,-3.83
[05/07/2020 14:00],-16.89,-16.89,5.08,7.90,-5.59,50.00,50.00
[05/07/2020 14:30],-16.89,-16.89,5.08,7.90,8.90,50.00,50.00
[05/07/2020 15:00],-11.69,-11.69,26.19,8.22,14.69,46.99,46.99
[05/07/2020 15:30],-11.69,-11.69,26.19,8.22,29.14,46.99,46.99
[05/07/2020 16:00],-4.65,-4.65,26.19,8.22,14.27,51.00,51.00
[05/07/2020 16:30],-4.65,-4.65,26.19,8.22,31.70,51.75,51.75
[05/07/2020 17:00],18.28,18.28,26.19,34.47,33.59,51.75,51.75
[05/07/2020 17:30],18.28,18.28,26.19,34.47,39.33,50.00,50.00
[05/07/2020 18:00],23.28,23.28,26.19,34.47,40.74,49.00,49.00
[05/07/2020 18:30],23.28,23.28,26.19,34.47,36.89,12.00,12.00
[05/07/2020 19:00],24.37,24.37,27.16,30.08,26.25,46.00,46.00
[05/07/2020 19:30],24.37,24.37,27.16,30.08,19.42,12.35,12.35
[05/07/2020 20:00],24.12,24.12,27.16,30.08,25.82,49.00,49.00
[05/07/2020 20:30],24.12,24.12,27.16,30.08,21.61,18.70,18.70
[05/07/2020 21:00],27.95,27.95,27.16,23.46,21.39,21.09,21.09
[05/07/2020 21:30],27.95,27.95,27.16,23.46,19.31,19.59,19.59
[05/07/2020 22:00],26.46,26.46,27.16,23.46,10.50,2.75,2.75
[05/07/2020 22:30],26.46,26.46,27.16,23.46,-15.36,-5.00,-5.00
[05/07/2020 23:00],15.00,15.00,0.64,-0.26,18.58,26.33,26.33
[05/07/2020 23:30],15.00,15.00,0.64,-0.26,-0.96,0.50,0.50
[06/07/2020 00:00],0.04,0.04,0.64,-0.26,-0.87,0.50,0.50
[06/07/2020 00:30],0.04,0.04,0.64,-0.26,-28.52,-55.00,-55.00
[06/07/2020 01:00],0.00,0.00,0.64,-26.43,-32.53,-60.00,-60.00
[06/07/2020 01:30],0.00,0.00,0.64,-26.43,-49.33,-60.00,-60.00
[06/07/2020 02:00],-0.71,-0.71,0.64,-26.43,-27.68,0.50,0.50
[06/07/2020 02:30],-0.71,-0.71,0.64,-26.43,-25.48,0.50,0.50
[06/07/2020 03:00],-0.08,-0.08,-10.40,-34.63,-33.42,-58.95,-58.95
[06/07/2020 03:30],-0.08,-0.08,-10.40,-34.63,-30.03,0.50,0.50
[06/07/2020 04:00],-0.90,-0.90,-10.40,-34.63,-26.32,0.50,0.50
[06/07/2020 04:30],-0.90,-0.90,-10.40,-34.63,-24.66,0.50,0.50
[06/07/2020 05:00],10.01,10.01,-10.40,3.19,1.07,0.50,0.50
[06/07/2020 05:30],10.01,10.01,-10.40,3.19,2.96,21.65,21.65
[06/07/2020 06:00],24.83,24.83,-10.40,3.19,-6.47,0.50,0.50
[06/07/2020 06:30],24.83,24.83,-10.40,3.19,9.56,45.56,45.56
[06/07/2020 07:00],25.44,25.44,23.37,23.68,22.35,31.40,31.40
[06/07/2020 07:30],25.44,25.44,23.37,23.68,40.45,45.00,45.00
[06/07/2020 08:00],25.64,25.64,23.37,23.68,21.77,22.25,22.25
[06/07/2020 08:30],25.64,25.64,23.37,23.68,36.10,43.75,43.75
[06/07/2020 09:00],27.09,27.09,23.37,28.57,22.51,24.49,24.49
[06/07/2020 09:30],27.09,27.09,23.37,28.57,21.17,42.75,42.75
[06/07/2020 10:00],29.01,29.01,23.37,28.57,29.83,41.00,41.00
[06/07/2020 10:30],29.01,29.01,23.37,28.57,34.26,41.00,41.00
[06/07/2020 11:00],30.01,30.01,32.16,34.60,40.75,46.00,46.00
[06/07/2020 11:30],30.01,30.01,32.16,34.60,41.37,40.75,40.75
[06/07/2020 12:00],30.00,30.00,32.16,34.60,41.24,44.00,44.00
[06/07/2020 12:30],30.00,30.00,32.16,34.60,40.90,44.00,44.00
[06/07/2020 13:00],27.20,27.20,32.16,36.94,40.08,42.00,42.00
[06/07/2020 13:30],27.20,27.20,32.16,36.94,39.71,44.00,44.00
[06/07/2020 14:00],26.11,26.11,32.16,36.94,40.88,44.00,44.00
[06/07/2020 14:30],26.11,26.11,32.16,36.94,37.55,44.00,44.00
[06/07/2020 15:00],24.73,24.73,37.35,35.67,36.03,39.90,39.90
[06/07/2020 15:30],24.73,24.73,37.35,35.67,40.22,39.80,39.80
[06/07/2020 16:00],30.30,30.30,37.35,35.67,34.60,24.36,24.36
[06/07/2020 16:30],30.30,30.30,37.35,35.67,30.50,24.36,24.36
[06/07/2020 17:00],35.00,35.00,37.35,35.24,21.94,2.00,2.00
[06/07/2020 17:30],35.00,35.00,37.35,35.24,19.65,5.00,5.00
[06/07/2020 18:00],38.19,38.19,37.35,35.24,24.09,5.00,5.00
[06/07/2020 18:30],38.19,38.19,37.35,35.24,23.40,30.01,30.01
[06/07/2020 19:00],37.90,37.90,34.64,32.33,28.63,42.00,42.00
[06/07/2020 19:30],37.90,37.90,34.64,32.33,26.04,30.51,30.51
[06/07/2020 20:00],36.00,36.00,34.64,32.33,31.22,42.00,42.00
[06/07/2020 20:30],36.00,36.00,34.64,32.33,30.28,30.75,30.75
[06/07/2020 21:00],37.00,37.00,34.64,29.51,28.52,46.50,46.50
[06/07/2020 21:30],37.00,37.00,34.64,29.51,24.91,29.65,29.65
[06/07/2020 22:00],34.40,34.40,34.64,29.51,30.16,46.50,46.50
[06/07/2020 22:30],34.40,34.40,34.64,29.51,31.04,0.60,0.60
[06/07/2020 23:00],32.40,32.40,27.00,,32.87,42.00,42.00
[06/07/2020 23:30],32.40,32.40,27.00,,26.48,25.81,25.81
[07/07/2020 00:00],26.49,26.49,27.00,,31.45,2.00,2.00
[07/07/2020 00:30],26.49,26.49,27.00,,24.64,8.28,8.28
[07/07/2020 01:00],25.95,25.95,27.00,23.91,20.61,23.59,23.59
[07/07/2020 01:30],25.95,25.95,27.00,23.91,16.85,23.59,23.59
[07/07/2020 02:00],25.27,25.27,27.00,23.91,22.55,24.54,24.54
[07/07/2020 02:30],25.27,25.27,27.00,23.91,20.97,23.18,23.18
[07/07/2020 03:00],25.13,25.13,28.73,25.67,24.75,22.73,22.73
[07/07/2020 03:30],25.13,25.13,28.73,25.67,24.58,22.73,22.73
[07/07/2020 04:00],25.82,25.82,28.73,25.67,24.15,22.81,22.81
[07/07/2020 04:30],25.82,25.82,28.73,25.67,22.31,22.00,22.00
[07/07/2020 05:00],30.08,30.08,28.73,31.98,34.83,45.00,45.00
[07/07/2020 05:30],30.08,30.08,28.73,31.98,30.56,41.90,41.90
[07/07/2020 06:00],33.25,33.25,28.73,31.98,41.68,46.00,46.00
[07/07/2020 06:30],33.25,33.25,28.73,31.98,21.55,2.00,2.00
[07/07/2020 07:00],32.06,32.06,30.56,29.45,24.42,5.00,5.00
[07/07/2020 07:30],32.06,32.06,30.56,29.45,28.44,38.00,38.00
[07/07/2020 08:00],31.72,31.72,30.56,29.45,20.61,39.50,39.50
[07/07/2020 08:30],31.72,31.72,30.56,29.45,28.60,5.15,5.15
[07/07/2020 09:00],30.21,30.21,30.56,29.35,28.81,5.15,5.15
[07/07/2020 09:30],30.21,30.21,30.56,29.35,24.11,5.50,5.50
[07/07/2020 10:00],31.22,31.22,30.56,29.35,16.75,6.00,6.00
[07/07/2020 10:30],31.22,31.22,30.56,29.35,21.05,6.17,6.17
[07/07/2020 11:00],34.56,34.56,31.01,31.64,29.39,44.00,44.00
[07/07/2020 11:30],34.56,34.56,31.01,31.64,38.56,44.00,44.00
[07/07/2020 12:00],34.51,34.51,31.01,31.64,37.36,42.01,42.01
[07/07/2020 12:30],34.51,34.51,31.01,31.64,38.28,39.75,39.75
[07/07/2020 13:00],32.32,32.32,31.01,34.56,41.54,44.16,44.16
[07/07/2020 13:30],32.32,32.32,31.01,34.56,38.25,8.01,8.01
[07/07/2020 14:00],30.03,30.03,31.01,34.56,32.20,8.50,8.50
[07/07/2020 14:30],30.03,30.03,31.01,34.56,23.88,9.00,9.00
[07/07/2020 15:00],30.03,30.03,34.66,28.37,20.79,9.15,9.15
[07/07/2020 15:30],30.03,30.03,34.66,28.37,25.92,44.00,44.00
[07/07/2020 16:00],32.50,32.50,34.66,28.37,29.88,44.00,44.00
[07/07/2020 16:30],32.50,32.50,34.66,28.37,43.43,44.00,44.00
[07/07/2020 17:00],35.67,35.67,34.66,36.72,31.34,10.50,10.50
[07/07/2020 17:30],35.67,35.67,34.66,36.72,32.95,43.50,43.50
[07/07/2020 18:00],37.80,37.80,34.66,36.72,35.70,20.00,20.00
[07/07/2020 18:30],37.80,37.80,34.66,36.72,35.87,43.50,43.50
[07/07/2020 19:00],37.80,37.80,34.52,35.35,39.39,45.50,45.50
[07/07/2020 19:30],37.80,37.80,34.52,35.35,37.37,45.50,45.50
[07/07/2020 20:00],36.00,36.00,34.52,35.35,41.72,45.50,45.50
[07/07/2020 20:30],36.00,36.00,34.52,35.35,34.52,47.00,47.00
[07/07/2020 21:00],35.46,35.46,34.52,34.34,37.93,43.00,43.00
[07/07/2020 21:30],35.46,35.46,34.52,34.34,31.96,11.60,11.60
[07/07/2020 22:00],32.68,32.68,34.52,34.34,34.63,1.10,1.10
[07/07/2020 22:30],32.68,32.68,34.52,34.34,20.20,11.60,11.60
[07/07/2020 23:00],32.03,32.03,25.50,23.32,20.61,11.60,11.60
[07/07/2020 23:30],32.03,32.03,25.50,23.32,30.33,39.00,39.00
