Date (WET),Capacity,Capacity Inferred (EnAppSys),Sheffield Solar Outturn (Max),Sheffield Solar Outturn,National Grid Forecast (Max),Sheffield Solar Upper Bound,Sheffield Solar Lower Bound,National Grid Forecast,Solar Forecast (EnAppSys),Solar D-1 Forecast (EnAppSys),Solar P10 Forecast (EnAppSys),Solar P90 Forecast (EnAppSys)
,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW
[23/10/2018 06:30],12960.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[23/10/2018 07:00],12960.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[23/10/2018 07:30],12960.0,11620.6,1.9,1.9,2.0,2.0,1.8,2.0,,,,
[23/10/2018 08:00],12960.0,11620.6,135.0,135.0,136.0,137.0,133.0,136.0,,,,
[23/10/2018 08:30],12960.0,11620.6,512.0,512.0,516.0,517.0,507.0,516.0,,,,
[23/10/2018 09:00],12960.0,11620.6,1090.0,1090.0,1100.0,1100.0,1080.0,1100.0,,,,
[23/10/2018 09:30],12960.0,11620.6,1800.0,1800.0,1820.0,1820.0,1780.0,1820.0,,,,
[23/10/2018 10:00],12960.0,11620.6,2540.0,2540.0,2550.0,2560.0,2510.0,2550.0,,,,
[23/10/2018 10:30],12960.0,11620.6,3320.0,3320.0,3340.0,3350.0,3290.0,3340.0,,,,
[23/10/2018 11:00],12960.0,11620.6,4100.0,4100.0,4130.0,4130.0,4060.0,4130.0,,,,
[23/10/2018 11:30],12960.0,11620.6,4750.0,4750.0,4780.0,4780.0,4710.0,4780.0,,,,
[23/10/2018 12:00],12960.0,11620.6,4750.0,4750.0,4780.0,4780.0,4710.0,4780.0,,,,
[23/10/2018 12:30],12960.0,11620.6,5100.0,5100.0,5130.0,5130.0,5060.0,5130.0,,,,
[23/10/2018 13:00],12960.0,11620.6,4990.0,4990.0,5030.0,5030.0,4960.0,5030.0,,,,
[23/10/2018 13:30],12960.0,11620.6,4620.0,4620.0,4650.0,4650.0,4580.0,4650.0,,,,
[23/10/2018 14:00],12960.0,11620.6,3940.0,3940.0,3970.0,3980.0,3900.0,3970.0,,,,
[23/10/2018 14:30],12960.0,11620.6,3490.0,3490.0,3510.0,3530.0,3450.0,3510.0,,,,
[23/10/2018 15:00],12960.0,11620.6,3170.0,3170.0,3190.0,3210.0,3130.0,3190.0,,,,
[23/10/2018 15:30],12960.0,11620.6,2350.0,2350.0,2370.0,2380.0,2320.0,2370.0,,,,
[23/10/2018 16:00],12960.0,11620.6,1460.0,1460.0,1470.0,1490.0,1440.0,1470.0,,,,
[23/10/2018 16:30],12960.0,11620.6,690.0,690.0,696.0,702.0,677.0,696.0,,,,
[23/10/2018 17:00],12960.0,11620.6,176.0,176.0,178.0,180.0,172.0,178.0,,,,
[23/10/2018 17:30],12960.0,11620.6,18.2,18.2,18.0,19.1,17.2,18.0,,,,
[23/10/2018 18:00],12960.0,11620.6,0.5,0.5,1.0,0.8,0.3,1.0,,,,
[23/10/2018 18:30],12960.0,11620.6,0.1,0.1,0.0,0.1,0.0,0.0,,,,
[23/10/2018 19:00],12960.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[23/10/2018 19:30],12960.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[23/10/2018 20:00],12960.0,11620.6,0.1,0.1,0.0,0.1,0.0,0.0,,,,
[23/10/2018 20:30],12960.0,11620.6,0.0,0.0,0.0,0.1,0.0,0.0,,,,
[23/10/2018 21:00],12960.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[23/10/2018 21:30],12960.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[23/10/2018 22:00],12960.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[23/10/2018 22:30],12960.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[23/10/2018 23:00],12960.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[23/10/2018 23:30],12960.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[24/10/2018 00:00],12960.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[24/10/2018 00:30],12960.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[24/10/2018 01:00],12960.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[24/10/2018 01:30],12960.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[24/10/2018 02:00],12960.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[24/10/2018 02:30],12960.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[24/10/2018 03:00],12960.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[24/10/2018 03:30],12960.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[24/10/2018 04:00],12960.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[24/10/2018 04:30],12960.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[24/10/2018 05:00],12960.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[24/10/2018 05:30],12960.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[24/10/2018 06:00],12960.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[24/10/2018 06:30],12960.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[24/10/2018 07:00],12960.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[24/10/2018 07:30],12960.0,11620.6,6.7,6.7,7.0,7.1,6.3,7.0,,,,
[24/10/2018 08:00],12960.0,11620.6,187.0,187.0,188.0,192.0,181.0,188.0,,,,
[24/10/2018 08:30],12960.0,11620.6,656.0,656.0,663.0,671.0,641.0,663.0,,,,
[24/10/2018 09:00],12960.0,11620.6,1310.0,1310.0,1320.0,1340.0,1280.0,1320.0,,,,
[24/10/2018 09:30],12960.0,11620.6,2070.0,2070.0,2090.0,2110.0,2040.0,2090.0,,,,
[24/10/2018 10:00],12960.0,11620.6,2880.0,2880.0,2910.0,2930.0,2840.0,2910.0,,,,
[24/10/2018 10:30],12960.0,11620.6,3660.0,3660.0,3700.0,3710.0,3620.0,3700.0,,,,
[24/10/2018 11:00],12960.0,11620.6,4400.0,4400.0,4440.0,4450.0,4350.0,4440.0,,,,
[24/10/2018 11:30],12960.0,11620.6,4960.0,4960.0,5000.0,5010.0,4910.0,5000.0,,,,
[24/10/2018 12:00],12960.0,11620.6,5180.0,5180.0,5230.0,5240.0,5130.0,5230.0,,,,
[24/10/2018 12:30],12960.0,11620.6,5340.0,5340.0,5390.0,5390.0,5290.0,5390.0,,,,
[24/10/2018 13:00],12960.0,11620.6,5110.0,5110.0,5160.0,5160.0,5060.0,5160.0,,,,
[24/10/2018 13:30],12960.0,11620.6,4620.0,4620.0,4660.0,4670.0,4570.0,4660.0,,,,
[24/10/2018 14:00],12960.0,11620.6,4050.0,4050.0,4090.0,4100.0,4010.0,4090.0,,,,
[24/10/2018 14:30],12960.0,11620.6,3390.0,3390.0,3420.0,3430.0,3350.0,3420.0,,,,
[24/10/2018 15:00],12960.0,11620.6,3010.0,3010.0,3040.0,3050.0,2970.0,3040.0,,,,
[24/10/2018 15:30],12960.0,11620.6,2510.0,2510.0,2530.0,2540.0,2470.0,2530.0,,,,
[24/10/2018 16:00],12960.0,11620.6,1920.0,1920.0,1930.0,1950.0,1890.0,1930.0,,,,
[24/10/2018 16:30],12960.0,11620.6,1170.0,1170.0,1180.0,1200.0,1150.0,1180.0,,,,
[24/10/2018 17:00],12960.0,11620.6,444.0,444.0,448.0,454.0,435.0,448.0,,,,
[24/10/2018 17:30],12960.0,11620.6,32.2,32.2,33.0,33.4,31.0,33.0,,,,
[24/10/2018 18:00],12960.0,11620.6,0.2,0.2,0.0,0.3,0.1,0.0,,,,
[24/10/2018 18:30],12960.0,11620.6,0.1,0.1,0.0,0.2,0.0,0.0,,,,
[24/10/2018 19:00],12960.0,11620.6,0.1,0.1,0.0,0.1,0.0,0.0,,,,
[24/10/2018 19:30],12960.0,11620.6,0.1,0.1,0.0,0.1,0.0,0.0,,,,
[24/10/2018 20:00],12960.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[24/10/2018 20:30],12960.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[24/10/2018 21:00],12960.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[24/10/2018 21:30],12960.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[24/10/2018 22:00],12960.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[24/10/2018 22:30],12960.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[24/10/2018 23:00],12960.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[24/10/2018 23:30],12960.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[25/10/2018 00:00],12960.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[25/10/2018 00:30],12960.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[25/10/2018 01:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[25/10/2018 01:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[25/10/2018 02:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[25/10/2018 02:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[25/10/2018 03:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[25/10/2018 03:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[25/10/2018 04:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[25/10/2018 04:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[25/10/2018 05:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[25/10/2018 05:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[25/10/2018 06:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[25/10/2018 06:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[25/10/2018 07:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[25/10/2018 07:30],12970.0,11620.6,10.8,10.8,11.0,11.3,10.2,11.0,,,,
[25/10/2018 08:00],12970.0,11620.6,231.0,231.0,231.0,239.0,223.0,231.0,,,,
[25/10/2018 08:30],12970.0,11620.6,806.0,806.0,810.0,828.0,785.0,810.0,,,,
[25/10/2018 09:00],12970.0,11620.6,1600.0,1600.0,1610.0,1630.0,1560.0,1610.0,,,,
[25/10/2018 09:30],12970.0,11620.6,2330.0,2330.0,2340.0,2370.0,2290.0,2340.0,,,,
[25/10/2018 10:00],12970.0,11620.6,3000.0,3000.0,3020.0,3050.0,2950.0,3020.0,,,,
[25/10/2018 10:30],12970.0,11620.6,3530.0,3530.0,3550.0,3580.0,3480.0,3550.0,,,,
[25/10/2018 11:00],12970.0,11620.6,3870.0,3870.0,3890.0,3920.0,3820.0,3890.0,,,,
[25/10/2018 11:30],12970.0,11620.6,4020.0,4020.0,4040.0,4080.0,3970.0,4040.0,,,,
[25/10/2018 12:00],12970.0,11620.6,4220.0,4220.0,4240.0,4270.0,4170.0,4240.0,,,,
[25/10/2018 12:30],12970.0,11620.6,4220.0,4220.0,4240.0,4270.0,4170.0,4240.0,,,,
[25/10/2018 13:00],12970.0,11620.6,3900.0,3900.0,3920.0,3950.0,3850.0,3920.0,,,,
[25/10/2018 13:30],12970.0,11620.6,3460.0,3460.0,3480.0,3510.0,3420.0,3480.0,,,,
[25/10/2018 14:00],12970.0,11620.6,2870.0,2870.0,2880.0,2910.0,2820.0,2880.0,,,,
[25/10/2018 14:30],12970.0,11620.6,2430.0,2430.0,2440.0,2470.0,2390.0,2440.0,,,,
[25/10/2018 15:00],12970.0,11620.6,1990.0,1990.0,2000.0,2030.0,1960.0,2000.0,,,,
[25/10/2018 15:30],12970.0,11620.6,1490.0,1490.0,1500.0,1520.0,1460.0,1500.0,,,,
[25/10/2018 16:00],12970.0,11620.6,713.0,713.0,717.0,726.0,700.0,717.0,,,,
[25/10/2018 16:30],12970.0,11620.6,285.0,285.0,287.0,291.0,280.0,287.0,,,,
[25/10/2018 17:00],12970.0,11620.6,59.8,59.8,60.0,61.7,57.9,60.0,,,,
[25/10/2018 17:30],12970.0,11620.6,1.8,1.8,2.0,2.0,1.6,2.0,,,,
[25/10/2018 18:00],12970.0,11620.6,0.0,0.0,0.0,0.1,0.0,0.0,,,,
[25/10/2018 18:30],12970.0,11620.6,0.1,0.1,0.0,0.3,0.0,0.0,,,,
[25/10/2018 19:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[25/10/2018 19:30],12970.0,11620.6,0.1,0.1,0.0,0.1,0.0,0.0,,,,
[25/10/2018 20:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[25/10/2018 20:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[25/10/2018 21:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[25/10/2018 21:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[25/10/2018 22:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[25/10/2018 22:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[25/10/2018 23:00],12970.0,11620.6,0.0,0.0,0.0,0.1,0.0,0.0,,,,
[25/10/2018 23:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[26/10/2018 00:00],12970.0,11620.6,0.0,0.0,0.0,0.1,0.0,0.0,,,,
[26/10/2018 00:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[26/10/2018 01:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[26/10/2018 01:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[26/10/2018 02:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[26/10/2018 02:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[26/10/2018 03:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[26/10/2018 03:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[26/10/2018 04:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[26/10/2018 04:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[26/10/2018 05:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[26/10/2018 05:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[26/10/2018 06:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[26/10/2018 06:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[26/10/2018 07:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[26/10/2018 07:30],12970.0,11620.6,0.2,0.2,0.0,0.2,0.1,0.0,,,,
[26/10/2018 08:00],12970.0,11620.6,61.7,61.7,62.0,63.5,59.9,62.0,,,,
[26/10/2018 08:30],12970.0,11620.6,401.0,401.0,404.0,409.0,392.0,404.0,,,,
[26/10/2018 09:00],12970.0,11620.6,1050.0,1050.0,1060.0,1070.0,1030.0,1060.0,,,,
[26/10/2018 09:30],12970.0,11620.6,1930.0,1930.0,1940.0,1960.0,1890.0,1940.0,,,,
[26/10/2018 10:00],12970.0,11620.6,2950.0,2950.0,2960.0,2990.0,2900.0,2960.0,,,,
[26/10/2018 10:30],12970.0,11620.6,3520.0,3520.0,3550.0,3570.0,3470.0,3550.0,,,,
[26/10/2018 11:00],12970.0,11620.6,3830.0,3830.0,3860.0,3880.0,3780.0,3860.0,,,,
[26/10/2018 11:30],12970.0,11620.6,4190.0,4190.0,4210.0,4230.0,4140.0,4210.0,,,,
[26/10/2018 12:00],12970.0,11620.6,4190.0,4190.0,4210.0,4230.0,4150.0,4210.0,,,,
[26/10/2018 12:30],12970.0,11620.6,4270.0,4270.0,4300.0,4310.0,4230.0,4300.0,,,,
[26/10/2018 13:00],12970.0,11620.6,4660.0,4660.0,4690.0,4700.0,4620.0,4690.0,,,,
[26/10/2018 13:30],12970.0,11620.6,3990.0,3990.0,4010.0,4030.0,3950.0,4010.0,,,,
[26/10/2018 14:00],12970.0,11620.6,4320.0,4320.0,4350.0,4370.0,4280.0,4350.0,,,,
[26/10/2018 14:30],12970.0,11620.6,3840.0,3840.0,3860.0,3880.0,3790.0,3860.0,,,,
[26/10/2018 15:00],12970.0,11620.6,2860.0,2860.0,2870.0,2900.0,2820.0,2870.0,,,,
[26/10/2018 15:30],12970.0,11620.6,2600.0,2600.0,2610.0,2640.0,2550.0,2610.0,,,,
[26/10/2018 16:00],12970.0,11620.6,2080.0,2080.0,2090.0,2110.0,2050.0,2090.0,,,,
[26/10/2018 16:30],12970.0,11620.6,1100.0,1100.0,1110.0,1130.0,1080.0,1110.0,,,,
[26/10/2018 17:00],12970.0,11620.6,322.0,322.0,323.0,330.0,313.0,323.0,,,,
[26/10/2018 17:30],12970.0,11620.6,12.1,12.1,12.0,12.8,11.5,12.0,,,,
[26/10/2018 18:00],12970.0,11620.6,0.4,0.4,0.0,0.7,0.2,0.0,,,,
[26/10/2018 18:30],12970.0,11620.6,0.1,0.1,0.0,0.2,0.0,0.0,,,,
[26/10/2018 19:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[26/10/2018 19:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[26/10/2018 20:00],12970.0,11620.6,0.1,0.1,0.0,0.1,0.0,0.0,,,,
[26/10/2018 20:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[26/10/2018 21:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[26/10/2018 21:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[26/10/2018 22:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[26/10/2018 22:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[26/10/2018 23:00],12970.0,11620.6,0.0,0.0,0.0,0.1,0.0,0.0,,,,
[26/10/2018 23:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[27/10/2018 00:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[27/10/2018 00:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[27/10/2018 01:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[27/10/2018 01:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[27/10/2018 02:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[27/10/2018 02:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[27/10/2018 03:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[27/10/2018 03:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[27/10/2018 04:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[27/10/2018 04:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[27/10/2018 05:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[27/10/2018 05:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[27/10/2018 06:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[27/10/2018 06:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[27/10/2018 07:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[27/10/2018 07:30],12970.0,11620.6,6.7,6.7,7.0,7.1,6.2,7.0,,,,
[27/10/2018 08:00],12970.0,11620.6,221.0,221.0,222.0,229.0,213.0,222.0,,,,
[27/10/2018 08:30],12970.0,11620.6,870.0,870.0,874.0,895.0,844.0,874.0,,,,
[27/10/2018 09:00],12970.0,11620.6,1860.0,1860.0,1880.0,1910.0,1820.0,1880.0,,,,
[27/10/2018 09:30],12970.0,11620.6,2640.0,2640.0,2650.0,2690.0,2580.0,2650.0,,,,
[27/10/2018 10:00],12970.0,11620.6,3270.0,3270.0,3290.0,3330.0,3210.0,3290.0,,,,
[27/10/2018 10:30],12970.0,11620.6,3560.0,3560.0,3580.0,3620.0,3500.0,3580.0,,,,
[27/10/2018 11:00],12970.0,11620.6,3970.0,3970.0,3990.0,4030.0,3910.0,3990.0,,,,
[27/10/2018 11:30],12970.0,11620.6,4110.0,4110.0,4140.0,4170.0,4050.0,4140.0,,,,
[27/10/2018 12:00],12970.0,11620.6,4040.0,4040.0,4060.0,4100.0,3970.0,4060.0,,,,
[27/10/2018 12:30],12970.0,11620.6,3790.0,3790.0,3810.0,3850.0,3730.0,3810.0,,,,
[27/10/2018 13:00],12970.0,11620.6,3550.0,3550.0,3580.0,3610.0,3500.0,3580.0,,,,
[27/10/2018 13:30],12970.0,11620.6,2840.0,2840.0,2870.0,2890.0,2800.0,2870.0,,,,
[27/10/2018 14:00],12970.0,11620.6,2540.0,2540.0,2560.0,2590.0,2490.0,2560.0,,,,
[27/10/2018 14:30],12970.0,11620.6,2370.0,2370.0,2390.0,2420.0,2320.0,2390.0,,,,
[27/10/2018 15:00],12970.0,11620.6,2090.0,2090.0,2110.0,2140.0,2040.0,2110.0,,,,
[27/10/2018 15:30],12970.0,11620.6,1670.0,1670.0,1680.0,1710.0,1630.0,1680.0,,,,
[27/10/2018 16:00],12970.0,11620.6,1130.0,1130.0,1140.0,1160.0,1100.0,1140.0,,,,
[27/10/2018 16:30],12970.0,11620.6,604.0,604.0,607.0,624.0,584.0,607.0,,,,
[27/10/2018 17:00],12970.0,11620.6,156.0,156.0,157.0,163.0,150.0,157.0,,,,
[27/10/2018 17:30],12970.0,11620.6,8.0,8.0,8.0,8.7,7.3,8.0,,,,
[27/10/2018 18:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[27/10/2018 18:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[27/10/2018 19:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[27/10/2018 19:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[27/10/2018 20:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[27/10/2018 20:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[27/10/2018 21:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[27/10/2018 21:30],12970.0,11620.6,0.0,0.0,0.0,0.1,0.0,0.0,,,,
[27/10/2018 22:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[27/10/2018 22:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[27/10/2018 23:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[27/10/2018 23:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[28/10/2018 00:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[28/10/2018 00:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[28/10/2018 01:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[28/10/2018 01:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[28/10/2018 01:00],12970.0,,0.0,0.0,,0.0,0.0,,,,,
[28/10/2018 01:30],12970.0,,0.0,0.0,,0.0,0.0,,,,,
[28/10/2018 02:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[28/10/2018 02:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[28/10/2018 03:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[28/10/2018 03:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[28/10/2018 04:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[28/10/2018 04:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[28/10/2018 05:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[28/10/2018 05:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[28/10/2018 06:00],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[28/10/2018 06:30],12970.0,11620.6,0.1,0.1,0.0,0.1,0.1,0.0,,,,
[28/10/2018 07:00],12970.0,11620.6,83.6,83.6,84.0,85.7,81.5,84.0,,,,
[28/10/2018 07:30],12970.0,11620.6,511.0,511.0,514.0,523.0,499.0,514.0,,,,
[28/10/2018 08:00],12970.0,11620.6,1030.0,1030.0,1030.0,1050.0,1000.0,1030.0,,,,
[28/10/2018 08:30],12970.0,11620.6,1870.0,1870.0,1880.0,1910.0,1840.0,1880.0,,,,
[28/10/2018 09:00],12970.0,11620.6,2880.0,2880.0,2900.0,2920.0,2830.0,2900.0,,,,
[28/10/2018 09:30],12970.0,11620.6,3790.0,3790.0,3820.0,3840.0,3750.0,3820.0,,,,
[28/10/2018 10:00],12970.0,11620.6,4580.0,4580.0,4610.0,4630.0,4530.0,4610.0,,,,
[28/10/2018 10:30],12970.0,11620.6,5050.0,5050.0,5080.0,5100.0,4990.0,5080.0,,,,
[28/10/2018 11:00],12970.0,11620.6,5440.0,5440.0,5470.0,5490.0,5390.0,5470.0,,,,
[28/10/2018 11:30],12970.0,11620.6,5460.0,5460.0,5500.0,5510.0,5410.0,5500.0,,,,
[28/10/2018 12:00],12970.0,11620.6,5080.0,5080.0,5110.0,5130.0,5030.0,5110.0,,,,
[28/10/2018 12:30],12970.0,11620.6,4320.0,4320.0,4350.0,4370.0,4270.0,4350.0,,,,
[28/10/2018 13:00],12970.0,11620.6,4580.0,4580.0,4610.0,4630.0,4540.0,4610.0,,,,
[28/10/2018 13:30],12970.0,11620.6,3370.0,3370.0,3390.0,3410.0,3330.0,3390.0,,,,
[28/10/2018 14:00],12970.0,11620.6,3260.0,3260.0,3280.0,3300.0,3220.0,3280.0,,,,
[28/10/2018 14:30],12970.0,11620.6,2840.0,2840.0,2860.0,2880.0,2800.0,2860.0,,,,
[28/10/2018 15:00],12970.0,11620.6,2060.0,2060.0,2070.0,2090.0,2020.0,2070.0,,,,
[28/10/2018 15:30],12970.0,11620.6,1190.0,1190.0,1200.0,1220.0,1170.0,1200.0,,,,
[28/10/2018 16:00],12970.0,11620.6,328.0,328.0,331.0,336.0,320.0,331.0,,,,
[28/10/2018 16:30],12970.0,11620.6,17.8,17.8,18.0,18.7,16.9,18.0,,,,
[28/10/2018 17:00],12970.0,11620.6,0.0,0.0,0.0,0.1,0.0,0.0,,,,
[28/10/2018 17:30],12970.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
