Date (WET),Capacity,Capacity Inferred (EnAppSys),Sheffield Solar Outturn (Max),Sheffield Solar Outturn,National Grid Forecast (Max),Sheffield Solar Upper Bound,Sheffield Solar Lower Bound,National Grid Forecast,Solar Forecast (EnAppSys),Solar D-1 Forecast (EnAppSys),Solar P10 Forecast (EnAppSys),Solar P90 Forecast (EnAppSys)
,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW
[23/05/2019 19:30],13080.0,11620.6,698.0,698.0,698.0,713.0,684.0,698.0,,,,
[23/05/2019 20:00],13080.0,11620.6,277.0,277.0,277.0,282.0,271.0,277.0,,,,
[23/05/2019 20:30],13080.0,11620.6,52.9,52.9,53.0,54.7,51.2,53.0,,,,
[23/05/2019 21:00],13080.0,11620.6,1.2,1.2,1.0,1.5,1.0,1.0,,,,
[23/05/2019 21:30],13080.0,11620.6,0.2,0.2,0.0,0.3,0.1,0.0,,,,
[23/05/2019 22:00],13080.0,11620.6,0.0,0.0,0.0,0.1,0.0,0.0,,,,
[23/05/2019 22:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[23/05/2019 23:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[23/05/2019 23:30],13080.0,11620.6,0.0,0.0,0.0,0.1,0.0,0.0,,,,
[24/05/2019 00:00],13080.0,11620.6,0.1,0.1,0.0,0.1,0.0,0.0,,,,
[24/05/2019 00:30],13080.0,11620.6,0.0,0.0,0.0,0.1,0.0,0.0,,,,
[24/05/2019 01:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[24/05/2019 01:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[24/05/2019 02:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[24/05/2019 02:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[24/05/2019 03:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[24/05/2019 03:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[24/05/2019 04:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[24/05/2019 04:30],13080.0,11620.6,0.1,0.1,0.0,0.1,0.1,0.0,,,,
[24/05/2019 05:00],13080.0,11620.6,32.6,32.6,33.0,33.9,31.4,33.0,,,,
[24/05/2019 05:30],13080.0,11620.6,273.0,273.0,273.0,280.0,266.0,273.0,,,,
[24/05/2019 06:00],13080.0,11620.6,716.0,716.0,716.0,732.0,700.0,716.0,,,,
[24/05/2019 06:30],13080.0,11620.6,1250.0,1250.0,1250.0,1270.0,1220.0,1250.0,,,,
[24/05/2019 07:00],13080.0,11620.6,1910.0,1910.0,1910.0,1940.0,1880.0,1910.0,,,,
[24/05/2019 07:30],13080.0,11620.6,2700.0,2700.0,2700.0,2750.0,2660.0,2700.0,,,,
[24/05/2019 08:00],13080.0,11620.6,3480.0,3480.0,3480.0,3530.0,3430.0,3480.0,,,,
[24/05/2019 08:30],13080.0,11620.6,4290.0,4290.0,4290.0,4340.0,4240.0,4290.0,,,,
[24/05/2019 09:00],13080.0,11620.6,5150.0,5150.0,5150.0,5200.0,5100.0,5150.0,,,,
[24/05/2019 09:30],13080.0,11620.6,5940.0,5940.0,5940.0,5990.0,5880.0,5940.0,,,,
[24/05/2019 10:00],13080.0,11620.6,6530.0,6530.0,6530.0,6580.0,6490.0,6530.0,,,,
[24/05/2019 10:30],13080.0,11620.6,7110.0,7110.0,7110.0,7160.0,7070.0,7110.0,,,,
[24/05/2019 11:00],13080.0,11620.6,7400.0,7400.0,7400.0,7440.0,7360.0,7400.0,,,,
[24/05/2019 11:30],13080.0,11620.6,7500.0,7500.0,7500.0,7540.0,7460.0,7500.0,,,,
[24/05/2019 12:00],13080.0,11620.6,7650.0,7650.0,7650.0,7690.0,7610.0,7650.0,,,,
[24/05/2019 12:30],13080.0,11620.6,7090.0,7090.0,7090.0,7140.0,7050.0,7090.0,,,,
[24/05/2019 13:00],13080.0,11620.6,6440.0,6440.0,6440.0,6480.0,6400.0,6440.0,,,,
[24/05/2019 13:30],13080.0,11620.6,6200.0,6200.0,6200.0,6250.0,6150.0,6200.0,,,,
[24/05/2019 14:00],13080.0,11620.6,5490.0,5490.0,5490.0,5540.0,5440.0,5490.0,,,,
[24/05/2019 14:30],13080.0,11620.6,5430.0,5430.0,5430.0,5480.0,5380.0,5430.0,,,,
[24/05/2019 15:00],13080.0,11620.6,5150.0,5150.0,5150.0,5200.0,5100.0,5150.0,,,,
[24/05/2019 15:30],13080.0,11620.6,4700.0,4700.0,4700.0,4740.0,4650.0,4700.0,,,,
[24/05/2019 16:00],13080.0,11620.6,3950.0,3950.0,3950.0,3990.0,3910.0,3950.0,,,,
[24/05/2019 16:30],13080.0,11620.6,3400.0,3400.0,3400.0,3450.0,3360.0,3400.0,,,,
[24/05/2019 17:00],13080.0,11620.6,2870.0,2870.0,2870.0,2910.0,2840.0,2870.0,,,,
[24/05/2019 17:30],13080.0,11620.6,2360.0,2360.0,2360.0,2390.0,2330.0,2360.0,,,,
[24/05/2019 18:00],13080.0,11620.6,1860.0,1860.0,1860.0,1880.0,1830.0,1860.0,,,,
[24/05/2019 18:30],13080.0,11620.6,1390.0,1390.0,1390.0,1410.0,1360.0,1390.0,,,,
[24/05/2019 19:00],13080.0,11620.6,868.0,868.0,868.0,880.0,855.0,868.0,,,,
[24/05/2019 19:30],13080.0,11620.6,493.0,493.0,493.0,501.0,485.0,493.0,,,,
[24/05/2019 20:00],13080.0,11620.6,212.0,212.0,212.0,216.0,207.0,212.0,,,,
[24/05/2019 20:30],13080.0,11620.6,40.4,40.4,40.0,41.7,39.2,40.0,,,,
[24/05/2019 21:00],13080.0,11620.6,0.8,0.8,1.0,0.9,0.6,1.0,,,,
[24/05/2019 21:30],13080.0,11620.6,0.3,0.3,0.0,0.4,0.1,0.0,,,,
[24/05/2019 22:00],13080.0,11620.6,0.0,0.0,0.0,0.1,0.0,0.0,,,,
[24/05/2019 22:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[24/05/2019 23:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[24/05/2019 23:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[25/05/2019 00:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[25/05/2019 00:30],13080.0,11620.6,0.0,0.0,0.0,0.1,0.0,0.0,,,,
[25/05/2019 01:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[25/05/2019 01:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[25/05/2019 02:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[25/05/2019 02:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[25/05/2019 03:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[25/05/2019 03:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[25/05/2019 04:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[25/05/2019 04:30],13080.0,11620.6,0.5,0.5,1.0,0.6,0.5,1.0,,,,
[25/05/2019 05:00],13080.0,11620.6,26.8,26.8,27.0,27.9,25.6,27.0,,,,
[25/05/2019 05:30],13080.0,11620.6,235.0,235.0,235.0,240.0,230.0,235.0,,,,
[25/05/2019 06:00],13080.0,11620.6,592.0,592.0,592.0,601.0,583.0,592.0,,,,
[25/05/2019 06:30],13080.0,11620.6,1120.0,1120.0,1120.0,1140.0,1100.0,1120.0,,,,
[25/05/2019 07:00],13080.0,11620.6,1690.0,1690.0,1690.0,1710.0,1660.0,1690.0,,,,
[25/05/2019 07:30],13080.0,11620.6,2240.0,2240.0,2240.0,2270.0,2210.0,2240.0,,,,
[25/05/2019 08:00],13080.0,11620.6,3060.0,3060.0,3060.0,3090.0,3020.0,3060.0,,,,
[25/05/2019 08:30],13080.0,11620.6,3960.0,3960.0,3960.0,4000.0,3920.0,3960.0,,,,
[25/05/2019 09:00],13080.0,11620.6,4790.0,4790.0,4790.0,4840.0,4750.0,4790.0,,,,
[25/05/2019 09:30],13080.0,11620.6,5430.0,5430.0,5430.0,5470.0,5380.0,5430.0,,,,
[25/05/2019 10:00],13080.0,11620.6,6320.0,6320.0,6320.0,6360.0,6280.0,6320.0,,,,
[25/05/2019 10:30],13080.0,11620.6,6660.0,6660.0,6660.0,6700.0,6620.0,6660.0,,,,
[25/05/2019 11:00],13080.0,11620.6,6760.0,6760.0,6760.0,6800.0,6720.0,6760.0,,,,
[25/05/2019 11:30],13080.0,11620.6,7130.0,7130.0,7130.0,7170.0,7100.0,7130.0,,,,
[25/05/2019 12:00],13080.0,11620.6,7210.0,7210.0,7210.0,7250.0,7170.0,7210.0,,,,
[25/05/2019 12:30],13080.0,11620.6,7110.0,7110.0,7110.0,7150.0,7070.0,7110.0,,,,
[25/05/2019 13:00],13080.0,11620.6,7040.0,7040.0,7040.0,7080.0,7000.0,7040.0,,,,
[25/05/2019 13:30],13080.0,11620.6,6820.0,6820.0,6820.0,6870.0,6780.0,6820.0,,,,
[25/05/2019 14:00],13080.0,11620.6,6320.0,6320.0,6320.0,6360.0,6270.0,6320.0,,,,
[25/05/2019 14:30],13080.0,11620.6,5940.0,5940.0,5940.0,5980.0,5900.0,5940.0,,,,
[25/05/2019 15:00],13080.0,11620.6,5230.0,5230.0,5230.0,5270.0,5190.0,5230.0,,,,
[25/05/2019 15:30],13080.0,11620.6,4560.0,4560.0,4560.0,4600.0,4520.0,4560.0,,,,
[25/05/2019 16:00],13080.0,11620.6,3820.0,3820.0,3820.0,3860.0,3780.0,3820.0,,,,
[25/05/2019 16:30],13080.0,11620.6,3190.0,3190.0,3190.0,3230.0,3160.0,3190.0,,,,
[25/05/2019 17:00],13080.0,11620.6,2540.0,2540.0,2540.0,2570.0,2510.0,2540.0,,,,
[25/05/2019 17:30],13080.0,11620.6,1920.0,1920.0,1920.0,1950.0,1900.0,1920.0,,,,
[25/05/2019 18:00],13080.0,11620.6,1560.0,1560.0,1560.0,1570.0,1540.0,1560.0,,,,
[25/05/2019 18:30],13080.0,11620.6,1140.0,1140.0,1140.0,1150.0,1130.0,1140.0,,,,
[25/05/2019 19:00],13080.0,11620.6,688.0,688.0,688.0,696.0,680.0,688.0,,,,
[25/05/2019 19:30],13080.0,11620.6,324.0,324.0,324.0,329.0,320.0,324.0,,,,
[25/05/2019 20:00],13080.0,11620.6,116.0,116.0,116.0,118.0,114.0,116.0,,,,
[25/05/2019 20:30],13080.0,11620.6,17.9,17.9,18.0,18.5,17.2,18.0,,,,
[25/05/2019 21:00],13080.0,11620.6,0.3,0.3,0.0,0.4,0.2,0.0,,,,
[25/05/2019 21:30],13080.0,11620.6,0.1,0.1,0.0,0.1,0.0,0.0,,,,
[25/05/2019 22:00],13080.0,11620.6,0.0,0.0,0.0,0.1,0.0,0.0,,,,
[25/05/2019 22:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[25/05/2019 23:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[25/05/2019 23:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[26/05/2019 00:00],13080.0,11620.6,0.0,0.0,0.0,0.1,0.0,0.0,,,,
[26/05/2019 00:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[26/05/2019 01:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[26/05/2019 01:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[26/05/2019 02:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[26/05/2019 02:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[26/05/2019 03:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[26/05/2019 03:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[26/05/2019 04:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[26/05/2019 04:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[26/05/2019 05:00],13080.0,11620.6,11.6,11.6,12.0,12.1,11.2,12.0,,,,
[26/05/2019 05:30],13080.0,11620.6,88.1,88.1,88.0,90.0,86.3,88.0,,,,
[26/05/2019 06:00],13080.0,11620.6,252.0,252.0,252.0,256.0,249.0,252.0,,,,
[26/05/2019 06:30],13080.0,11620.6,516.0,516.0,516.0,523.0,510.0,516.0,,,,
[26/05/2019 07:00],13080.0,11620.6,865.0,865.0,865.0,876.0,854.0,865.0,,,,
[26/05/2019 07:30],13080.0,11620.6,1220.0,1220.0,1220.0,1240.0,1200.0,1220.0,,,,
[26/05/2019 08:00],13080.0,11620.6,1740.0,1740.0,1740.0,1760.0,1720.0,1740.0,,,,
[26/05/2019 08:30],13080.0,11620.6,2210.0,2210.0,2210.0,2240.0,2180.0,2210.0,,,,
[26/05/2019 09:00],13080.0,11620.6,2850.0,2850.0,2850.0,2880.0,2820.0,2850.0,,,,
[26/05/2019 09:30],13080.0,11620.6,3130.0,3130.0,3130.0,3160.0,3090.0,3130.0,,,,
[26/05/2019 10:00],13080.0,11620.6,3250.0,3250.0,3250.0,3280.0,3220.0,3250.0,,,,
[26/05/2019 10:30],13080.0,11620.6,3450.0,3450.0,3450.0,3480.0,3420.0,3450.0,,,,
[26/05/2019 11:00],13080.0,11620.6,3760.0,3760.0,3760.0,3800.0,3720.0,3760.0,,,,
[26/05/2019 11:30],13080.0,11620.6,4100.0,4100.0,4100.0,4140.0,4060.0,4100.0,,,,
[26/05/2019 12:00],13080.0,11620.6,4040.0,4040.0,4040.0,4080.0,4000.0,4040.0,,,,
[26/05/2019 12:30],13080.0,11620.6,3880.0,3880.0,3880.0,3930.0,3840.0,3880.0,,,,
[26/05/2019 13:00],13080.0,11620.6,3630.0,3630.0,3630.0,3670.0,3590.0,3630.0,,,,
[26/05/2019 13:30],13080.0,11620.6,4120.0,4120.0,4120.0,4160.0,4080.0,4120.0,,,,
[26/05/2019 14:00],13080.0,11620.6,3960.0,3960.0,3960.0,4000.0,3920.0,3960.0,,,,
[26/05/2019 14:30],13080.0,11620.6,3940.0,3940.0,3940.0,3970.0,3900.0,3940.0,,,,
[26/05/2019 15:00],13080.0,11620.6,3800.0,3800.0,3800.0,3840.0,3770.0,3800.0,,,,
[26/05/2019 15:30],13080.0,11620.6,3230.0,3230.0,3230.0,3260.0,3200.0,3230.0,,,,
[26/05/2019 16:00],13080.0,11620.6,3160.0,3160.0,3160.0,3190.0,3130.0,3160.0,,,,
[26/05/2019 16:30],13080.0,11620.6,2890.0,2890.0,2890.0,2920.0,2850.0,2890.0,,,,
[26/05/2019 17:00],13080.0,11620.6,3080.0,3080.0,3080.0,3120.0,3040.0,3080.0,,,,
[26/05/2019 17:30],13080.0,11620.6,2630.0,2630.0,2630.0,2670.0,2600.0,2630.0,,,,
[26/05/2019 18:00],13080.0,11620.6,2170.0,2170.0,2170.0,2190.0,2140.0,2170.0,,,,
[26/05/2019 18:30],13080.0,11620.6,1700.0,1700.0,1700.0,1730.0,1680.0,1700.0,,,,
[26/05/2019 19:00],13080.0,11620.6,1340.0,1340.0,1340.0,1360.0,1310.0,1340.0,,,,
[26/05/2019 19:30],13080.0,11620.6,854.0,854.0,854.0,871.0,837.0,854.0,,,,
[26/05/2019 20:00],13080.0,11620.6,392.0,392.0,392.0,400.0,383.0,392.0,,,,
[26/05/2019 20:30],13080.0,11620.6,84.5,84.5,85.0,86.3,82.7,85.0,,,,
[26/05/2019 21:00],13080.0,11620.6,1.8,1.8,2.0,1.9,1.6,2.0,,,,
[26/05/2019 21:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[26/05/2019 22:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[26/05/2019 22:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[26/05/2019 23:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[26/05/2019 23:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[27/05/2019 00:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[27/05/2019 00:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[27/05/2019 01:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[27/05/2019 01:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[27/05/2019 02:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[27/05/2019 02:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[27/05/2019 03:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[27/05/2019 03:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[27/05/2019 04:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[27/05/2019 04:30],13080.0,11620.6,0.4,0.4,0.0,0.5,0.3,0.0,,,,
[27/05/2019 05:00],13080.0,11620.6,39.3,39.3,39.0,40.6,37.9,39.0,,,,
[27/05/2019 05:30],13080.0,11620.6,241.0,241.0,241.0,246.0,236.0,241.0,,,,
[27/05/2019 06:00],13080.0,11620.6,475.0,475.0,475.0,482.0,469.0,475.0,,,,
[27/05/2019 06:30],13080.0,11620.6,739.0,739.0,739.0,748.0,729.0,739.0,,,,
[27/05/2019 07:00],13080.0,11620.6,1060.0,1060.0,1060.0,1070.0,1040.0,1060.0,,,,
[27/05/2019 07:30],13080.0,11620.6,1470.0,1470.0,1470.0,1480.0,1460.0,1470.0,,,,
[27/05/2019 08:00],13080.0,11620.6,1870.0,1870.0,1870.0,1890.0,1860.0,1870.0,,,,
[27/05/2019 08:30],13080.0,11620.6,2660.0,2660.0,2660.0,2690.0,2640.0,2660.0,,,,
[27/05/2019 09:00],13080.0,11620.6,3670.0,3670.0,3670.0,3700.0,3640.0,3670.0,,,,
[27/05/2019 09:30],13080.0,11620.6,4490.0,4490.0,4490.0,4530.0,4440.0,4490.0,,,,
[27/05/2019 10:00],13080.0,11620.6,4990.0,4990.0,4990.0,5040.0,4950.0,4990.0,,,,
[27/05/2019 10:30],13080.0,11620.6,5620.0,5620.0,5620.0,5660.0,5580.0,5620.0,,,,
[27/05/2019 11:00],13080.0,11620.6,6170.0,6170.0,6170.0,6220.0,6130.0,6170.0,,,,
[27/05/2019 11:30],13080.0,11620.6,5950.0,5950.0,5950.0,5990.0,5910.0,5950.0,,,,
[27/05/2019 12:00],13080.0,11620.6,5260.0,5260.0,5260.0,5300.0,5220.0,5260.0,,,,
[27/05/2019 12:30],13080.0,11620.6,5730.0,5730.0,5730.0,5770.0,5680.0,5730.0,,,,
[27/05/2019 13:00],13080.0,11620.6,5630.0,5630.0,5630.0,5670.0,5580.0,5630.0,,,,
[27/05/2019 13:30],13080.0,11620.6,5290.0,5290.0,5290.0,5340.0,5240.0,5290.0,,,,
[27/05/2019 14:00],13080.0,11620.6,5340.0,5340.0,5340.0,5380.0,5300.0,5340.0,,,,
[27/05/2019 14:30],13080.0,11620.6,4840.0,4840.0,4840.0,4880.0,4800.0,4840.0,,,,
[27/05/2019 15:00],13080.0,11620.6,4720.0,4720.0,4720.0,4760.0,4690.0,4720.0,,,,
[27/05/2019 15:30],13080.0,11620.6,4270.0,4270.0,4270.0,4300.0,4230.0,4270.0,,,,
[27/05/2019 16:00],13080.0,11620.6,3690.0,3690.0,3690.0,3730.0,3660.0,3690.0,,,,
[27/05/2019 16:30],13080.0,11620.6,3270.0,3270.0,3270.0,3300.0,3240.0,3270.0,,,,
[27/05/2019 17:00],13080.0,11620.6,2800.0,2800.0,2800.0,2840.0,2770.0,2800.0,,,,
[27/05/2019 17:30],13080.0,11620.6,2230.0,2230.0,2230.0,2250.0,2200.0,2230.0,,,,
[27/05/2019 18:00],13080.0,11620.6,1660.0,1660.0,1660.0,1680.0,1640.0,1660.0,,,,
[27/05/2019 18:30],13080.0,11620.6,1050.0,1050.0,1050.0,1060.0,1030.0,1050.0,,,,
[27/05/2019 19:00],13080.0,11620.6,648.0,648.0,648.0,656.0,640.0,648.0,,,,
[27/05/2019 19:30],13080.0,11620.6,395.0,395.0,395.0,400.0,390.0,395.0,,,,
[27/05/2019 20:00],13080.0,11620.6,132.0,132.0,132.0,134.0,129.0,132.0,,,,
[27/05/2019 20:30],13080.0,11620.6,29.9,29.9,30.0,31.2,28.5,30.0,,,,
[27/05/2019 21:00],13080.0,11620.6,0.7,0.7,1.0,0.8,0.6,1.0,,,,
[27/05/2019 21:30],13080.0,11620.6,0.0,0.0,0.0,0.1,0.0,0.0,,,,
[27/05/2019 22:00],13080.0,11620.6,0.0,0.0,0.0,0.1,0.0,0.0,,,,
[27/05/2019 22:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[27/05/2019 23:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[27/05/2019 23:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[28/05/2019 00:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[28/05/2019 00:30],13080.0,11620.6,0.0,0.0,0.0,0.1,0.0,0.0,,,,
[28/05/2019 01:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[28/05/2019 01:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[28/05/2019 02:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[28/05/2019 02:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[28/05/2019 03:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[28/05/2019 03:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[28/05/2019 04:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[28/05/2019 04:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[28/05/2019 05:00],13080.0,11620.6,16.4,16.4,16.0,17.0,15.9,16.0,,,,
[28/05/2019 05:30],13080.0,11620.6,174.0,174.0,174.0,177.0,171.0,174.0,,,,
[28/05/2019 06:00],13080.0,11620.6,473.0,473.0,473.0,479.0,468.0,473.0,,,,
[28/05/2019 06:30],13080.0,11620.6,860.0,860.0,860.0,869.0,851.0,860.0,,,,
[28/05/2019 07:00],13080.0,11620.6,1370.0,1370.0,1370.0,1380.0,1350.0,1370.0,,,,
[28/05/2019 07:30],13080.0,11620.6,2020.0,2020.0,2020.0,2040.0,2000.0,2020.0,,,,
[28/05/2019 08:00],13080.0,11620.6,2780.0,2780.0,2780.0,2800.0,2750.0,2780.0,,,,
[28/05/2019 08:30],13080.0,11620.6,3020.0,3020.0,3020.0,3050.0,3000.0,3020.0,,,,
[28/05/2019 09:00],13080.0,11620.6,3410.0,3410.0,3410.0,3440.0,3380.0,3410.0,,,,
[28/05/2019 09:30],13080.0,11620.6,3700.0,3700.0,3700.0,3730.0,3670.0,3700.0,,,,
[28/05/2019 10:00],13080.0,11620.6,4030.0,4030.0,4030.0,4060.0,4000.0,4030.0,,,,
[28/05/2019 10:30],13080.0,11620.6,4270.0,4270.0,4270.0,4310.0,4230.0,4270.0,,,,
[28/05/2019 11:00],13080.0,11620.6,4560.0,4560.0,4560.0,4600.0,4530.0,4560.0,,,,
[28/05/2019 11:30],13080.0,11620.6,4510.0,4510.0,4510.0,4550.0,4470.0,4510.0,,,,
[28/05/2019 12:00],13080.0,11620.6,4870.0,4870.0,4870.0,4910.0,4830.0,4870.0,,,,
[28/05/2019 12:30],13080.0,11620.6,5010.0,5010.0,5010.0,5050.0,4970.0,5010.0,,,,
[28/05/2019 13:00],13080.0,11620.6,5220.0,5220.0,5220.0,5270.0,5180.0,5220.0,,,,
[28/05/2019 13:30],13080.0,11620.6,5100.0,5100.0,5100.0,5150.0,5050.0,5100.0,,,,
[28/05/2019 14:00],13080.0,11620.6,5790.0,5790.0,5790.0,5840.0,5750.0,5790.0,,,,
[28/05/2019 14:30],13080.0,11620.6,5660.0,5660.0,5660.0,5710.0,5610.0,5660.0,,,,
[28/05/2019 15:00],13080.0,11620.6,5240.0,5240.0,5240.0,5280.0,5190.0,5240.0,,,,
[28/05/2019 15:30],13080.0,11620.6,4550.0,4550.0,4550.0,4600.0,4500.0,4550.0,,,,
[28/05/2019 16:00],13080.0,11620.6,4770.0,4770.0,4770.0,4810.0,4720.0,4770.0,,,,
[28/05/2019 16:30],13080.0,11620.6,4100.0,4100.0,4100.0,4150.0,4060.0,4100.0,,,,
[28/05/2019 17:00],13080.0,11620.6,3880.0,3880.0,3880.0,3930.0,3840.0,3880.0,,,,
[28/05/2019 17:30],13080.0,11620.6,3190.0,3190.0,3190.0,3230.0,3150.0,3190.0,,,,
[28/05/2019 18:00],13080.0,11620.6,2560.0,2560.0,2560.0,2590.0,2520.0,2560.0,,,,
[28/05/2019 18:30],13080.0,11620.6,1940.0,1940.0,1940.0,1970.0,1900.0,1940.0,,,,
[28/05/2019 19:00],13080.0,11620.6,1210.0,1210.0,1210.0,1230.0,1180.0,1210.0,,,,
[28/05/2019 19:30],13080.0,11620.6,715.0,715.0,715.0,729.0,701.0,715.0,,,,
[28/05/2019 20:00],13080.0,11620.6,281.0,281.0,281.0,287.0,275.0,281.0,,,,
[28/05/2019 20:30],13080.0,11620.6,52.0,52.0,52.0,53.5,50.5,52.0,,,,
[28/05/2019 21:00],13080.0,11620.6,1.7,1.7,2.0,1.9,1.5,2.0,,,,
[28/05/2019 21:30],13080.0,11620.6,0.1,0.1,0.0,0.2,0.1,0.0,,,,
[28/05/2019 22:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[28/05/2019 22:30],13080.0,11620.6,0.0,0.0,0.0,0.1,0.0,0.0,,,,
[28/05/2019 23:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[28/05/2019 23:30],13080.0,11620.6,0.1,0.1,0.0,0.2,0.0,0.0,,,,
[29/05/2019 00:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[29/05/2019 00:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[29/05/2019 01:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[29/05/2019 01:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[29/05/2019 02:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[29/05/2019 02:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[29/05/2019 03:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[29/05/2019 03:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[29/05/2019 04:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[29/05/2019 04:30],13080.0,11620.6,4.5,4.5,4.0,4.7,4.2,4.0,,,,
[29/05/2019 05:00],13080.0,11620.6,94.0,94.0,94.0,96.2,91.7,94.0,,,,
