Date (WET),Capacity,Total Accepted Balancing Level,Wind Outturn,National Grid Forecast,EnAppSys Forecast Trend-Adjusted,EnAppSys Forecast Unadjusted
,MW,MW,MW,MW,MW,MW
[13/05/2019 20:30],12051.0,0.0,1469.5,1967.0,1517.3,1378.0
[13/05/2019 21:00],12051.0,0.0,1435.5,1987.0,1422.5,1346.1
[13/05/2019 21:30],12051.0,0.0,1489.0,1987.0,1371.3,1287.8
[13/05/2019 22:00],12051.0,0.0,1432.8,1954.0,1346.6,1258.5
[13/05/2019 22:30],12051.0,0.0,1363.2,1954.0,1338.2,1250.9
[13/05/2019 23:00],12051.0,0.0,1298.5,1852.0,1337.9,1232.9
[13/05/2019 23:30],12051.0,0.0,1271.7,1852.0,1284.1,1203.7
[14/05/2019 00:00],12051.0,0.0,1317.0,1788.0,1285.9,1206.2
[14/05/2019 00:30],12051.0,0.0,1356.3,1788.0,1287.6,1210.2
[14/05/2019 01:00],12051.0,0.0,1446.0,1779.0,1358.0,1280.6
[14/05/2019 01:30],12051.0,0.0,1547.3,1779.0,1482.3,1284.1
[14/05/2019 02:00],12051.0,0.0,1570.5,1713.0,1440.8,1390.6
[14/05/2019 02:30],12051.0,0.0,1593.8,1713.0,1549.5,1379.3
[14/05/2019 03:00],12051.0,0.0,1563.0,1622.0,1571.1,1361.3
[14/05/2019 03:30],12051.0,0.0,1534.5,1622.0,1545.0,1342.2
[14/05/2019 04:00],12051.0,0.0,1474.8,1534.0,1523.1,1373.0
[14/05/2019 04:30],12051.0,0.0,1378.5,1534.0,1441.4,1315.5
[14/05/2019 05:00],12051.0,0.0,1259.2,1428.0,1381.1,1270.1
[14/05/2019 05:30],12051.0,0.0,1175.0,1428.0,1325.1,1207.6
[14/05/2019 06:00],12051.0,0.0,1213.5,1336.0,1292.0,1187.3
[14/05/2019 06:30],12051.0,0.0,1214.2,1336.0,1241.5,1149.8
[14/05/2019 07:00],12051.0,0.0,1200.7,1266.0,1198.7,1122.7
[14/05/2019 07:30],12051.0,0.0,1123.8,1266.0,1183.6,1190.4
[14/05/2019 08:00],12051.0,0.0,1105.7,1124.0,1189.4,1199.4
[14/05/2019 08:30],12051.0,0.0,1106.3,1124.0,1104.3,1134.8
[14/05/2019 09:00],12051.0,0.0,1185.5,1092.0,1115.7,1091.0
[14/05/2019 09:30],12051.0,0.0,1178.7,1092.0,1131.3,1086.2
[14/05/2019 10:00],12051.0,0.0,1173.8,1137.0,1144.9,1099.1
[14/05/2019 10:30],12051.0,0.0,1246.5,1137.0,1165.6,1118.4
[14/05/2019 11:00],12051.0,0.0,1326.2,1164.0,1257.3,1143.6
[14/05/2019 11:30],12051.0,0.0,1383.0,1164.0,1336.3,1109.4
[14/05/2019 12:00],12051.0,0.0,1435.7,1208.0,1337.4,1129.9
[14/05/2019 12:30],12051.0,0.0,1399.2,1208.0,1446.3,1166.0
[14/05/2019 13:00],12051.0,0.0,1385.0,1308.0,1461.5,1245.0
[14/05/2019 13:30],12051.0,0.0,1389.3,1308.0,1387.4,1266.0
[14/05/2019 14:00],12051.0,0.0,1398.3,1377.0,1376.0,1292.4
[14/05/2019 14:30],12051.0,0.0,1408.8,1377.0,1398.6,1311.7
[14/05/2019 15:00],12051.0,0.0,1466.0,1455.0,1428.3,1363.2
[14/05/2019 15:30],12051.0,0.0,1544.2,1455.0,1462.1,1395.6
[14/05/2019 16:00],12051.0,0.0,1562.5,1519.0,1579.6,1441.8
[14/05/2019 16:30],12051.0,0.0,1722.7,1519.0,1575.2,1445.0
[14/05/2019 17:00],12051.0,0.0,1774.0,1528.0,1690.1,1424.2
[14/05/2019 17:30],12051.0,0.0,1676.0,1528.0,1626.0,1407.9
[14/05/2019 18:00],12051.0,0.0,1566.5,1548.0,1642.0,1400.6
[14/05/2019 18:30],12051.0,0.0,1505.3,1548.0,1646.3,1445.4
[14/05/2019 19:00],12051.0,0.0,1437.2,1566.0,1647.9,1463.7
[14/05/2019 19:30],12051.0,0.0,1393.0,1566.0,1639.9,1474.7
[14/05/2019 20:00],12051.0,0.0,1442.5,1588.0,1604.2,1459.4
[14/05/2019 20:30],12051.0,0.0,1560.0,1588.0,1604.2,1476.2
[14/05/2019 21:00],12051.0,0.0,1649.0,2041.0,1609.1,1495.9
[14/05/2019 21:30],12051.0,0.0,1633.5,2041.0,1632.3,1532.3
[14/05/2019 22:00],12051.0,0.0,1524.5,2069.0,1653.7,1565.5
[14/05/2019 22:30],12051.0,0.0,1455.0,2069.0,1532.5,1608.6
[14/05/2019 23:00],12051.0,0.0,1490.8,1993.0,1456.7,1561.7
[14/05/2019 23:30],12051.0,0.0,1684.8,1993.0,1489.7,1568.0
[15/05/2019 00:00],12051.0,0.0,1637.2,1985.0,1524.9,1601.7
[15/05/2019 00:30],12051.0,0.0,1645.8,1985.0,1561.7,1620.0
[15/05/2019 01:00],12051.0,0.0,1699.8,1923.0,1626.5,1669.8
[15/05/2019 01:30],12051.0,0.0,1831.0,1923.0,1620.9,1646.1
[15/05/2019 02:00],12051.0,0.0,1964.2,1778.0,1560.1,1568.9
[15/05/2019 02:30],12051.0,0.0,1999.8,1778.0,1923.9,1483.3
[15/05/2019 03:00],12051.0,0.0,2049.8,1682.0,1965.5,1658.2
[15/05/2019 03:30],12051.0,0.0,1994.8,1682.0,1997.9,1633.7
[15/05/2019 04:00],12051.0,0.0,1882.8,1662.0,1972.1,1626.9
[15/05/2019 04:30],12051.0,0.0,1777.8,1662.0,1883.0,1565.1
[15/05/2019 05:00],12051.0,0.0,1714.7,1585.0,1774.0,1502.6
[15/05/2019 05:30],12051.0,0.0,1707.5,1585.0,1662.9,1432.5
[15/05/2019 06:00],12051.0,0.0,1663.2,1476.0,1583.4,1386.3
[15/05/2019 06:30],12051.0,0.0,1521.7,1476.0,1602.6,1343.8
[15/05/2019 07:00],12051.0,0.0,1374.5,1334.0,1568.9,1331.1
[15/05/2019 07:30],12051.0,0.0,1218.7,1334.0,1492.4,1300.5
[15/05/2019 08:00],12051.0,0.0,1093.0,1120.0,1401.4,1238.2
[15/05/2019 08:30],12051.0,0.0,984.2,1120.0,1291.3,1154.9
[15/05/2019 09:00],12051.0,0.0,876.8,957.0,1229.0,1112.0
[15/05/2019 09:30],12051.0,0.0,865.8,957.0,1134.9,1037.2
[15/05/2019 10:00],12051.0,0.0,908.8,899.0,1057.8,975.9
[15/05/2019 10:30],12051.0,0.0,989.8,899.0,902.3,951.4
[15/05/2019 11:00],12051.0,0.0,1047.5,956.0,878.0,838.3
[15/05/2019 11:30],12051.0,0.0,1063.2,956.0,1023.6,823.5
[15/05/2019 12:00],12051.0,0.0,1098.3,1030.0,993.5,812.5
[15/05/2019 12:30],12051.0,0.0,1176.0,1030.0,1079.5,816.9
[15/05/2019 13:00],12051.0,0.0,1331.7,1123.0,1063.3,782.6
[15/05/2019 13:30],12051.0,0.0,1458.2,1123.0,1316.3,801.3
[15/05/2019 14:00],12051.0,0.0,1530.7,1219.0,1289.9,799.5
[15/05/2019 14:30],12051.0,0.0,1628.0,1219.0,1537.6,852.5
[15/05/2019 15:00],12051.0,0.0,1683.0,1343.0,1604.2,860.9
[15/05/2019 15:30],12051.0,0.0,1801.3,1343.0,1655.3,936.4
[15/05/2019 16:00],12051.0,0.0,1836.7,1477.0,1760.5,1030.7
[15/05/2019 16:30],12051.0,0.0,1831.3,1477.0,1809.0,1073.8
[15/05/2019 17:00],12051.0,0.0,1791.5,1586.0,1747.5,1075.6
[15/05/2019 17:30],12051.0,0.0,1933.0,1586.0,1734.7,1123.5
[15/05/2019 18:00],12051.0,0.0,2037.0,1660.0,1711.5,1163.0
[15/05/2019 18:30],12051.0,0.0,2137.0,1660.0,1723.0,1227.0
[15/05/2019 19:00],12051.0,0.0,2339.3,1766.0,1726.3,1282.3
[15/05/2019 19:30],12051.0,0.0,2416.3,1766.0,1745.5,1353.2
[15/05/2019 20:00],12051.0,0.0,2519.8,1922.0,1761.5,1418.5
[15/05/2019 20:30],12051.0,0.0,2571.8,1922.0,2601.5,1517.2
[15/05/2019 21:00],12051.0,0.0,2655.5,2576.0,2628.8,1919.7
[15/05/2019 21:30],12051.0,0.0,2847.5,2576.0,2729.4,2058.3
[15/05/2019 22:00],12051.0,0.0,2858.5,2758.0,2831.1,2202.9
[15/05/2019 22:30],12051.0,0.0,2981.2,2758.0,2822.2,2260.9
[15/05/2019 23:00],12051.0,0.0,2953.8,3230.0,2891.3,2207.6
[15/05/2019 23:30],12051.0,0.0,3091.2,3230.0,2890.8,2348.1
[16/05/2019 00:00],12051.0,0.0,3301.7,3752.0,2915.4,2445.5
[16/05/2019 00:30],12051.0,0.0,3492.3,3752.0,2960.2,2522.5
[16/05/2019 01:00],12051.0,0.0,3550.3,3742.0,3062.4,2651.7
[16/05/2019 01:30],12051.0,0.0,3426.8,3742.0,3612.6,2665.6
[16/05/2019 02:00],12051.0,0.0,3281.2,3383.0,3484.4,3287.3
[16/05/2019 02:30],12051.0,0.0,3015.5,3383.0,3400.3,3216.3
[16/05/2019 03:00],12051.0,0.0,2998.3,3166.0,3361.4,3186.3
[16/05/2019 03:30],12051.0,0.0,3113.2,3166.0,3295.4,3129.6
[16/05/2019 04:00],12051.0,0.0,3238.5,3077.0,3089.4,3082.2
[16/05/2019 04:30],12051.0,0.0,3400.0,3077.0,3079.5,2982.9
[16/05/2019 05:00],12051.0,0.0,3495.0,3200.0,3417.0,3018.9
[16/05/2019 05:30],12051.0,0.0,3666.8,3200.0,3412.0,2989.8
[16/05/2019 06:00],12051.0,0.0,3981.5,3482.0,3404.3,3016.9
[16/05/2019 06:30],12051.0,0.0,4228.0,3482.0,3419.9,3060.0
[16/05/2019 07:00],12051.0,0.0,4135.3,3717.0,4226.7,3088.1
[16/05/2019 07:30],12051.0,0.0,3908.8,3717.0,4159.5,3253.8
[16/05/2019 08:00],12051.0,0.0,3879.3,3804.0,4083.3,3277.2
[16/05/2019 08:30],12051.0,0.0,3799.5,3804.0,3858.3,3321.3
[16/05/2019 09:00],12051.0,0.0,3758.5,3820.0,3846.1,3276.6
[16/05/2019 09:30],12051.0,0.0,3800.3,3820.0,3759.8,3327.2
[16/05/2019 10:00],12051.0,0.0,4021.3,3871.0,3788.3,3366.3
[16/05/2019 10:30],12051.0,0.0,4323.2,3871.0,3809.7,3407.5
[16/05/2019 11:00],12051.0,0.0,4412.7,3998.0,3796.9,3418.7
[16/05/2019 11:30],12051.0,0.0,4386.8,3998.0,4360.4,3446.2
[16/05/2019 12:00],12051.0,0.0,4706.7,4156.0,4300.0,3438.4
[16/05/2019 12:30],12051.0,0.0,4774.5,4156.0,4274.1,3482.4
[16/05/2019 13:00],12051.0,0.0,4893.3,4334.0,4832.7,3553.4
[16/05/2019 13:30],12051.0,0.0,5106.7,4334.0,4815.2,3579.5
[16/05/2019 14:00],12051.0,0.0,5270.7,4493.0,4816.4,3941.2
[16/05/2019 14:30],12051.0,0.0,5367.0,4493.0,4868.8,4064.3
[16/05/2019 15:00],12051.0,0.0,5558.5,4696.0,4880.9,4151.3
[16/05/2019 15:30],12051.0,0.0,5850.8,4696.0,5605.2,4294.9
[16/05/2019 16:00],12051.0,27.9,5952.0,4941.0,5604.9,4459.5
[16/05/2019 16:30],12051.0,26.2,5883.7,4941.0,5980.2,4600.2
[16/05/2019 17:00],12051.0,0.0,6028.3,5089.0,5997.9,4731.2
[16/05/2019 17:30],12051.0,0.0,6100.8,5089.0,6100.9,4937.8
[16/05/2019 18:00],12051.0,10.0,6326.7,5361.0,6149.2,5095.2
[16/05/2019 18:30],12051.0,25.0,6621.3,5361.0,6465.2,5345.0
[16/05/2019 19:00],12051.0,3.8,6513.2,5924.0,6616.6,5625.4
[16/05/2019 19:30],12051.0,0.0,6516.0,5924.0,6661.9,5754.3
[16/05/2019 20:00],12051.0,0.0,6681.0,6404.0,6572.3,5767.8
[16/05/2019 20:30],12051.0,0.0,6833.3,6404.0,6708.4,5842.9
[16/05/2019 21:00],12051.0,0.0,7072.0,6674.0,6674.6,5921.5
[16/05/2019 21:30],12051.0,0.0,7166.7,6674.0,7071.1,5982.4
[16/05/2019 22:00],12051.0,0.0,6918.7,6257.0,7119.9,6123.6
[16/05/2019 22:30],12051.0,0.0,6603.5,6257.0,6799.7,5943.5
[16/05/2019 23:00],12051.0,0.0,6177.0,5632.0,6204.4,5508.9
[16/05/2019 23:30],12051.0,0.0,5720.8,5632.0,5627.8,5050.1
[17/05/2019 00:00],12051.0,0.0,5487.0,5025.0,5158.2,4645.4
[17/05/2019 00:30],12051.0,0.0,5285.3,5025.0,4613.6,4200.7
[17/05/2019 01:00],12051.0,0.0,5138.8,4531.0,4137.5,3799.9
[17/05/2019 01:30],12051.0,0.0,4795.8,4531.0,3956.8,3669.1
[17/05/2019 02:00],12051.0,0.0,4880.2,4428.0,4057.0,3795.0
[17/05/2019 02:30],12051.0,0.0,5136.5,4428.0,4778.8,3860.3
[17/05/2019 03:00],12051.0,0.0,5205.2,4409.0,4641.2,4295.1
[17/05/2019 03:30],12051.0,0.0,5183.2,4409.0,5043.7,4194.6
[17/05/2019 04:00],12051.0,0.0,5017.5,4359.0,4827.6,4111.8
[17/05/2019 04:30],12051.0,0.0,4716.3,4359.0,4653.6,4043.8
[17/05/2019 05:00],12051.0,0.0,4600.3,4165.0,4388.6,3883.3
[17/05/2019 05:30],12051.0,0.0,4466.0,4165.0,4153.6,3733.8
[17/05/2019 06:00],12051.0,0.0,4285.0,4052.0,4008.5,3655.6
[17/05/2019 06:30],12051.0,0.0,4264.8,4052.0,4117.4,3515.6
[17/05/2019 07:00],12051.0,0.0,4112.5,3852.0,3968.9,3403.4
[17/05/2019 07:30],12051.0,0.0,3886.0,3852.0,3859.2,3434.4
[17/05/2019 08:00],12051.0,0.0,3587.8,3661.0,3705.8,3335.4
[17/05/2019 08:30],12051.0,0.0,3384.2,3661.0,3534.4,3211.8
[17/05/2019 09:00],12051.0,0.0,3193.3,3566.0,3440.4,3155.6
[17/05/2019 09:30],12051.0,0.0,2983.7,3566.0,3083.3,3045.8
[17/05/2019 10:00],12051.0,0.0,2806.2,3540.0,3038.5,2915.1
[17/05/2019 10:30],12051.0,0.0,2706.3,3540.0,3025.9,2897.7
[17/05/2019 11:00],12051.0,0.0,2773.3,3737.0,3060.3,2927.9
[17/05/2019 11:30],12051.0,0.0,2849.0,3737.0,3087.3,2948.3
[17/05/2019 12:00],12051.0,0.0,3029.8,3961.0,3111.7,2968.3
[17/05/2019 12:30],12051.0,0.0,3314.8,3961.0,3147.2,2995.4
[17/05/2019 13:00],12051.0,0.0,3487.3,4028.0,3191.2,3030.1
[17/05/2019 13:30],12051.0,0.0,3673.0,4028.0,3202.7,3036.8
[17/05/2019 14:00],12051.0,0.0,3779.8,4086.0,3617.4,3045.7
[17/05/2019 14:30],12051.0,0.0,3913.7,4086.0,3522.5,2869.9
[17/05/2019 15:00],12051.0,0.0,3815.8,3587.0,3465.5,2873.2
[17/05/2019 15:30],12051.0,0.0,3926.0,3587.0,3423.2,2882.5
[17/05/2019 16:00],12051.0,0.0,4073.3,3770.0,3409.3,2911.5
[17/05/2019 16:30],12051.0,0.0,4100.7,3770.0,3948.1,2892.0
[17/05/2019 17:00],12051.0,0.0,4004.7,4606.0,3933.5,2795.7
[17/05/2019 17:30],12051.0,0.0,3824.2,4606.0,3742.3,2749.9
[17/05/2019 18:00],12051.0,0.0,3609.2,4552.0,3617.5,2761.6
[17/05/2019 18:30],12051.0,0.0,3349.0,4552.0,3513.4,2726.4
[17/05/2019 19:00],12051.0,0.0,3168.8,4396.0,3505.8,2650.2
[17/05/2019 19:30],12051.0,0.0,2941.7,4396.0,3392.3,2626.3
[17/05/2019 20:00],12051.0,0.0,2864.3,3884.0,2798.3,2518.2
[17/05/2019 20:30],12051.0,0.0,3053.7,3884.0,2745.1,2390.8
[17/05/2019 21:00],12051.0,0.0,3146.7,3657.0,2971.3,2322.2
[17/05/2019 21:30],12051.0,0.0,3298.7,3657.0,3018.3,2233.5
[17/05/2019 22:00],12051.0,0.0,3264.5,3452.0,2877.0,2244.6
[17/05/2019 22:30],12051.0,0.0,3132.7,3452.0,2696.8,2155.4
[17/05/2019 23:00],12051.0,0.0,3002.0,3128.0,2362.1,1918.4
[17/05/2019 23:30],12051.0,0.0,2982.0,3128.0,2684.8,1751.9
[18/05/2019 00:00],12051.0,0.0,2848.7,2826.0,2415.4,1667.5
[18/05/2019 00:30],12051.0,0.0,2654.7,2826.0,2126.8,1518.8
[18/05/2019 01:00],12051.0,0.0,2651.0,2548.0,2438.4,1426.6
[18/05/2019 01:30],12051.0,0.0,2573.3,2548.0,2148.1,1411.7
[18/05/2019 02:00],12051.0,0.0,2505.5,2320.0,2299.5,1311.2
[18/05/2019 02:30],12051.0,0.0,2353.5,2320.0,1994.2,1194.7
[18/05/2019 03:00],12051.0,0.0,2237.8,2106.0,2141.4,1141.4
[18/05/2019 03:30],12051.0,0.0,2111.7,2106.0,1876.6,1054.0
[18/05/2019 04:00],12051.0,0.0,1904.8,1900.0,1681.7,1001.6
[18/05/2019 04:30],12051.0,0.0,1675.0,1900.0,1525.0,960.2
[18/05/2019 05:00],12051.0,0.0,1521.8,1715.0,1531.7,923.5
[18/05/2019 05:30],12051.0,0.0,1407.5,1715.0,1383.9,844.2
[18/05/2019 06:00],12051.0,0.0,1323.7,1535.0,1313.0,815.2
[18/05/2019 06:30],12051.0,0.0,1179.5,1535.0,1209.8,703.7
[18/05/2019 07:00],12051.0,0.0,1113.0,1341.0,1120.1,697.7
[18/05/2019 07:30],12051.0,0.0,1141.3,1341.0,1036.3,672.2
[18/05/2019 08:00],12051.0,0.0,1131.7,1171.0,903.5,608.9
[18/05/2019 08:30],12051.0,0.0,1048.8,1171.0,793.5,555.4
[18/05/2019 09:00],12051.0,0.0,1027.5,1029.0,717.7,520.2
[18/05/2019 09:30],12051.0,0.0,860.0,1029.0,918.9,477.3
[18/05/2019 10:00],12051.0,0.0,764.0,918.0,798.4,444.6
[18/05/2019 10:30],12051.0,0.0,689.7,918.0,710.0,408.5
[18/05/2019 11:00],12051.0,0.0,704.8,860.0,622.4,382.3
[18/05/2019 11:30],12051.0,0.0,677.8,860.0,541.5,348.9
[18/05/2019 12:00],12051.0,0.0,657.8,805.0,623.9,334.5
[18/05/2019 12:30],12051.0,0.0,652.2,805.0,595.1,368.7
[18/05/2019 13:00],12051.0,0.0,653.2,754.0,543.7,355.3
[18/05/2019 13:30],12051.0,0.0,696.8,754.0,587.9,329.6
[18/05/2019 14:00],12051.0,0.0,692.5,740.0,504.9,303.4
[18/05/2019 14:30],12051.0,0.0,623.2,740.0,612.1,268.3
[18/05/2019 15:00],12051.0,0.0,549.8,737.0,561.6,255.0
[18/05/2019 15:30],12051.0,0.0,558.7,737.0,500.6,243.3
[18/05/2019 16:00],12051.0,0.0,520.2,735.0,532.5,242.2
[18/05/2019 16:30],12051.0,0.0,518.5,735.0,497.6,243.9
[18/05/2019 17:00],12051.0,0.0,533.7,715.0,445.0,231.6
[18/05/2019 17:30],12051.0,0.0,571.5,715.0,450.5,229.2
[18/05/2019 18:00],12051.0,0.0,559.5,686.0,428.1,265.3
[18/05/2019 18:30],12051.0,0.0,526.8,686.0,482.6,267.5
[18/05/2019 19:00],12051.0,0.0,517.3,655.0,472.8,277.9
[18/05/2019 19:30],12051.0,0.0,454.5,655.0,447.8,277.5
[18/05/2019 20:00],12051.0,0.0,438.0,620.0,371.2,263.2
[18/05/2019 20:30],12051.0,0.0,413.0,620.0,353.2,259.4
[18/05/2019 21:00],12051.0,0.0,408.8,615.0,339.7,260.1
[18/05/2019 21:30],12051.0,0.0,399.0,615.0,331.4,259.7
[18/05/2019 22:00],12051.0,0.0,393.0,610.0,331.2,268.8
[18/05/2019 22:30],12051.0,0.0,364.5,610.0,315.5,265.6
[18/05/2019 23:00],12051.0,0.0,411.7,597.0,300.1,256.8
[18/05/2019 23:30],12051.0,0.0,428.7,597.0,290.6,252.0
[19/05/2019 00:00],12051.0,0.0,439.2,557.0,,249.2
[19/05/2019 00:30],12051.0,0.0,415.8,557.0,,246.8
[19/05/2019 01:00],12051.0,0.0,393.8,524.0,276.2,247.5
[19/05/2019 01:30],12051.0,0.0,394.3,524.0,304.1,246.0
[19/05/2019 02:00],12051.0,0.0,387.5,497.0,281.4,224.0
[19/05/2019 02:30],12051.0,0.0,383.8,497.0,263.9,214.9
[19/05/2019 03:00],12051.0,0.0,350.3,493.0,255.0,212.0
[19/05/2019 03:30],12051.0,0.0,390.5,493.0,241.1,204.5
[19/05/2019 04:00],12051.0,0.0,382.2,500.0,265.1,200.8
[19/05/2019 04:30],12051.0,0.0,354.5,500.0,249.8,200.7
[19/05/2019 05:00],12051.0,0.0,365.7,527.0,232.3,192.1
[19/05/2019 05:30],12051.0,0.0,387.7,527.0,219.3,183.3
[19/05/2019 06:00],12051.0,0.0,407.5,575.0,326.1,181.2
[19/05/2019 06:30],12051.0,0.0,402.0,575.0,327.6,309.1
[19/05/2019 07:00],12051.0,0.0,411.3,640.0,331.4,315.6
[19/05/2019 07:30],12051.0,0.0,357.0,640.0,350.5,316.4
[19/05/2019 08:00],12051.0,0.0,367.3,700.0,338.6,314.8
[19/05/2019 08:30],12051.0,0.0,389.0,700.0,333.5,312.2
[19/05/2019 09:00],12051.0,0.0,398.0,753.0,329.6,311.5
[19/05/2019 09:30],12051.0,0.0,363.0,753.0,346.6,325.3
[19/05/2019 10:00],12051.0,0.0,373.5,806.0,357.8,337.6
[19/05/2019 10:30],12051.0,0.0,416.0,806.0,378.8,358.2
[19/05/2019 11:00],12051.0,0.0,468.0,854.0,394.5,378.7
[19/05/2019 11:30],12051.0,0.0,475.3,854.0,425.0,408.9
[19/05/2019 12:00],12051.0,0.0,476.0,931.0,449.2,426.0
[19/05/2019 12:30],12051.0,0.0,518.5,931.0,533.4,463.4
[19/05/2019 13:00],12051.0,0.0,557.3,1037.0,592.6,578.3
[19/05/2019 13:30],12051.0,0.0,584.7,1037.0,633.6,615.7
[19/05/2019 14:00],12051.0,0.0,582.8,1140.0,675.4,655.1
[19/05/2019 14:30],12051.0,0.0,592.8,1140.0,733.2,709.6
[19/05/2019 15:00],12051.0,0.0,624.7,1275.0,769.8,743.3
[19/05/2019 15:30],12051.0,0.0,713.3,1275.0,739.4,802.5
[19/05/2019 16:00],12051.0,0.0,802.3,1444.0,807.5,834.4
[19/05/2019 16:30],12051.0,0.0,900.8,1444.0,842.0,855.8
[19/05/2019 17:00],12051.0,0.0,936.5,1608.0,827.5,816.3
[19/05/2019 17:30],12051.0,0.0,1005.8,1608.0,829.4,814.5
[19/05/2019 18:00],12051.0,0.0,1104.0,1730.0,831.8,812.6
[19/05/2019 18:30],12051.0,0.0,1216.0,1730.0,841.6,818.0
[19/05/2019 19:00],12051.0,0.0,1275.8,1777.0,851.2,823.3
[19/05/2019 19:30],12051.0,0.0,1254.0,1777.0,862.8,832.3
[19/05/2019 20:00],12051.0,0.0,1231.8,1724.0,883.5,852.1
[19/05/2019 20:30],12051.0,0.0,1160.8,1724.0,911.2,879.4
[19/05/2019 21:00],12051.0,0.0,1076.3,1163.0,933.7,900.8
[19/05/2019 21:30],12051.0,0.0,1073.2,1163.0,968.5,935.3
[19/05/2019 22:00],12051.0,0.0,1027.0,1105.0,1003.6,969.8
[19/05/2019 22:30],12051.0,0.0,921.3,1105.0,1003.0,981.0
[19/05/2019 23:00],12051.0,0.0,897.5,1054.0,951.5,944.3
[19/05/2019 23:30],12051.0,0.0,850.5,1054.0,875.1,827.4
[20/05/2019 00:00],12051.0,0.0,827.8,1027.0,831.0,711.9
[20/05/2019 00:30],12051.0,0.0,831.3,1027.0,831.3,722.1
[20/05/2019 01:00],12051.0,0.0,852.0,1067.0,828.2,726.5
[20/05/2019 01:30],12051.0,0.0,882.3,1067.0,826.1,736.2
[20/05/2019 02:00],12051.0,0.0,882.8,1174.0,875.8,741.8
[20/05/2019 02:30],12051.0,0.0,904.8,1174.0,864.8,736.3
[20/05/2019 03:00],12051.0,0.0,921.3,1290.0,894.4,742.0
[20/05/2019 03:30],12051.0,0.0,987.5,1290.0,884.9,748.2
[20/05/2019 04:00],12051.0,0.0,1091.0,1428.0,979.0,754.7
[20/05/2019 04:30],12051.0,0.0,1058.0,1428.0,955.6,762.3
[20/05/2019 05:00],12051.0,0.0,1075.5,1565.0,965.3,793.6
[20/05/2019 05:30],12051.0,0.0,1080.8,1565.0,1038.4,826.4
[20/05/2019 06:00],12051.0,0.0,1129.5,1703.0,990.8,844.5
[20/05/2019 06:30],12051.0,0.0,1219.2,1703.0,954.9,586.0
[20/05/2019 07:00],12051.0,0.0,1220.7,1811.0,930.7,604.9
[20/05/2019 07:30],12051.0,0.0,1161.2,1811.0,871.3,598.1
[20/05/2019 08:00],12051.0,0.0,1142.7,1894.0,794.1,572.9
[20/05/2019 08:30],12051.0,0.0,1143.5,1894.0,742.4,562.0
[20/05/2019 09:00],12051.0,0.0,1096.7,1894.0,701.3,555.6
[20/05/2019 09:30],12051.0,0.0,1159.3,1894.0,671.5,554.5
[20/05/2019 10:00],12051.0,0.0,1154.2,1859.0,1107.0,558.6
[20/05/2019 10:30],12051.0,0.0,1136.5,1859.0,1025.1,557.5
[20/05/2019 11:00],12051.0,0.0,1090.2,1777.0,987.6,538.9
[20/05/2019 11:30],12051.0,0.0,1067.8,1777.0,1051.6,556.3
[20/05/2019 12:00],12051.0,0.0,1110.2,1818.0,1027.1,563.2
[20/05/2019 12:30],12051.0,0.0,1191.8,1818.0,1087.9,587.4
[20/05/2019 13:00],12051.0,0.0,1251.2,1920.0,1062.4,703.0
[20/05/2019 13:30],12051.0,0.0,1247.7,1920.0,1232.4,722.0
[20/05/2019 14:00],12051.0,0.0,1269.2,2124.0,1206.6,749.4
[20/05/2019 14:30],12051.0,0.0,1344.2,2124.0,1270.4,784.2
[20/05/2019 15:00],12051.0,0.0,1341.2,2297.0,1259.8,819.9
[20/05/2019 15:30],12051.0,0.0,1410.8,2297.0,1274.3,863.3
[20/05/2019 16:00],12051.0,0.0,1561.0,2463.0,1328.3,937.7
[20/05/2019 16:30],12051.0,0.0,1619.7,2463.0,1332.0,980.5
[20/05/2019 17:00],12051.0,0.0,1511.7,2681.0,1618.4,1018.0
[20/05/2019 17:30],12051.0,0.0,1500.5,2681.0,1658.9,1205.3
[20/05/2019 18:00],12051.0,0.0,1621.7,2889.0,1661.8,1248.6
[20/05/2019 18:30],12051.0,0.0,1714.0,2889.0,1710.3,1333.1
[20/05/2019 19:00],12051.0,0.0,1803.5,3043.0,1778.5,1407.8
[20/05/2019 19:30],12051.0,0.0,1959.0,3043.0,1795.4,1471.6
[20/05/2019 20:00],12051.0,0.0,2038.0,2933.0,1747.3,1467.7
[20/05/2019 20:30],12051.0,0.0,2017.8,2933.0,1733.1,1490.4
[20/05/2019 21:00],12051.0,0.0,2023.8,1662.0,1712.3,1503.1
[20/05/2019 21:30],12051.0,0.0,2221.2,1662.0,1724.1,1543.9
[20/05/2019 22:00],12051.0,0.0,2209.2,1698.0,2237.1,1597.5
[20/05/2019 22:30],12051.0,0.0,2007.2,1698.0,2119.5,1540.5
[20/05/2019 23:00],12051.0,0.0,1755.3,1633.0,1958.7,1477.5
[20/05/2019 23:30],12051.0,0.0,1570.7,1633.0,1807.2,1410.0
[21/05/2019 00:00],12051.0,0.0,1483.3,1638.0,1512.0,1376.0
[21/05/2019 00:30],12051.0,0.0,1497.5,1638.0,1486.3,1270.3
[21/05/2019 01:00],12051.0,0.0,1504.5,1763.0,1463.8,1267.1
[21/05/2019 01:30],12051.0,0.0,1482.3,1763.0,1486.0,1278.8
[21/05/2019 02:00],12051.0,0.0,1567.7,1919.0,1478.2,1235.0
