Date (WET),DAY AHEAD NTC (to Great Britain),DAY AHEAD NTC (from Great Britain),BE to GB (from Belgium),FR to GB (from France),ISEM to GB (from ISEM),NL to GB (from Netherlands),NO to GB (from Norway),GB to BE (to Belgium),GB to FR (to France),GB to ISEM (to ISEM),GB to NL (to Netherlands),GB to NO (to Norway),NET IMPORT
,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW
[06/02/2019 19:00],,,1023,2015,0,1086,,0,0,-169,0,,3512
[06/02/2019 19:30],,,1023,2015,0,1086,,0,0,-169,0,,3512
[06/02/2019 20:00],,,1023,2014,0,1085,,0,0,-88,0,,3662
[06/02/2019 20:30],,,1023,2014,0,1085,,0,0,-88,0,,3662
[06/02/2019 21:00],,,1023,2014,0,1025,,0,0,-103,0,,3588
[06/02/2019 21:30],,,1023,2014,0,1025,,0,0,-103,0,,3588
[06/02/2019 22:00],,,1023,2015,0,1025,,0,0,-352,0,,3438
[06/02/2019 22:30],,,1023,2015,0,1025,,0,0,-352,0,,3438
[06/02/2019 23:00],,,917,1913,0,974,,0,0,-350,0,,3062
[06/02/2019 23:30],,,917,1913,0,974,,0,0,-350,0,,3062
[07/02/2019 00:00],,,917,1913,0,975,,0,0,-66,0,,3381
[07/02/2019 00:30],,,917,1913,0,975,,0,0,-66,0,,3381
[07/02/2019 01:00],,,887,1912,0,975,,0,0,0,0,,3608
[07/02/2019 01:30],,,887,1912,0,975,,0,0,0,0,,3608
[07/02/2019 02:00],,,856,1912,0,975,,0,0,0,0,,3861
[07/02/2019 02:30],,,856,1912,0,975,,0,0,0,0,,3861
[07/02/2019 03:00],,,867,1911,39,975,,0,0,0,0,,3979
[07/02/2019 03:30],,,867,1911,39,975,,0,0,0,0,,3979
[07/02/2019 04:00],,,917,1911,98,973,,0,0,0,0,,4166
[07/02/2019 04:30],,,917,1911,98,973,,0,0,0,0,,4166
[07/02/2019 05:00],,,1021,1811,77,744,,0,0,0,0,,3656
[07/02/2019 05:30],,,1021,1811,77,744,,0,0,0,0,,3656
[07/02/2019 06:00],,,704,1911,214,1022,,0,0,0,0,,3637
[07/02/2019 06:30],,,704,1911,214,1022,,0,0,0,0,,3637
[07/02/2019 07:00],,,1021,2013,220,1024,,0,0,0,0,,4058
[07/02/2019 07:30],,,1021,2013,220,1024,,0,0,0,0,,4058
[07/02/2019 08:00],,,1023,2015,27,1085,,0,0,0,0,,4123
[07/02/2019 08:30],,,1023,2015,27,1085,,0,0,0,0,,4123
[07/02/2019 09:00],,,1023,2015,0,1085,,0,0,0,0,,4123
[07/02/2019 09:30],,,1023,2015,0,1085,,0,0,0,0,,4123
[07/02/2019 10:00],,,1023,2014,0,1085,,0,0,0,0,,4159
[07/02/2019 10:30],,,1023,2014,0,1085,,0,0,0,0,,4159
[07/02/2019 11:00],,,1023,1888,0,1085,,0,0,0,0,,4381
[07/02/2019 11:30],,,1023,1888,0,1085,,0,0,0,0,,4381
[07/02/2019 12:00],,,1023,1886,0,1025,,0,0,0,0,,4321
[07/02/2019 12:30],,,1023,1886,0,1025,,0,0,0,0,,4321
[07/02/2019 13:00],,,1023,1804,0,1025,,0,0,0,0,,3708
[07/02/2019 13:30],,,1023,1804,0,1025,,0,0,0,0,,3708
[07/02/2019 14:00],,,1023,1803,0,1025,,0,0,0,0,,3784
[07/02/2019 14:30],,,1023,1803,0,1025,,0,0,0,0,,3784
[07/02/2019 15:00],,,1023,2013,0,1025,,0,0,0,0,,3989
[07/02/2019 15:30],,,1023,2013,0,1025,,0,0,0,0,,3989
[07/02/2019 16:00],,,1023,2014,0,1025,,0,0,0,0,,4000
[07/02/2019 16:30],,,1023,2014,0,1025,,0,0,0,0,,4000
[07/02/2019 17:00],,,1023,2014,0,1085,,0,0,0,0,,3965
[07/02/2019 17:30],,,1023,2014,0,1085,,0,0,0,0,,3965
[07/02/2019 18:00],,,1023,2014,0,1086,,0,0,0,0,,3815
[07/02/2019 18:30],,,1023,2014,0,1086,,0,0,0,0,,3815
[07/02/2019 19:00],,,1023,2014,93,1086,,0,0,0,0,,3826
[07/02/2019 19:30],,,1023,2014,93,1086,,0,0,0,0,,3826
[07/02/2019 20:00],,,1023,2015,405,1085,,0,0,0,0,,4084
[07/02/2019 20:30],,,1023,2015,405,1085,,0,0,0,0,,4084
[07/02/2019 21:00],,,1001,1928,465,1025,,0,0,0,0,,3954
[07/02/2019 21:30],,,1001,1928,465,1025,,0,0,0,0,,3954
[07/02/2019 22:00],,,38,2014,425,1024,,0,0,0,0,,3076
[07/02/2019 22:30],,,38,2014,425,1024,,0,0,0,0,,3076
[07/02/2019 23:00],,,841,1716,500,875,,0,0,0,0,,3434
[07/02/2019 23:30],,,841,1716,500,875,,0,0,0,0,,3434
[08/02/2019 00:00],,,806,1660,500,836,,0,0,0,0,,3302
[08/02/2019 00:30],,,806,1660,500,836,,0,0,0,0,,3302
[08/02/2019 01:00],,,754,1565,500,786,,0,0,0,0,,3695
[08/02/2019 01:30],,,754,1565,500,786,,0,0,0,0,,3695
[08/02/2019 02:00],,,744,1566,500,786,,0,0,0,0,,3686
[08/02/2019 02:30],,,744,1566,500,786,,0,0,0,0,,3686
[08/02/2019 03:00],,,694,1567,500,641,,0,0,0,0,,3492
[08/02/2019 03:30],,,694,1567,500,641,,0,0,0,0,,3492
[08/02/2019 04:00],,,24,1551,500,425,,0,0,0,0,,2589
[08/02/2019 04:30],,,24,1551,500,425,,0,0,0,0,,2589
[08/02/2019 05:00],,,731,28,500,869,,0,0,0,0,,2216
[08/02/2019 05:30],,,731,28,500,869,,0,0,0,0,,2216
[08/02/2019 06:00],,,14,1430,500,899,,0,0,0,0,,2854
[08/02/2019 06:30],,,14,1430,500,899,,0,0,0,0,,2854
[08/02/2019 07:00],,,198,1962,500,871,,0,0,0,0,,3543
[08/02/2019 07:30],,,198,1962,500,871,,0,0,0,0,,3543
[08/02/2019 08:00],,,928,1961,500,1033,,0,0,0,0,,4508
[08/02/2019 08:30],,,928,1961,500,1033,,0,0,0,0,,4508
[08/02/2019 09:00],,,1023,2013,500,1085,,0,0,0,0,,4710
[08/02/2019 09:30],,,1023,2013,500,1085,,0,0,0,0,,4710
[08/02/2019 10:00],,,1023,2014,500,1085,,0,0,0,0,,4712
[08/02/2019 10:30],,,1023,2014,500,1085,,0,0,0,0,,4712
[08/02/2019 11:00],,,1023,2013,500,1085,,0,0,0,0,,4703
[08/02/2019 11:30],,,1023,2013,500,1085,,0,0,0,0,,4703
[08/02/2019 12:00],,,1023,2014,500,1025,,0,0,0,0,,4644
[08/02/2019 12:30],,,1023,2014,500,1025,,0,0,0,0,,4644
[08/02/2019 13:00],,,1023,2013,478,1025,,0,0,0,0,,4061
[08/02/2019 13:30],,,1023,2013,478,1025,,0,0,0,0,,4061
[08/02/2019 14:00],,,1023,2013,500,1025,,0,0,0,0,,4061
[08/02/2019 14:30],,,1023,2013,500,1025,,0,0,0,0,,4061
[08/02/2019 15:00],,,1023,2013,500,1025,,0,0,0,0,,4061
[08/02/2019 15:30],,,1023,2013,500,1025,,0,0,0,0,,4061
[08/02/2019 16:00],,,1023,2013,500,1025,,0,0,0,0,,4061
[08/02/2019 16:30],,,1023,2013,500,1025,,0,0,0,0,,4061
[08/02/2019 17:00],,,1023,2013,500,1085,,0,0,0,0,,4121
[08/02/2019 17:30],,,1023,2013,500,1085,,0,0,0,0,,4121
[08/02/2019 18:00],,,1023,2013,478,1086,,0,0,0,0,,4122
[08/02/2019 18:30],,,1023,2013,478,1086,,0,0,0,0,,4122
[08/02/2019 19:00],,,1023,2013,500,1086,,0,0,0,0,,4122
[08/02/2019 19:30],,,1023,2013,500,1086,,0,0,0,0,,4122
[08/02/2019 20:00],,,935,2013,500,1085,,0,0,0,0,,4033
[08/02/2019 20:30],,,935,2013,500,1085,,0,0,0,0,,4033
[08/02/2019 21:00],,,771,1854,500,940,,0,0,0,0,,3565
[08/02/2019 21:30],,,771,1854,500,940,,0,0,0,0,,3565
[08/02/2019 22:00],,,664,1816,500,401,,0,0,0,0,,2881
[08/02/2019 22:30],,,664,1816,500,401,,0,0,0,0,,2881
[08/02/2019 23:00],,,462,1615,500,768,,0,0,0,0,,2846
[08/02/2019 23:30],,,462,1615,500,768,,0,0,0,0,,2846
[09/02/2019 00:00],,,753,1511,500,771,,0,0,0,0,,3035
[09/02/2019 00:30],,,753,1511,500,771,,0,0,0,0,,3035
[09/02/2019 01:00],,,725,1454,500,368,,0,0,0,0,,3136
[09/02/2019 01:30],,,725,1454,500,368,,0,0,0,0,,3136
[09/02/2019 02:00],,,683,1411,500,296,,0,0,0,0,,2979
[09/02/2019 02:30],,,683,1411,500,296,,0,0,0,0,,2979
[09/02/2019 03:00],,,683,1410,500,1,,0,0,0,0,,2683
[09/02/2019 03:30],,,683,1410,500,1,,0,0,0,0,,2683
[09/02/2019 04:00],,,683,1410,500,0,,0,0,0,-146,,2682
[09/02/2019 04:30],,,683,1410,500,0,,0,0,0,-146,,2682
[09/02/2019 05:00],,,683,1410,500,104,,0,0,0,0,,2776
[09/02/2019 05:30],,,683,1410,500,104,,0,0,0,0,,2776
[09/02/2019 06:00],,,683,1411,500,330,,0,0,0,0,,2932
[09/02/2019 06:30],,,683,1411,500,330,,0,0,0,0,,2932
[09/02/2019 07:00],,,472,1611,500,634,,0,0,0,0,,2845
[09/02/2019 07:30],,,472,1611,500,634,,0,0,0,0,,2845
[09/02/2019 08:00],,,703,1813,500,922,,0,0,0,0,,3438
[09/02/2019 08:30],,,703,1813,500,922,,0,0,0,0,,3438
[09/02/2019 09:00],,,704,1812,500,925,,0,0,0,0,,3441
[09/02/2019 09:30],,,704,1812,500,925,,0,0,0,0,,3441
[09/02/2019 10:00],,,704,1813,500,925,,0,0,0,0,,3442
[09/02/2019 10:30],,,704,1813,500,925,,0,0,0,0,,3442
[09/02/2019 11:00],,,704,1815,419,925,,0,0,0,0,,3444
[09/02/2019 11:30],,,704,1815,419,925,,0,0,0,0,,3444
[09/02/2019 12:00],,,704,1751,231,913,,0,0,0,0,,3368
[09/02/2019 12:30],,,704,1751,231,913,,0,0,0,0,,3368
[09/02/2019 13:00],,,704,1816,40,910,,0,0,0,0,,3430
[09/02/2019 13:30],,,704,1816,40,910,,0,0,0,0,,3430
[09/02/2019 14:00],,,704,1815,0,913,,0,0,0,0,,3432
[09/02/2019 14:30],,,704,1815,0,913,,0,0,0,0,,3432
[09/02/2019 15:00],,,704,2013,0,1023,,0,0,0,0,,3691
[09/02/2019 15:30],,,704,2013,0,1023,,0,0,0,0,,3691
[09/02/2019 16:00],,,704,2014,0,810,,0,0,-43,0,,3253
[09/02/2019 16:30],,,704,2014,0,810,,0,0,-43,0,,3253
[09/02/2019 17:00],,,774,2013,0,1083,,0,0,-299,0,,3198
[09/02/2019 17:30],,,774,2013,0,1083,,0,0,-299,0,,3198
[09/02/2019 18:00],,,896,2013,0,1085,,0,0,-504,0,,3062
[09/02/2019 18:30],,,896,2013,0,1085,,0,0,-504,0,,3062
[09/02/2019 19:00],,,934,2013,0,1085,,0,0,-522,0,,3057
[09/02/2019 19:30],,,934,2013,0,1085,,0,0,-522,0,,3057
[09/02/2019 20:00],,,856,2013,0,1085,,0,0,-479,0,,3022
[09/02/2019 20:30],,,856,2013,0,1085,,0,0,-479,0,,3022
[09/02/2019 21:00],,,730,2013,0,1025,,0,0,-343,0,,2976
[09/02/2019 21:30],,,730,2013,0,1025,,0,0,-343,0,,2976
[09/02/2019 22:00],,,704,2014,0,1025,,0,0,-482,0,,2844
[09/02/2019 22:30],,,704,2014,0,1025,,0,0,-482,0,,2844
[09/02/2019 23:00],,,704,2013,0,1025,,0,0,-513,0,,2791
[09/02/2019 23:30],,,704,2013,0,1025,,0,0,-513,0,,2791
[10/02/2019 00:00],,,704,2013,0,1085,,0,0,-302,0,,3050
[10/02/2019 00:30],,,704,2013,0,1085,,0,0,-302,0,,3050
[10/02/2019 01:00],,,704,2013,0,1085,,0,0,-49,0,,3311
[10/02/2019 01:30],,,704,2013,0,1085,,0,0,-49,0,,3311
[10/02/2019 02:00],,,704,1916,0,976,,0,0,0,0,,3231
[10/02/2019 02:30],,,704,1916,0,976,,0,0,0,0,,3231
[10/02/2019 03:00],,,704,1817,49,926,,0,0,0,0,,3883
[10/02/2019 03:30],,,704,1817,49,926,,0,0,0,0,,3883
[10/02/2019 04:00],,,704,1818,284,923,,0,0,0,0,,3822
[10/02/2019 04:30],,,704,1818,284,923,,0,0,0,0,,3822
[10/02/2019 05:00],,,704,1818,483,923,,0,0,0,0,,4053
[10/02/2019 05:30],,,704,1818,483,923,,0,0,0,0,,4053
[10/02/2019 06:00],,,704,1815,484,923,,0,0,0,0,,4050
[10/02/2019 06:30],,,704,1815,484,923,,0,0,0,0,,4050
[10/02/2019 07:00],,,704,1912,268,973,,0,0,0,0,,4141
[10/02/2019 07:30],,,704,1912,268,973,,0,0,0,0,,4141
[10/02/2019 08:00],,,733,2013,371,1025,,0,0,0,0,,4372
[10/02/2019 08:30],,,733,2013,371,1025,,0,0,0,0,,4372
[10/02/2019 09:00],,,814,2013,500,1085,,0,0,0,0,,4510
[10/02/2019 09:30],,,814,2013,500,1085,,0,0,0,0,,4510
[10/02/2019 10:00],,,885,2014,500,1085,,0,0,0,0,,4559
[10/02/2019 10:30],,,885,2014,500,1085,,0,0,0,0,,4559
[10/02/2019 11:00],,,843,2014,500,1085,,0,0,0,0,,4517
[10/02/2019 11:30],,,843,2014,500,1085,,0,0,0,0,,4517
[10/02/2019 12:00],,,792,2014,500,1025,,0,0,0,0,,4028
[10/02/2019 12:30],,,792,2014,500,1025,,0,0,0,0,,4028
[10/02/2019 13:00],,,762,2013,444,1024,,0,0,0,0,,3799
[10/02/2019 13:30],,,762,2013,444,1024,,0,0,0,0,,3799
[10/02/2019 14:00],,,762,2013,490,1024,,0,0,0,0,,3799
[10/02/2019 14:30],,,762,2013,490,1024,,0,0,0,0,,3799
[10/02/2019 15:00],,,787,2013,500,1024,,0,0,0,0,,3824
[10/02/2019 15:30],,,787,2013,500,1024,,0,0,0,0,,3824
[10/02/2019 16:00],,,846,2013,500,1024,,0,0,0,0,,3883
[10/02/2019 16:30],,,846,2013,500,1024,,0,0,0,0,,3883
[10/02/2019 17:00],,,953,2014,500,1085,,0,0,0,0,,4052
[10/02/2019 17:30],,,953,2014,500,1085,,0,0,0,0,,4052
[10/02/2019 18:00],,,1023,2014,417,1085,,0,0,0,0,,4122
[10/02/2019 18:30],,,1023,2014,417,1085,,0,0,0,0,,4122
[10/02/2019 19:00],,,1023,2014,499,1085,,0,0,0,0,,4122
[10/02/2019 19:30],,,1023,2014,499,1085,,0,0,0,0,,4122
[10/02/2019 20:00],,,953,2013,461,1085,,0,0,0,0,,4051
[10/02/2019 20:30],,,953,2013,461,1085,,0,0,0,0,,4051
[10/02/2019 21:00],,,793,2013,469,1025,,0,0,0,0,,3831
[10/02/2019 21:30],,,793,2013,469,1025,,0,0,0,0,,3831
[10/02/2019 22:00],,,705,2013,242,1025,,0,0,0,0,,3743
[10/02/2019 22:30],,,705,2013,242,1025,,0,0,0,0,,3743
[10/02/2019 23:00],,,906,2013,89,1023,,0,0,0,0,,3036
[10/02/2019 23:30],,,906,2013,89,1023,,0,0,0,0,,3036
[11/02/2019 00:00],,,907,1964,10,1000,,0,0,0,0,,3871
[11/02/2019 00:30],,,907,1964,10,1000,,0,0,0,0,,3871
[11/02/2019 01:00],,,907,1963,5,1000,,0,0,0,0,,4020
[11/02/2019 01:30],,,907,1963,5,1000,,0,0,0,0,,4020
[11/02/2019 02:00],,,907,1963,0,1000,,0,0,0,0,,3881
[11/02/2019 02:30],,,907,1963,0,1000,,0,0,0,0,,3881
[11/02/2019 03:00],,,907,1963,0,1000,,0,0,0,0,,3846
[11/02/2019 03:30],,,907,1963,0,1000,,0,0,0,0,,3846
[11/02/2019 04:00],,,907,2013,0,1023,,0,0,0,0,,3747
[11/02/2019 04:30],,,907,2013,0,1023,,0,0,0,0,,3747
[11/02/2019 05:00],,,1022,2014,0,836,,0,0,-21,0,,3569
[11/02/2019 05:30],,,1022,2014,0,836,,0,0,-21,0,,3569
[11/02/2019 06:00],,,802,2014,0,0,,0,0,-18,-101,,2290
[11/02/2019 06:30],,,802,2014,0,0,,0,0,-18,-101,,2290
[11/02/2019 07:00],,,4,2015,0,0,,-32,0,-172,-100,,1488
[11/02/2019 07:30],,,4,2015,0,0,,-32,0,-172,-100,,1488
[11/02/2019 08:00],,,899,2014,0,202,,0,0,-326,0,,2397
[11/02/2019 08:30],,,899,2014,0,202,,0,0,-326,0,,2397
[11/02/2019 09:00],,,576,2015,0,841,,0,0,-526,0,,2454
[11/02/2019 09:30],,,576,2015,0,841,,0,0,-526,0,,2454
[11/02/2019 10:00],,,1,2014,0,1083,,-18,0,-530,0,,2098
[11/02/2019 10:30],,,1,2014,0,1083,,-18,0,-530,0,,2098
[11/02/2019 11:00],,,348,2014,0,1044,,0,0,-530,0,,2846
[11/02/2019 11:30],,,348,2014,0,1044,,0,0,-530,0,,2846
[11/02/2019 12:00],,,214,2014,0,1004,,0,0,-530,0,,2455
[11/02/2019 12:30],,,214,2014,0,1004,,0,0,-530,0,,2455
[11/02/2019 13:00],,,604,2014,0,1002,,0,0,-530,0,,2638
[11/02/2019 13:30],,,604,2014,0,1002,,0,0,-530,0,,2638
[11/02/2019 14:00],,,1018,2014,0,997,,0,0,-530,0,,3047
[11/02/2019 14:30],,,1018,2014,0,997,,0,0,-530,0,,3047
[11/02/2019 15:00],,,825,2014,0,377,,0,0,-434,0,,2362
[11/02/2019 15:30],,,825,2014,0,377,,0,0,-434,0,,2362
[11/02/2019 16:00],,,1022,2014,0,717,,0,0,-323,0,,3058
[11/02/2019 16:30],,,1022,2014,0,717,,0,0,-323,0,,3058
[11/02/2019 17:00],,,1023,2015,0,1032,,0,0,-226,0,,3529
[11/02/2019 17:30],,,1023,2015,0,1032,,0,0,-226,0,,3529
[11/02/2019 18:00],,,1023,2015,0,1035,,0,0,-48,0,,3728
[11/02/2019 18:30],,,1023,2015,0,1035,,0,0,-48,0,,3728
[11/02/2019 19:00],,,1023,2015,1,1010,,0,0,-18,0,,3891
[11/02/2019 19:30],,,1023,2015,1,1010,,0,0,-18,0,,3891
[11/02/2019 20:00],,,1021,2014,111,1013,,0,0,0,0,,4028
[11/02/2019 20:30],,,1021,2014,111,1013,,0,0,0,0,,4028
[11/02/2019 21:00],,,697,2013,303,1025,,0,0,0,0,,3735
[11/02/2019 21:30],,,697,2013,303,1025,,0,0,0,0,,3735
[11/02/2019 22:00],,,33,2014,166,1025,,0,0,0,0,,3071
[11/02/2019 22:30],,,33,2014,166,1025,,0,0,0,0,,3071
[11/02/2019 23:00],,,985,1913,59,974,,0,0,0,0,,2887
[11/02/2019 23:30],,,985,1913,59,974,,0,0,0,0,,2887
[12/02/2019 00:00],,,1023,1912,221,974,,0,0,0,0,,3909
[12/02/2019 00:30],,,1023,1912,221,974,,0,0,0,0,,3909
[12/02/2019 01:00],,,983,1913,482,974,,0,0,0,0,,4495
[12/02/2019 01:30],,,983,1913,482,974,,0,0,0,0,,4495
[12/02/2019 02:00],,,984,1912,500,974,,0,0,0,0,,4513
[12/02/2019 02:30],,,984,1912,500,974,,0,0,0,0,,4513
[12/02/2019 03:00],,,984,1912,500,974,,0,0,0,0,,4512
[12/02/2019 03:30],,,984,1912,500,974,,0,0,0,0,,4512
[12/02/2019 04:00],,,983,1887,500,912,,0,0,0,0,,4425
[12/02/2019 04:30],,,983,1887,500,912,,0,0,0,0,,4425
[12/02/2019 05:00],,,790,60,500,247,,0,0,0,0,,1533
[12/02/2019 05:30],,,790,60,500,247,,0,0,0,0,,1533
[12/02/2019 06:00],,,15,1481,500,0,,0,0,0,-410,,1256
[12/02/2019 06:30],,,15,1481,500,0,,0,0,0,-410,,1256
[12/02/2019 07:00],,,0,2012,500,0,,-82,0,0,-102,,1828
[12/02/2019 07:30],,,0,2012,500,0,,-82,0,0,-102,,1828
[12/02/2019 08:00],,,460,2013,488,0,,0,0,0,-244,,2229
[12/02/2019 08:30],,,460,2013,488,0,,0,0,0,-244,,2229
[12/02/2019 09:00],,,709,2013,293,0,,0,0,0,-221,,2501
[12/02/2019 09:30],,,709,2013,293,0,,0,0,0,-221,,2501
[12/02/2019 10:00],,,171,1917,171,0,,0,0,0,-100,,1988
[12/02/2019 10:30],,,171,1917,171,0,,0,0,0,-100,,1988
[12/02/2019 11:00],,,87,693,27,983,,0,0,0,0,,1794
[12/02/2019 11:30],,,87,693,27,983,,0,0,0,0,,1794
[12/02/2019 12:00],,,995,109,0,945,,0,0,0,0,,2142
[12/02/2019 12:30],,,995,109,0,945,,0,0,0,0,,2142
[12/02/2019 13:00],,,391,1918,0,0,,0,0,0,0,,2200
[12/02/2019 13:30],,,391,1918,0,0,,0,0,0,0,,2200
[12/02/2019 14:00],,,889,2013,0,0,,0,0,-65,0,,2572
[12/02/2019 14:30],,,889,2013,0,0,,0,0,-65,0,,2572
[12/02/2019 15:00],,,491,2013,0,686,,0,0,-277,0,,2477
[12/02/2019 15:30],,,491,2013,0,686,,0,0,-277,0,,2477
[12/02/2019 16:00],,,1017,2013,0,1021,,0,0,-486,0,,3112
[12/02/2019 16:30],,,1017,2013,0,1021,,0,0,-486,0,,3112
[12/02/2019 17:00],,,1023,2013,0,1085,,0,0,-530,0,,3139
[12/02/2019 17:30],,,1023,2013,0,1085,,0,0,-530,0,,3139
[12/02/2019 18:00],,,1023,2014,0,1085,,0,0,-530,0,,3139
[12/02/2019 18:30],,,1023,2014,0,1085,,0,0,-530,0,,3139
[12/02/2019 19:00],,,1023,2014,0,1085,,0,0,-353,0,,3317
[12/02/2019 19:30],,,1023,2014,0,1085,,0,0,-353,0,,3317
[12/02/2019 20:00],,,1023,2013,0,1085,,0,0,-68,0,,3605
[12/02/2019 20:30],,,1023,2013,0,1085,,0,0,-68,0,,3605
[12/02/2019 21:00],,,913,2013,31,1025,,0,0,0,0,,3665
[12/02/2019 21:30],,,913,2013,31,1025,,0,0,0,0,,3665
[12/02/2019 22:00],,,794,2014,0,1025,,0,0,0,0,,3788
[12/02/2019 22:30],,,794,2014,0,1025,,0,0,0,0,,3788
[12/02/2019 23:00],,,907,1912,93,975,,0,0,0,0,,3686
[12/02/2019 23:30],,,907,1912,93,975,,0,0,0,0,,3686
[13/02/2019 00:00],,,907,1912,406,975,,0,0,0,0,,3790
[13/02/2019 00:30],,,907,1912,406,975,,0,0,0,0,,3790
[13/02/2019 01:00],,,857,1815,500,925,,0,0,0,0,,4250
[13/02/2019 01:30],,,857,1815,500,925,,0,0,0,0,,4250
[13/02/2019 02:00],,,856,1816,500,925,,0,0,0,0,,4251
[13/02/2019 02:30],,,856,1816,500,925,,0,0,0,0,,4251
[13/02/2019 03:00],,,856,1715,500,876,,0,0,0,0,,4101
[13/02/2019 03:30],,,856,1715,500,876,,0,0,0,0,,4101
[13/02/2019 04:00],,,841,1326,500,874,,0,0,0,0,,3686
[13/02/2019 04:30],,,841,1326,500,874,,0,0,0,0,,3686
[13/02/2019 05:00],,,15,1502,500,783,,0,0,0,0,,2660
[13/02/2019 05:30],,,15,1502,500,783,,0,0,0,0,,2660
[13/02/2019 06:00],,,2,1209,500,1022,,0,0,0,0,,2407
[13/02/2019 06:30],,,2,1209,500,1022,,0,0,0,0,,2407
[13/02/2019 07:00],,,730,1975,491,1024,,0,0,0,0,,3873
[13/02/2019 07:30],,,730,1975,491,1024,,0,0,0,0,,3873
[13/02/2019 08:00],,,892,2013,322,1084,,0,0,0,0,,4248
[13/02/2019 08:30],,,892,2013,322,1084,,0,0,0,0,,4248
[13/02/2019 09:00],,,1018,2012,206,856,,0,0,0,0,,4037
[13/02/2019 09:30],,,1018,2012,206,856,,0,0,0,0,,4037
[13/02/2019 10:00],,,571,1873,161,1033,,0,0,0,0,,3477
[13/02/2019 10:30],,,571,1873,161,1033,,0,0,0,0,,3477
[13/02/2019 11:00],,,150,2012,21,1085,,0,0,0,0,,3377
[13/02/2019 11:30],,,150,2012,21,1085,,0,0,0,0,,3377
[13/02/2019 12:00],,,522,2013,0,1025,,0,0,0,0,,3684
[13/02/2019 12:30],,,522,2013,0,1025,,0,0,0,0,,3684
[13/02/2019 13:00],,,1017,2014,0,1025,,0,0,0,0,,4056
[13/02/2019 13:30],,,1017,2014,0,1025,,0,0,0,0,,4056
[13/02/2019 14:00],,,1023,2014,0,1023,,0,0,0,0,,4060
[13/02/2019 14:30],,,1023,2014,0,1023,,0,0,0,0,,4060
[13/02/2019 15:00],,,1023,2014,111,1024,,0,0,0,0,,4061
[13/02/2019 15:30],,,1023,2014,111,1024,,0,0,0,0,,4061
[13/02/2019 16:00],,,1023,2014,82,903,,0,0,0,0,,3940
[13/02/2019 16:30],,,1023,2014,82,903,,0,0,0,0,,3940
[13/02/2019 17:00],,,1023,2013,0,1084,,0,0,0,0,,4120
[13/02/2019 17:30],,,1023,2013,0,1084,,0,0,0,0,,4120
[13/02/2019 18:00],,,1023,2013,0,1085,,0,0,0,0,,4089
[13/02/2019 18:30],,,1023,2013,0,1085,,0,0,0,0,,4089
[13/02/2019 19:00],,,1023,2013,0,1085,,0,0,0,0,,3897
[13/02/2019 19:30],,,1023,2013,0,1085,,0,0,0,0,,3897
[13/02/2019 20:00],,,1019,2013,0,1085,,0,0,0,0,,4049
[13/02/2019 20:30],,,1019,2013,0,1085,,0,0,0,0,,4049
[13/02/2019 21:00],,,589,2013,85,1024,,0,0,0,0,,3626
[13/02/2019 21:30],,,589,2013,85,1024,,0,0,0,0,,3626
[13/02/2019 22:00],,,24,1944,0,1024,,0,0,0,0,,2991
[13/02/2019 22:30],,,24,1944,0,1024,,0,0,0,0,,2991
[13/02/2019 23:00],,,832,1808,88,924,,0,0,0,0,,3566
[13/02/2019 23:30],,,832,1808,88,924,,0,0,0,0,,3566
[14/02/2019 00:00],,,815,1813,182,925,,0,0,0,0,,3553
[14/02/2019 00:30],,,815,1813,182,925,,0,0,0,0,,3553
[14/02/2019 01:00],,,815,1813,375,924,,0,0,0,0,,4073
[14/02/2019 01:30],,,815,1813,375,924,,0,0,0,0,,4073
[14/02/2019 02:00],,,815,1814,319,924,,0,0,0,0,,4104
[14/02/2019 02:30],,,815,1814,319,924,,0,0,0,0,,4104
[14/02/2019 03:00],,,815,1815,431,924,,0,0,0,0,,4175
[14/02/2019 03:30],,,815,1815,431,924,,0,0,0,0,,4175
[14/02/2019 04:00],,,811,1763,500,897,,0,0,0,0,,3887
[14/02/2019 04:30],,,811,1763,500,897,,0,0,0,0,,3887
[14/02/2019 05:00],,,356,1813,500,924,,0,0,0,0,,3100
[14/02/2019 05:30],,,356,1813,500,924,,0,0,0,0,,3100
[14/02/2019 06:00],,,901,2012,484,1012,,0,0,0,0,,3972
[14/02/2019 06:30],,,901,2012,484,1012,,0,0,0,0,,3972
[14/02/2019 07:00],,,1023,2012,271,1024,,0,0,0,0,,4059
[14/02/2019 07:30],,,1023,2012,271,1024,,0,0,0,0,,4059
[14/02/2019 08:00],,,1023,2013,46,1085,,0,0,0,0,,4213
[14/02/2019 08:30],,,1023,2013,46,1085,,0,0,0,0,,4213
[14/02/2019 09:00],,,1023,2004,0,1018,,0,0,0,0,,4153
[14/02/2019 09:30],,,1023,2004,0,1018,,0,0,0,0,,4153
[14/02/2019 10:00],,,1023,840,0,1085,,0,0,0,0,,3022
[14/02/2019 10:30],,,1023,840,0,1085,,0,0,0,0,,3022
[14/02/2019 11:00],,,1023,692,0,1085,,0,0,0,0,,2961
[14/02/2019 11:30],,,1023,692,0,1085,,0,0,0,0,,2961
[14/02/2019 12:00],,,1023,1673,0,1025,,0,0,0,0,,4135
