Date (WET),PRIMARY HOLDING PRICE,SECONDARY HOLDING PRICE,HIGH HOLDING PRICE,PRIMARY HOLDING VOLUME,SECONDARY HOLDING VOLUME,HIGH HOLDING VOLUME
,GBP/MW/h,GBP/MW/h,GBP/MW/h,MW,MW,MW
[26/02/2019 03:00],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 03:30],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 04:00],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 04:30],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 05:00],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 05:30],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 06:00],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 06:30],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 07:00],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 07:30],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 08:00],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 08:30],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 09:00],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 09:30],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 10:00],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 10:30],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 11:00],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 11:30],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 12:00],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 12:30],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 13:00],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 13:30],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 14:00],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 14:30],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 15:00],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 15:30],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 16:00],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 16:30],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 17:00],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 17:30],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 18:00],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 18:30],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 19:00],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 19:30],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 20:00],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 20:30],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 21:00],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 21:30],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 22:00],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 22:30],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 23:00],218.74,218.00,52.16,181.6,125.2,-409.7
[26/02/2019 23:30],218.74,218.00,52.16,181.6,125.2,-409.7
[27/02/2019 00:00],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 00:30],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 01:00],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 01:30],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 02:00],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 02:30],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 03:00],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 03:30],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 04:00],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 04:30],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 05:00],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 05:30],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 06:00],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 06:30],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 07:00],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 07:30],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 08:00],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 08:30],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 09:00],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 09:30],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 10:00],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 10:30],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 11:00],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 11:30],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 12:00],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 12:30],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 13:00],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 13:30],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 14:00],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 14:30],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 15:00],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 15:30],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 16:00],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 16:30],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 17:00],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 17:30],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 18:00],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 18:30],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 19:00],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 19:30],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 20:00],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 20:30],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 21:00],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 21:30],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 22:00],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 22:30],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 23:00],218.74,218.00,52.16,112.4,79.4,-479.6
[27/02/2019 23:30],218.74,218.00,52.16,112.4,79.4,-479.6
[28/02/2019 00:00],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 00:30],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 01:00],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 01:30],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 02:00],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 02:30],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 03:00],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 03:30],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 04:00],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 04:30],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 05:00],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 05:30],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 06:00],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 06:30],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 07:00],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 07:30],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 08:00],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 08:30],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 09:00],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 09:30],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 10:00],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 10:30],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 11:00],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 11:30],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 12:00],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 12:30],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 13:00],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 13:30],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 14:00],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 14:30],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 15:00],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 15:30],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 16:00],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 16:30],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 17:00],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 17:30],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 18:00],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 18:30],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 19:00],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 19:30],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 20:00],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 20:30],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 21:00],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 21:30],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 22:00],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 22:30],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 23:00],218.74,218.00,52.16,129.0,83.7,-444.6
[28/02/2019 23:30],218.74,218.00,52.16,129.0,83.7,-444.6
[01/03/2019 00:00],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 00:30],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 01:00],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 01:30],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 02:00],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 02:30],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 03:00],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 03:30],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 04:00],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 04:30],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 05:00],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 05:30],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 06:00],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 06:30],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 07:00],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 07:30],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 08:00],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 08:30],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 09:00],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 09:30],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 10:00],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 10:30],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 11:00],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 11:30],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 12:00],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 12:30],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 13:00],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 13:30],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 14:00],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 14:30],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 15:00],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 15:30],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 16:00],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 16:30],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 17:00],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 17:30],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 18:00],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 18:30],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 19:00],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 19:30],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 20:00],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 20:30],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 21:00],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 21:30],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 22:00],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 22:30],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 23:00],218.74,218.00,52.15,247.7,144.7,-466.6
[01/03/2019 23:30],218.74,218.00,52.15,247.7,144.7,-466.6
[02/03/2019 00:00],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 00:30],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 01:00],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 01:30],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 02:00],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 02:30],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 03:00],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 03:30],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 04:00],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 04:30],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 05:00],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 05:30],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 06:00],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 06:30],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 07:00],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 07:30],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 08:00],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 08:30],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 09:00],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 09:30],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 10:00],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 10:30],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 11:00],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 11:30],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 12:00],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 12:30],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 13:00],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 13:30],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 14:00],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 14:30],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 15:00],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 15:30],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 16:00],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 16:30],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 17:00],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 17:30],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 18:00],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 18:30],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 19:00],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 19:30],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 20:00],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 20:30],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 21:00],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 21:30],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 22:00],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 22:30],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 23:00],218.74,218.00,52.15,330.3,212.0,-501.8
[02/03/2019 23:30],218.74,218.00,52.15,330.3,212.0,-501.8
[03/03/2019 00:00],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 00:30],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 01:00],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 01:30],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 02:00],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 02:30],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 03:00],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 03:30],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 04:00],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 04:30],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 05:00],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 05:30],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 06:00],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 06:30],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 07:00],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 07:30],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 08:00],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 08:30],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 09:00],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 09:30],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 10:00],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 10:30],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 11:00],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 11:30],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 12:00],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 12:30],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 13:00],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 13:30],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 14:00],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 14:30],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 15:00],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 15:30],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 16:00],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 16:30],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 17:00],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 17:30],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 18:00],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 18:30],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 19:00],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 19:30],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 20:00],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 20:30],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 21:00],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 21:30],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 22:00],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 22:30],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 23:00],218.74,218.00,52.15,283.7,170.8,-456.4
[03/03/2019 23:30],218.74,218.00,52.15,283.7,170.8,-456.4
[04/03/2019 00:00],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 00:30],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 01:00],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 01:30],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 02:00],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 02:30],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 03:00],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 03:30],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 04:00],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 04:30],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 05:00],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 05:30],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 06:00],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 06:30],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 07:00],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 07:30],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 08:00],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 08:30],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 09:00],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 09:30],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 10:00],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 10:30],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 11:00],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 11:30],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 12:00],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 12:30],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 13:00],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 13:30],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 14:00],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 14:30],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 15:00],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 15:30],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 16:00],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 16:30],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 17:00],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 17:30],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 18:00],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 18:30],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 19:00],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 19:30],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 20:00],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 20:30],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 21:00],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 21:30],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 22:00],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 22:30],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 23:00],218.74,218.00,52.15,258.8,153.7,-459.5
[04/03/2019 23:30],218.74,218.00,52.15,258.8,153.7,-459.5
[05/03/2019 00:00],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 00:30],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 01:00],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 01:30],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 02:00],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 02:30],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 03:00],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 03:30],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 04:00],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 04:30],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 05:00],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 05:30],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 06:00],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 06:30],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 07:00],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 07:30],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 08:00],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 08:30],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 09:00],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 09:30],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 10:00],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 10:30],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 11:00],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 11:30],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 12:00],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 12:30],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 13:00],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 13:30],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 14:00],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 14:30],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 15:00],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 15:30],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 16:00],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 16:30],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 17:00],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 17:30],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 18:00],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 18:30],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 19:00],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 19:30],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 20:00],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 20:30],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 21:00],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 21:30],218.74,218.00,52.15,208.8,143.4,-429.8
