Date (WET),PRIMARY HOLDING PRICE,SECONDARY HOLDING PRICE,HIGH HOLDING PRICE,PRIMARY HOLDING VOLUME,SECONDARY HOLDING VOLUME,HIGH HOLDING VOLUME
,GBP/MW/h,GBP/MW/h,GBP/MW/h,MW,MW,MW
[15/05/2020 06:00],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 06:30],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 07:00],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 07:30],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 08:00],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 08:30],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 09:00],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 09:30],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 10:00],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 10:30],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 11:00],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 11:30],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 12:00],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 12:30],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 13:00],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 13:30],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 14:00],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 14:30],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 15:00],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 15:30],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 16:00],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 16:30],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 17:00],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 17:30],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 18:00],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 18:30],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 19:00],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 19:30],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 20:00],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 20:30],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 21:00],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 21:30],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 22:00],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 22:30],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 23:00],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 23:30],213.05,212.36,51.53,157.2,112.6,-236.4
[16/05/2020 00:00],213.05,212.36,51.53,97.5,69.8,-139.9
[16/05/2020 00:30],213.05,212.36,51.53,97.5,69.8,-139.9
[16/05/2020 01:00],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 01:30],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 02:00],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 02:30],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 03:00],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 03:30],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 04:00],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 04:30],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 05:00],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 05:30],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 06:00],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 06:30],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 07:00],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 07:30],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 08:00],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 08:30],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 09:00],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 09:30],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 10:00],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 10:30],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 11:00],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 11:30],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 12:00],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 12:30],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 13:00],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 13:30],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 14:00],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 14:30],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 15:00],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 15:30],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 16:00],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 16:30],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 17:00],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 17:30],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 18:00],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 18:30],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 19:00],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 19:30],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 20:00],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 20:30],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 21:00],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 21:30],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 22:00],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 22:30],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 23:00],213.05,212.36,51.53,65.5,42.4,-89.5
[16/05/2020 23:30],213.05,212.36,51.53,65.5,42.4,-89.5
[17/05/2020 00:00],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 00:30],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 01:00],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 01:30],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 02:00],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 02:30],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 03:00],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 03:30],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 04:00],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 04:30],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 05:00],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 05:30],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 06:00],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 06:30],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 07:00],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 07:30],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 08:00],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 08:30],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 09:00],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 09:30],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 10:00],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 10:30],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 11:00],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 11:30],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 12:00],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 12:30],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 13:00],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 13:30],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 14:00],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 14:30],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 15:00],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 15:30],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 16:00],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 16:30],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 17:00],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 17:30],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 18:00],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 18:30],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 19:00],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 19:30],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 20:00],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 20:30],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 21:00],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 21:30],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 22:00],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 22:30],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 23:00],213.05,212.36,51.53,120.8,81.2,-158.1
[17/05/2020 23:30],213.05,212.36,51.53,120.8,81.2,-158.1
[18/05/2020 00:00],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 00:30],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 01:00],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 01:30],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 02:00],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 02:30],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 03:00],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 03:30],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 04:00],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 04:30],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 05:00],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 05:30],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 06:00],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 06:30],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 07:00],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 07:30],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 08:00],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 08:30],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 09:00],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 09:30],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 10:00],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 10:30],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 11:00],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 11:30],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 12:00],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 12:30],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 13:00],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 13:30],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 14:00],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 14:30],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 15:00],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 15:30],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 16:00],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 16:30],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 17:00],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 17:30],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 18:00],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 18:30],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 19:00],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 19:30],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 20:00],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 20:30],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 21:00],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 21:30],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 22:00],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 22:30],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 23:00],213.05,212.36,51.53,214.7,145.4,-269.9
[18/05/2020 23:30],213.05,212.36,51.53,214.7,145.4,-269.9
[19/05/2020 00:00],213.05,212.36,51.53,183.6,130.9,-287.3
[19/05/2020 00:30],213.05,212.36,51.53,183.6,130.9,-287.3
[19/05/2020 01:00],213.05,212.36,51.53,183.6,130.9,-287.3
[19/05/2020 01:30],213.05,212.36,51.53,183.6,130.9,-287.3
[19/05/2020 02:00],213.05,212.36,51.53,183.6,130.9,-287.3
[19/05/2020 02:30],213.05,212.36,51.53,183.6,130.9,-287.3
[19/05/2020 03:00],213.05,212.36,51.53,183.6,130.9,-287.3
[19/05/2020 03:30],213.05,212.36,51.53,183.6,130.9,-287.3
[19/05/2020 04:00],213.05,212.36,51.53,183.6,130.9,-287.3
[19/05/2020 04:30],213.05,212.36,51.53,183.6,130.9,-287.3
[19/05/2020 05:00],213.05,212.36,51.53,183.6,130.9,-61.2
[19/05/2020 05:30],213.05,212.36,51.53,183.6,130.9,-61.2
[19/05/2020 06:00],213.05,212.36,51.53,183.6,130.9,-61.2
[19/05/2020 06:30],213.05,212.36,51.53,183.6,130.9,-61.2
[19/05/2020 07:00],213.05,212.36,51.53,183.6,130.9,-61.2
[19/05/2020 07:30],213.05,212.36,51.53,183.6,130.9,-61.2
[19/05/2020 08:00],213.05,212.36,51.53,183.6,130.9,-61.2
[19/05/2020 08:30],213.05,212.36,51.53,183.6,130.9,-61.2
[19/05/2020 09:00],213.05,212.36,51.53,183.6,130.9,-61.2
[19/05/2020 09:30],213.05,212.36,51.53,183.6,130.9,-61.2
[19/05/2020 10:00],213.05,212.36,51.53,183.6,130.9,-61.2
[19/05/2020 10:30],213.05,212.36,51.53,183.6,130.9,-61.2
[19/05/2020 11:00],213.05,212.36,51.53,183.6,130.9,-61.2
[19/05/2020 11:30],213.05,212.36,51.53,183.6,130.9,-61.2
[19/05/2020 12:00],213.05,212.36,51.53,183.6,130.9,-61.2
[19/05/2020 12:30],213.05,212.36,51.53,183.6,130.9,-61.2
[19/05/2020 13:00],213.05,212.36,51.53,183.6,130.9,-61.2
[19/05/2020 13:30],213.05,212.36,51.53,183.6,130.9,-61.2
[19/05/2020 14:00],213.05,212.36,51.53,183.6,130.9,-61.2
[19/05/2020 14:30],213.05,212.36,51.53,183.6,130.9,-61.2
[19/05/2020 15:00],213.05,212.36,51.53,183.6,130.9,-61.2
[19/05/2020 15:30],213.05,212.36,51.53,183.6,130.9,-61.2
[19/05/2020 16:00],213.05,212.36,51.53,183.6,130.9,-61.2
[19/05/2020 16:30],213.05,212.36,51.53,183.6,130.9,-61.2
[19/05/2020 17:00],213.05,212.36,51.53,183.6,130.9,-61.2
[19/05/2020 17:30],213.05,212.36,51.53,183.6,130.9,-61.2
[19/05/2020 18:00],213.05,212.36,51.53,183.6,130.9,-61.2
[19/05/2020 18:30],213.05,212.36,51.53,183.6,130.9,-61.2
[19/05/2020 19:00],213.05,212.36,51.53,183.6,130.9,-61.2
[19/05/2020 19:30],213.05,212.36,51.53,183.6,130.9,-61.2
[19/05/2020 20:00],213.05,212.36,51.53,183.6,130.9,-61.2
[19/05/2020 20:30],213.05,212.36,51.53,183.6,130.9,-61.2
[19/05/2020 21:00],213.05,212.36,51.53,183.6,130.9,-61.2
[19/05/2020 21:30],213.05,212.36,51.53,183.6,130.9,-61.2
[19/05/2020 22:00],213.05,212.36,51.53,183.6,130.9,-61.2
[19/05/2020 22:30],213.05,212.36,51.53,183.6,130.9,-61.2
[19/05/2020 23:00],213.05,212.36,51.53,183.6,130.9,-61.2
[19/05/2020 23:30],213.05,212.36,51.53,183.6,130.9,-61.2
[20/05/2020 00:00],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 00:30],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 01:00],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 01:30],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 02:00],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 02:30],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 03:00],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 03:30],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 04:00],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 04:30],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 05:00],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 05:30],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 06:00],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 06:30],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 07:00],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 07:30],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 08:00],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 08:30],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 09:00],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 09:30],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 10:00],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 10:30],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 11:00],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 11:30],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 12:00],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 12:30],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 13:00],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 13:30],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 14:00],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 14:30],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 15:00],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 15:30],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 16:00],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 16:30],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 17:00],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 17:30],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 18:00],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 18:30],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 19:00],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 19:30],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 20:00],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 20:30],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 21:00],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 21:30],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 22:00],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 22:30],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 23:00],213.05,212.36,51.53,147.0,107.0,-242.0
[20/05/2020 23:30],213.05,212.36,51.53,147.0,107.0,-242.0
[21/05/2020 00:00],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 00:30],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 01:00],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 01:30],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 02:00],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 02:30],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 03:00],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 03:30],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 04:00],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 04:30],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 05:00],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 05:30],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 06:00],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 06:30],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 07:00],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 07:30],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 08:00],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 08:30],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 09:00],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 09:30],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 10:00],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 10:30],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 11:00],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 11:30],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 12:00],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 12:30],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 13:00],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 13:30],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 14:00],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 14:30],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 15:00],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 15:30],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 16:00],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 16:30],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 17:00],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 17:30],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 18:00],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 18:30],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 19:00],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 19:30],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 20:00],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 20:30],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 21:00],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 21:30],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 22:00],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 22:30],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 23:00],213.05,212.36,51.53,173.9,106.0,-214.8
[21/05/2020 23:30],213.05,212.36,51.53,173.9,106.0,-214.8
[22/05/2020 00:00],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 00:30],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 01:00],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 01:30],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 02:00],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 02:30],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 03:00],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 03:30],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 04:00],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 04:30],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 05:00],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 05:30],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 06:00],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 06:30],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 07:00],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 07:30],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 08:00],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 08:30],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 09:00],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 09:30],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 10:00],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 10:30],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 11:00],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 11:30],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 12:00],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 12:30],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 13:00],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 13:30],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 14:00],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 14:30],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 15:00],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 15:30],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 16:00],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 16:30],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 17:00],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 17:30],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 18:00],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 18:30],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 19:00],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 19:30],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 20:00],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 20:30],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 21:00],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 21:30],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 22:00],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 22:30],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 23:00],213.05,212.36,51.53,343.2,168.7,-278.8
[22/05/2020 23:30],213.05,212.36,51.53,343.2,168.7,-278.8
[23/05/2020 00:00],213.05,212.36,51.53,244.0,147.1,-205.3
[23/05/2020 00:30],213.05,212.36,51.53,244.0,147.1,-205.3
