Date (WET),DLH,Dynamic Containment,Dynamic FFR,EFR,Fast Reserve,LFS,MFR High,MFR Primary,MFR Secondary,Static FFR,STOR (DAY AHEAD),STOR (HISTORIC)
,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW
[12/01/2020 01:00],100.0,,407.0,201.0,94.0,32.0,352.8,294.2,184.7,15.0,,0.0
[12/01/2020 01:30],100.0,,407.0,201.0,94.0,32.0,352.8,294.2,184.7,15.0,,0.0
[12/01/2020 02:00],100.0,,407.0,201.0,94.0,32.0,352.8,294.2,184.7,15.0,,0.0
[12/01/2020 02:30],100.0,,407.0,201.0,94.0,32.0,352.8,294.2,184.7,15.0,,0.0
[12/01/2020 03:00],100.0,,407.0,201.0,94.0,34.0,352.8,294.2,184.7,15.0,,0.0
[12/01/2020 03:30],100.0,,407.0,201.0,94.0,34.0,352.8,294.2,184.7,15.0,,0.0
[12/01/2020 04:00],100.0,,407.0,201.0,94.0,34.0,352.8,294.2,184.7,15.0,,0.0
[12/01/2020 04:30],100.0,,407.0,201.0,94.0,34.0,352.8,294.2,184.7,15.0,,0.0
[12/01/2020 05:00],100.0,,407.0,201.0,94.0,34.0,352.8,294.2,184.7,15.0,,0.0
[12/01/2020 05:30],100.0,,407.0,201.0,94.0,34.0,352.8,294.2,184.7,15.0,,0.0
[12/01/2020 06:00],100.0,,407.0,201.0,94.0,34.0,352.8,294.2,184.7,15.0,,0.0
[12/01/2020 06:30],100.0,,407.0,201.0,94.0,34.0,352.8,294.2,184.7,15.0,,0.0
[12/01/2020 07:00],88.0,,422.0,201.0,490.0,29.0,352.8,294.2,184.7,15.0,,0.0
[12/01/2020 07:30],88.0,,422.0,201.0,490.0,29.0,352.8,294.2,184.7,15.0,,0.0
[12/01/2020 08:00],88.0,,422.0,201.0,490.0,29.0,352.8,294.2,184.7,15.0,,0.0
[12/01/2020 08:30],88.0,,422.0,201.0,490.0,29.0,352.8,294.2,184.7,15.0,,0.0
[12/01/2020 09:00],88.0,,422.0,201.0,490.0,29.0,352.8,294.2,184.7,15.0,,0.0
[12/01/2020 09:30],88.0,,422.0,201.0,490.0,29.0,352.8,294.2,184.7,15.0,,0.0
[12/01/2020 10:00],88.0,,422.0,201.0,490.0,29.0,352.8,294.2,184.7,15.0,,0.0
[12/01/2020 10:30],88.0,,422.0,201.0,490.0,29.0,352.8,294.2,184.7,15.0,,1079.0
[12/01/2020 11:00],90.0,,421.0,201.0,490.0,31.0,352.8,294.2,184.7,15.0,,1079.0
[12/01/2020 11:30],90.0,,421.0,201.0,490.0,31.0,352.8,294.2,184.7,15.0,,1079.0
[12/01/2020 12:00],90.0,,401.0,201.0,490.0,31.0,352.8,294.2,184.7,15.0,,1079.0
[12/01/2020 12:30],90.0,,401.0,201.0,490.0,31.0,352.8,294.2,184.7,15.0,,1079.0
[12/01/2020 13:00],90.0,,401.0,201.0,490.0,31.0,352.8,294.2,184.7,15.0,,1079.0
[12/01/2020 13:30],90.0,,401.0,201.0,490.0,31.0,352.8,294.2,184.7,15.0,,0.0
[12/01/2020 14:00],90.0,,401.0,201.0,490.0,31.0,352.8,294.2,184.7,15.0,,0.0
[12/01/2020 14:30],90.0,,401.0,201.0,490.0,31.0,352.8,294.2,184.7,15.0,,0.0
[12/01/2020 15:00],40.0,,516.0,201.0,160.0,28.0,352.8,294.2,184.7,15.0,,0.0
[12/01/2020 15:30],40.0,,516.0,201.0,160.0,28.0,352.8,294.2,184.7,15.0,,0.0
[12/01/2020 16:00],40.0,,516.0,201.0,160.0,28.0,352.8,294.2,184.7,15.0,,1079.0
[12/01/2020 16:30],40.0,,516.0,201.0,160.0,28.0,352.8,294.2,184.7,15.0,,1079.0
[12/01/2020 17:00],40.0,,516.0,151.0,160.0,28.0,352.8,294.2,184.7,15.0,,1079.0
[12/01/2020 17:30],40.0,,516.0,151.0,160.0,28.0,352.8,294.2,184.7,15.0,,1079.0
[12/01/2020 18:00],40.0,,516.0,151.0,160.0,28.0,352.8,294.2,184.7,15.0,,1079.0
[12/01/2020 18:30],40.0,,516.0,151.0,160.0,28.0,352.8,294.2,184.7,15.0,,1079.0
[12/01/2020 19:00],31.0,,462.0,151.0,490.0,31.0,352.8,294.2,184.7,15.0,,1079.0
[12/01/2020 19:30],31.0,,462.0,151.0,490.0,31.0,352.8,294.2,184.7,15.0,,0.0
[12/01/2020 20:00],31.0,,462.0,201.0,490.0,31.0,352.8,294.2,184.7,15.0,,0.0
[12/01/2020 20:30],31.0,,462.0,201.0,490.0,31.0,352.8,294.2,184.7,15.0,,0.0
[12/01/2020 21:00],31.0,,462.0,201.0,490.0,31.0,352.8,294.2,184.7,15.0,,0.0
[12/01/2020 21:30],31.0,,462.0,201.0,490.0,31.0,352.8,294.2,184.7,15.0,,0.0
[12/01/2020 22:00],31.0,,462.0,201.0,490.0,31.0,352.8,294.2,184.7,15.0,,0.0
[12/01/2020 22:30],31.0,,462.0,201.0,490.0,31.0,352.8,294.2,184.7,15.0,,0.0
[12/01/2020 23:00],100.0,,407.0,201.0,94.0,32.0,352.8,294.2,184.7,15.0,,0.0
[12/01/2020 23:30],100.0,,407.0,201.0,94.0,32.0,352.8,294.2,184.7,15.0,,0.0
[13/01/2020 00:00],100.0,,409.0,201.0,94.0,31.0,412.9,349.1,209.3,0.0,,0.0
[13/01/2020 00:30],100.0,,409.0,201.0,94.0,31.0,412.9,349.1,209.3,0.0,,0.0
[13/01/2020 01:00],100.0,,409.0,201.0,94.0,31.0,412.9,349.1,209.3,0.0,,0.0
[13/01/2020 01:30],100.0,,409.0,201.0,94.0,31.0,412.9,349.1,209.3,0.0,,0.0
[13/01/2020 02:00],100.0,,409.0,201.0,94.0,31.0,412.9,349.1,209.3,0.0,,0.0
[13/01/2020 02:30],100.0,,409.0,201.0,94.0,31.0,412.9,349.1,209.3,0.0,,0.0
[13/01/2020 03:00],98.0,,409.0,201.0,94.0,37.0,412.9,349.1,209.3,0.0,,0.0
[13/01/2020 03:30],98.0,,409.0,201.0,94.0,37.0,412.9,349.1,209.3,0.0,,0.0
[13/01/2020 04:00],98.0,,409.0,201.0,94.0,37.0,412.9,349.1,209.3,0.0,,0.0
[13/01/2020 04:30],98.0,,409.0,201.0,94.0,37.0,412.9,349.1,209.3,0.0,,0.0
[13/01/2020 05:00],98.0,,409.0,201.0,94.0,37.0,412.9,349.1,209.3,0.0,,0.0
[13/01/2020 05:30],98.0,,409.0,201.0,94.0,37.0,412.9,349.1,209.3,0.0,,0.0
[13/01/2020 06:00],98.0,,409.0,201.0,94.0,37.0,412.9,349.1,209.3,0.0,,1079.0
[13/01/2020 06:30],98.0,,409.0,201.0,94.0,37.0,412.9,349.1,209.3,0.0,,1079.0
[13/01/2020 07:00],65.0,,444.0,201.0,490.0,31.0,412.9,349.1,209.3,0.0,,1079.0
[13/01/2020 07:30],65.0,,444.0,201.0,490.0,31.0,412.9,349.1,209.3,0.0,,1079.0
[13/01/2020 08:00],65.0,,444.0,201.0,490.0,31.0,412.9,349.1,209.3,0.0,,1079.0
[13/01/2020 08:30],65.0,,444.0,201.0,490.0,31.0,412.9,349.1,209.3,0.0,,1079.0
[13/01/2020 09:00],65.0,,444.0,201.0,490.0,31.0,412.9,349.1,209.3,0.0,,1079.0
[13/01/2020 09:30],65.0,,444.0,201.0,490.0,31.0,412.9,349.1,209.3,0.0,,1079.0
[13/01/2020 10:00],65.0,,444.0,201.0,490.0,31.0,412.9,349.1,209.3,0.0,,1079.0
[13/01/2020 10:30],65.0,,444.0,201.0,490.0,31.0,412.9,349.1,209.3,0.0,,1079.0
[13/01/2020 11:00],67.0,,443.0,201.0,490.0,33.0,412.9,349.1,209.3,0.0,,1079.0
[13/01/2020 11:30],67.0,,443.0,201.0,490.0,33.0,412.9,349.1,209.3,0.0,,1079.0
[13/01/2020 12:00],67.0,,423.0,201.0,490.0,33.0,412.9,349.1,209.3,0.0,,1079.0
[13/01/2020 12:30],67.0,,423.0,201.0,490.0,33.0,412.9,349.1,209.3,0.0,,1079.0
[13/01/2020 13:00],67.0,,423.0,201.0,490.0,33.0,412.9,349.1,209.3,0.0,,0.0
[13/01/2020 13:30],67.0,,423.0,201.0,490.0,33.0,412.9,349.1,209.3,0.0,,0.0
[13/01/2020 14:00],67.0,,423.0,201.0,490.0,33.0,412.9,349.1,209.3,0.0,,0.0
[13/01/2020 14:30],67.0,,423.0,201.0,490.0,33.0,412.9,349.1,209.3,0.0,,0.0
[13/01/2020 15:00],10.0,,434.0,201.0,160.0,29.0,412.9,349.1,209.3,0.0,,0.0
[13/01/2020 15:30],10.0,,434.0,201.0,160.0,29.0,412.9,349.1,209.3,0.0,,0.0
[13/01/2020 16:00],10.0,,434.0,201.0,160.0,29.0,412.9,349.1,209.3,0.0,,1079.0
[13/01/2020 16:30],10.0,,434.0,201.0,160.0,29.0,412.9,349.1,209.3,0.0,,1079.0
[13/01/2020 17:00],10.0,,434.0,151.0,160.0,29.0,412.9,349.1,209.3,0.0,,1079.0
[13/01/2020 17:30],10.0,,434.0,151.0,160.0,29.0,412.9,349.1,209.3,0.0,,1079.0
[13/01/2020 18:00],10.0,,434.0,151.0,160.0,29.0,412.9,349.1,209.3,0.0,,1079.0
[13/01/2020 18:30],10.0,,434.0,151.0,160.0,29.0,412.9,349.1,209.3,0.0,,1079.0
[13/01/2020 19:00],35.0,,445.0,151.0,490.0,38.0,412.9,349.1,209.3,15.0,,1079.0
[13/01/2020 19:30],35.0,,445.0,151.0,490.0,38.0,412.9,349.1,209.3,15.0,,1079.0
[13/01/2020 20:00],35.0,,445.0,201.0,490.0,38.0,412.9,349.1,209.3,15.0,,1079.0
[13/01/2020 20:30],35.0,,445.0,201.0,490.0,38.0,412.9,349.1,209.3,15.0,,0.0
[13/01/2020 21:00],35.0,,445.0,201.0,490.0,38.0,412.9,349.1,209.3,15.0,,0.0
[13/01/2020 21:30],35.0,,445.0,201.0,490.0,38.0,412.9,349.1,209.3,15.0,,0.0
[13/01/2020 22:00],35.0,,445.0,201.0,490.0,38.0,412.9,349.1,209.3,15.0,,0.0
[13/01/2020 22:30],35.0,,445.0,201.0,490.0,38.0,412.9,349.1,209.3,15.0,,0.0
[13/01/2020 23:00],100.0,,409.0,201.0,94.0,31.0,412.9,349.1,209.3,0.0,,0.0
[13/01/2020 23:30],100.0,,409.0,201.0,94.0,31.0,412.9,349.1,209.3,0.0,,0.0
[14/01/2020 00:00],91.0,,409.0,201.0,94.0,39.0,423.2,317.8,184.1,0.0,,0.0
[14/01/2020 00:30],91.0,,409.0,201.0,94.0,39.0,423.2,317.8,184.1,0.0,,0.0
[14/01/2020 01:00],91.0,,409.0,201.0,94.0,39.0,423.2,317.8,184.1,0.0,,0.0
[14/01/2020 01:30],91.0,,409.0,201.0,94.0,39.0,423.2,317.8,184.1,0.0,,0.0
[14/01/2020 02:00],91.0,,409.0,201.0,94.0,39.0,423.2,317.8,184.1,0.0,,0.0
[14/01/2020 02:30],91.0,,409.0,201.0,94.0,39.0,423.2,317.8,184.1,0.0,,0.0
[14/01/2020 03:00],88.0,,409.0,201.0,94.0,39.0,423.2,317.8,184.1,0.0,,0.0
[14/01/2020 03:30],88.0,,409.0,201.0,94.0,39.0,423.2,317.8,184.1,0.0,,0.0
[14/01/2020 04:00],88.0,,409.0,201.0,94.0,39.0,423.2,317.8,184.1,0.0,,0.0
[14/01/2020 04:30],88.0,,409.0,201.0,94.0,39.0,423.2,317.8,184.1,0.0,,0.0
[14/01/2020 05:00],88.0,,409.0,201.0,94.0,39.0,423.2,317.8,184.1,0.0,,0.0
[14/01/2020 05:30],88.0,,409.0,201.0,94.0,39.0,423.2,317.8,184.1,0.0,,0.0
[14/01/2020 06:00],88.0,,409.0,201.0,94.0,39.0,423.2,317.8,184.1,0.0,,1079.0
[14/01/2020 06:30],88.0,,409.0,201.0,94.0,39.0,423.2,317.8,184.1,0.0,,1079.0
[14/01/2020 07:00],77.0,,444.0,201.0,490.0,32.0,423.2,317.8,184.1,0.0,,1079.0
[14/01/2020 07:30],77.0,,444.0,201.0,490.0,32.0,423.2,317.8,184.1,0.0,,1079.0
[14/01/2020 08:00],77.0,,444.0,201.0,490.0,32.0,423.2,317.8,184.1,0.0,,1079.0
[14/01/2020 08:30],77.0,,444.0,201.0,490.0,32.0,423.2,317.8,184.1,0.0,,1079.0
[14/01/2020 09:00],77.0,,444.0,201.0,490.0,32.0,423.2,317.8,184.1,0.0,,1079.0
[14/01/2020 09:30],77.0,,444.0,201.0,490.0,32.0,423.2,317.8,184.1,0.0,,1079.0
[14/01/2020 10:00],77.0,,444.0,201.0,490.0,32.0,423.2,317.8,184.1,0.0,,1079.0
[14/01/2020 10:30],77.0,,444.0,201.0,490.0,32.0,423.2,317.8,184.1,0.0,,1079.0
[14/01/2020 11:00],77.0,,443.0,201.0,490.0,32.0,423.2,317.8,184.1,0.0,,1079.0
[14/01/2020 11:30],77.0,,443.0,201.0,490.0,32.0,423.2,317.8,184.1,0.0,,1079.0
[14/01/2020 12:00],77.0,,423.0,201.0,490.0,32.0,423.2,317.8,184.1,0.0,,1079.0
[14/01/2020 12:30],77.0,,423.0,201.0,490.0,32.0,423.2,317.8,184.1,0.0,,1079.0
[14/01/2020 13:00],77.0,,423.0,201.0,490.0,32.0,423.2,317.8,184.1,0.0,,0.0
[14/01/2020 13:30],77.0,,423.0,201.0,490.0,32.0,423.2,317.8,184.1,0.0,,0.0
[14/01/2020 14:00],77.0,,423.0,201.0,490.0,32.0,423.2,317.8,184.1,0.0,,0.0
[14/01/2020 14:30],77.0,,423.0,201.0,490.0,32.0,423.2,317.8,184.1,0.0,,0.0
[14/01/2020 15:00],10.0,,434.0,201.0,160.0,30.0,423.2,317.8,184.1,0.0,,0.0
[14/01/2020 15:30],10.0,,434.0,201.0,160.0,30.0,423.2,317.8,184.1,0.0,,0.0
[14/01/2020 16:00],10.0,,434.0,201.0,160.0,30.0,423.2,317.8,184.1,0.0,,1079.0
[14/01/2020 16:30],10.0,,434.0,201.0,160.0,30.0,423.2,317.8,184.1,0.0,,1079.0
[14/01/2020 17:00],10.0,,434.0,151.0,160.0,30.0,423.2,317.8,184.1,0.0,,1079.0
[14/01/2020 17:30],10.0,,434.0,151.0,160.0,30.0,423.2,317.8,184.1,0.0,,1079.0
[14/01/2020 18:00],10.0,,434.0,151.0,160.0,30.0,423.2,317.8,184.1,0.0,,1079.0
[14/01/2020 18:30],10.0,,434.0,151.0,160.0,30.0,423.2,317.8,184.1,0.0,,1079.0
[14/01/2020 19:00],38.0,,445.0,151.0,490.0,37.0,423.2,317.8,184.1,15.0,,1079.0
[14/01/2020 19:30],38.0,,445.0,151.0,490.0,37.0,423.2,317.8,184.1,15.0,,1079.0
[14/01/2020 20:00],38.0,,445.0,201.0,490.0,37.0,423.2,317.8,184.1,15.0,,1079.0
[14/01/2020 20:30],38.0,,445.0,201.0,490.0,37.0,423.2,317.8,184.1,15.0,,0.0
[14/01/2020 21:00],38.0,,445.0,201.0,490.0,37.0,423.2,317.8,184.1,15.0,,0.0
[14/01/2020 21:30],38.0,,445.0,201.0,490.0,37.0,423.2,317.8,184.1,15.0,,0.0
[14/01/2020 22:00],38.0,,445.0,201.0,490.0,37.0,423.2,317.8,184.1,15.0,,0.0
[14/01/2020 22:30],38.0,,445.0,201.0,490.0,37.0,423.2,317.8,184.1,15.0,,0.0
[14/01/2020 23:00],91.0,,409.0,201.0,94.0,39.0,423.2,317.8,184.1,0.0,,0.0
[14/01/2020 23:30],91.0,,409.0,201.0,94.0,39.0,423.2,317.8,184.1,0.0,,0.0
[15/01/2020 00:00],100.0,,409.0,201.0,94.0,37.0,442.3,348.9,207.0,0.0,,0.0
[15/01/2020 00:30],100.0,,409.0,201.0,94.0,37.0,442.3,348.9,207.0,0.0,,0.0
[15/01/2020 01:00],100.0,,409.0,201.0,94.0,37.0,442.3,348.9,207.0,0.0,,0.0
[15/01/2020 01:30],100.0,,409.0,201.0,94.0,37.0,442.3,348.9,207.0,0.0,,0.0
[15/01/2020 02:00],100.0,,409.0,201.0,94.0,37.0,442.3,348.9,207.0,0.0,,0.0
[15/01/2020 02:30],100.0,,409.0,201.0,94.0,37.0,442.3,348.9,207.0,0.0,,0.0
[15/01/2020 03:00],98.0,,409.0,201.0,94.0,38.0,442.3,348.9,207.0,0.0,,0.0
[15/01/2020 03:30],98.0,,409.0,201.0,94.0,38.0,442.3,348.9,207.0,0.0,,0.0
[15/01/2020 04:00],98.0,,409.0,201.0,94.0,38.0,442.3,348.9,207.0,0.0,,0.0
[15/01/2020 04:30],98.0,,409.0,201.0,94.0,38.0,442.3,348.9,207.0,0.0,,0.0
[15/01/2020 05:00],98.0,,409.0,201.0,94.0,38.0,442.3,348.9,207.0,0.0,,0.0
[15/01/2020 05:30],98.0,,409.0,201.0,94.0,38.0,442.3,348.9,207.0,0.0,,0.0
[15/01/2020 06:00],98.0,,409.0,201.0,94.0,38.0,442.3,348.9,207.0,0.0,,1079.0
[15/01/2020 06:30],98.0,,409.0,201.0,94.0,38.0,442.3,348.9,207.0,0.0,,1079.0
[15/01/2020 07:00],65.0,,444.0,201.0,490.0,28.0,442.3,348.9,207.0,0.0,,1079.0
[15/01/2020 07:30],65.0,,444.0,201.0,490.0,28.0,442.3,348.9,207.0,0.0,,1079.0
[15/01/2020 08:00],65.0,,444.0,201.0,490.0,28.0,442.3,348.9,207.0,0.0,,1079.0
[15/01/2020 08:30],65.0,,444.0,201.0,490.0,28.0,442.3,348.9,207.0,0.0,,1079.0
[15/01/2020 09:00],65.0,,444.0,201.0,490.0,28.0,442.3,348.9,207.0,0.0,,1079.0
[15/01/2020 09:30],65.0,,444.0,201.0,490.0,28.0,442.3,348.9,207.0,0.0,,1079.0
[15/01/2020 10:00],65.0,,444.0,201.0,490.0,28.0,442.3,348.9,207.0,0.0,,1079.0
[15/01/2020 10:30],65.0,,444.0,201.0,490.0,28.0,442.3,348.9,207.0,0.0,,1079.0
[15/01/2020 11:00],70.0,,443.0,201.0,490.0,32.0,442.3,348.9,207.0,0.0,,1079.0
[15/01/2020 11:30],70.0,,443.0,201.0,490.0,32.0,442.3,348.9,207.0,0.0,,1079.0
[15/01/2020 12:00],70.0,,423.0,201.0,490.0,32.0,442.3,348.9,207.0,0.0,,1079.0
[15/01/2020 12:30],70.0,,423.0,201.0,490.0,32.0,442.3,348.9,207.0,0.0,,1079.0
[15/01/2020 13:00],70.0,,423.0,201.0,490.0,32.0,442.3,348.9,207.0,0.0,,0.0
[15/01/2020 13:30],70.0,,423.0,201.0,490.0,32.0,442.3,348.9,207.0,0.0,,0.0
[15/01/2020 14:00],70.0,,423.0,201.0,490.0,32.0,442.3,348.9,207.0,0.0,,0.0
[15/01/2020 14:30],70.0,,423.0,201.0,490.0,32.0,442.3,348.9,207.0,0.0,,0.0
[15/01/2020 15:00],10.0,,434.0,201.0,160.0,31.0,442.3,348.9,207.0,0.0,,0.0
[15/01/2020 15:30],10.0,,434.0,201.0,160.0,31.0,442.3,348.9,207.0,0.0,,0.0
[15/01/2020 16:00],10.0,,434.0,201.0,160.0,31.0,442.3,348.9,207.0,0.0,,1079.0
[15/01/2020 16:30],10.0,,434.0,201.0,160.0,31.0,442.3,348.9,207.0,0.0,,1079.0
[15/01/2020 17:00],10.0,,434.0,151.0,160.0,31.0,442.3,348.9,207.0,0.0,,1079.0
[15/01/2020 17:30],10.0,,434.0,151.0,160.0,31.0,442.3,348.9,207.0,0.0,,1079.0
[15/01/2020 18:00],10.0,,434.0,151.0,160.0,31.0,442.3,348.9,207.0,0.0,,1079.0
[15/01/2020 18:30],10.0,,434.0,151.0,160.0,31.0,442.3,348.9,207.0,0.0,,1079.0
[15/01/2020 19:00],38.0,,445.0,151.0,490.0,38.0,442.3,348.9,207.0,15.0,,1079.0
[15/01/2020 19:30],38.0,,445.0,151.0,490.0,38.0,442.3,348.9,207.0,15.0,,1079.0
[15/01/2020 20:00],38.0,,445.0,201.0,490.0,38.0,442.3,348.9,207.0,15.0,,1079.0
[15/01/2020 20:30],38.0,,445.0,201.0,490.0,38.0,442.3,348.9,207.0,15.0,,0.0
[15/01/2020 21:00],38.0,,445.0,201.0,490.0,38.0,442.3,348.9,207.0,15.0,,0.0
[15/01/2020 21:30],38.0,,445.0,201.0,490.0,38.0,442.3,348.9,207.0,15.0,,0.0
[15/01/2020 22:00],38.0,,445.0,201.0,490.0,38.0,442.3,348.9,207.0,15.0,,0.0
[15/01/2020 22:30],38.0,,445.0,201.0,490.0,38.0,442.3,348.9,207.0,15.0,,0.0
[15/01/2020 23:00],100.0,,409.0,201.0,94.0,37.0,442.3,348.9,207.0,0.0,,0.0
[15/01/2020 23:30],100.0,,409.0,201.0,94.0,37.0,442.3,348.9,207.0,0.0,,0.0
[16/01/2020 00:00],100.0,,409.0,201.0,94.0,38.0,353.4,268.7,175.2,0.0,,0.0
[16/01/2020 00:30],100.0,,409.0,201.0,94.0,38.0,353.4,268.7,175.2,0.0,,0.0
[16/01/2020 01:00],100.0,,409.0,201.0,94.0,38.0,353.4,268.7,175.2,0.0,,0.0
[16/01/2020 01:30],100.0,,409.0,201.0,94.0,38.0,353.4,268.7,175.2,0.0,,0.0
[16/01/2020 02:00],100.0,,409.0,201.0,94.0,38.0,353.4,268.7,175.2,0.0,,0.0
[16/01/2020 02:30],100.0,,409.0,201.0,94.0,38.0,353.4,268.7,175.2,0.0,,0.0
[16/01/2020 03:00],100.0,,409.0,201.0,94.0,39.0,353.4,268.7,175.2,0.0,,0.0
[16/01/2020 03:30],100.0,,409.0,201.0,94.0,39.0,353.4,268.7,175.2,0.0,,0.0
[16/01/2020 04:00],100.0,,409.0,201.0,94.0,39.0,353.4,268.7,175.2,0.0,,0.0
[16/01/2020 04:30],100.0,,409.0,201.0,94.0,39.0,353.4,268.7,175.2,0.0,,0.0
[16/01/2020 05:00],100.0,,409.0,201.0,94.0,39.0,353.4,268.7,175.2,0.0,,0.0
[16/01/2020 05:30],100.0,,409.0,201.0,94.0,39.0,353.4,268.7,175.2,0.0,,0.0
[16/01/2020 06:00],100.0,,409.0,201.0,94.0,39.0,353.4,268.7,175.2,0.0,,1079.0
[16/01/2020 06:30],100.0,,409.0,201.0,94.0,39.0,353.4,268.7,175.2,0.0,,1079.0
[16/01/2020 07:00],65.0,,444.0,201.0,490.0,31.0,353.4,268.7,175.2,0.0,,1079.0
[16/01/2020 07:30],65.0,,444.0,201.0,490.0,31.0,353.4,268.7,175.2,0.0,,1079.0
[16/01/2020 08:00],65.0,,444.0,201.0,490.0,31.0,353.4,268.7,175.2,0.0,,1079.0
[16/01/2020 08:30],65.0,,444.0,201.0,490.0,31.0,353.4,268.7,175.2,0.0,,1079.0
[16/01/2020 09:00],65.0,,444.0,201.0,490.0,31.0,353.4,268.7,175.2,0.0,,1079.0
[16/01/2020 09:30],65.0,,444.0,201.0,490.0,31.0,353.4,268.7,175.2,0.0,,1079.0
[16/01/2020 10:00],65.0,,444.0,201.0,490.0,31.0,353.4,268.7,175.2,0.0,,1079.0
[16/01/2020 10:30],65.0,,444.0,201.0,490.0,31.0,353.4,268.7,175.2,0.0,,1079.0
[16/01/2020 11:00],65.0,,443.0,201.0,490.0,32.0,353.4,268.7,175.2,0.0,,1079.0
[16/01/2020 11:30],65.0,,443.0,201.0,490.0,32.0,353.4,268.7,175.2,0.0,,1079.0
[16/01/2020 12:00],65.0,,423.0,201.0,490.0,32.0,353.4,268.7,175.2,0.0,,1079.0
[16/01/2020 12:30],65.0,,423.0,201.0,490.0,32.0,353.4,268.7,175.2,0.0,,1079.0
[16/01/2020 13:00],65.0,,423.0,201.0,490.0,32.0,353.4,268.7,175.2,0.0,,0.0
[16/01/2020 13:30],65.0,,423.0,201.0,490.0,32.0,353.4,268.7,175.2,0.0,,0.0
[16/01/2020 14:00],65.0,,423.0,201.0,490.0,32.0,353.4,268.7,175.2,0.0,,0.0
[16/01/2020 14:30],65.0,,423.0,201.0,490.0,32.0,353.4,268.7,175.2,0.0,,0.0
[16/01/2020 15:00],10.0,,434.0,201.0,160.0,33.0,353.4,268.7,175.2,0.0,,0.0
[16/01/2020 15:30],10.0,,434.0,201.0,160.0,33.0,353.4,268.7,175.2,0.0,,0.0
[16/01/2020 16:00],10.0,,434.0,201.0,160.0,33.0,353.4,268.7,175.2,0.0,,1079.0
[16/01/2020 16:30],10.0,,434.0,201.0,160.0,33.0,353.4,268.7,175.2,0.0,,1079.0
[16/01/2020 17:00],10.0,,434.0,151.0,160.0,33.0,353.4,268.7,175.2,0.0,,1079.0
[16/01/2020 17:30],10.0,,434.0,151.0,160.0,33.0,353.4,268.7,175.2,0.0,,1079.0
[16/01/2020 18:00],10.0,,434.0,151.0,160.0,33.0,353.4,268.7,175.2,0.0,,1079.0
[16/01/2020 18:30],10.0,,434.0,151.0,160.0,33.0,353.4,268.7,175.2,0.0,,1079.0
[16/01/2020 19:00],35.0,,445.0,151.0,490.0,38.0,353.4,268.7,175.2,15.0,,1079.0
[16/01/2020 19:30],35.0,,445.0,151.0,490.0,38.0,353.4,268.7,175.2,15.0,,1079.0
[16/01/2020 20:00],35.0,,445.0,201.0,490.0,38.0,353.4,268.7,175.2,15.0,,1079.0
[16/01/2020 20:30],35.0,,445.0,201.0,490.0,38.0,353.4,268.7,175.2,15.0,,0.0
[16/01/2020 21:00],35.0,,445.0,201.0,490.0,38.0,353.4,268.7,175.2,15.0,,0.0
[16/01/2020 21:30],35.0,,445.0,201.0,490.0,38.0,353.4,268.7,175.2,15.0,,0.0
[16/01/2020 22:00],35.0,,445.0,201.0,490.0,38.0,353.4,268.7,175.2,15.0,,0.0
[16/01/2020 22:30],35.0,,445.0,201.0,490.0,38.0,353.4,268.7,175.2,15.0,,0.0
[16/01/2020 23:00],100.0,,409.0,201.0,94.0,38.0,353.4,268.7,175.2,0.0,,0.0
[16/01/2020 23:30],100.0,,409.0,201.0,94.0,38.0,353.4,268.7,175.2,0.0,,0.0
[17/01/2020 00:00],100.0,,409.0,201.0,94.0,39.0,448.8,312.2,193.0,0.0,,0.0
[17/01/2020 00:30],100.0,,409.0,201.0,94.0,39.0,448.8,312.2,193.0,0.0,,0.0
[17/01/2020 01:00],100.0,,409.0,201.0,94.0,39.0,448.8,312.2,193.0,0.0,,0.0
[17/01/2020 01:30],100.0,,409.0,201.0,94.0,39.0,448.8,312.2,193.0,0.0,,0.0
[17/01/2020 02:00],100.0,,409.0,201.0,94.0,39.0,448.8,312.2,193.0,0.0,,0.0
[17/01/2020 02:30],100.0,,409.0,201.0,94.0,39.0,448.8,312.2,193.0,0.0,,0.0
[17/01/2020 03:00],100.0,,409.0,201.0,94.0,42.0,448.8,312.2,193.0,0.0,,0.0
[17/01/2020 03:30],100.0,,409.0,201.0,94.0,42.0,448.8,312.2,193.0,0.0,,0.0
[17/01/2020 04:00],100.0,,409.0,201.0,94.0,42.0,448.8,312.2,193.0,0.0,,0.0
[17/01/2020 04:30],100.0,,409.0,201.0,94.0,42.0,448.8,312.2,193.0,0.0,,0.0
[17/01/2020 05:00],100.0,,409.0,201.0,94.0,42.0,448.8,312.2,193.0,0.0,,0.0
[17/01/2020 05:30],100.0,,409.0,201.0,94.0,42.0,448.8,312.2,193.0,0.0,,0.0
[17/01/2020 06:00],100.0,,409.0,201.0,94.0,42.0,448.8,312.2,193.0,0.0,,1079.0
[17/01/2020 06:30],100.0,,409.0,201.0,94.0,42.0,448.8,312.2,193.0,0.0,,1079.0
[17/01/2020 07:00],67.0,,444.0,201.0,490.0,28.0,448.8,312.2,193.0,0.0,,1079.0
[17/01/2020 07:30],67.0,,444.0,201.0,490.0,28.0,448.8,312.2,193.0,0.0,,1079.0
